day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,,,,한화이글스,,,
4.11금,한화 이글스,7,2,1,4,2,0,0,대전,18,0,53,,,,,,,,,
4.12토,한화 이글스,5,0,0,5,1,0,0,대전,17.9,0,60,,,,,,,,,
4.13일,한화 이글스,6,0,0,4,0,1,0,대전,19.8,0,32,,,,,,,,,
4.15화,한화 이글스,9,1,3,14,0,0,0,광주,18.7,0,54,,,,,,,,,
4.16수,한화 이글스,12,0,1,10,1,0,1,광주,20,0,17,,,,,,,,,
4.18금,한화 이글스,7,1,1,5,2,1,0,대전,20.1,0,57,,,,,,,,,
4.19토,한화 이글스,10,1,1,3,0,1,1,대전,16.2,0,50,,,,,,,,,
4.20일,한화 이글스,12,1,1,2,1,1,1,대전,20.3,0,43,,,,,,,,,
4.22화,한화 이글스,9,0,0,10,0,0,0,대전,21.2,0,26,,,,,,,,,
4.23수,한화 이글스,10,1,0,5,1,2,0,대전,23,0,29,,,,,,,,,
4.24목,한화 이글스,13,1,0,8,0,2,1,대전,24,0,29,,,,,,,,,
4.30수,한화 이글스,10,0,1,6,1,1,0,대전,19.4,0,61,,,,,,,,,
5.1목,한화 이글스,8,0,0,7,0,1,1,대전,20.7,0,51,,,,,,,,,
5.6화,한화 이글스,10,0,2,5,2,1,0,서울,16.7,0,29,,,,,,,,,
5.7수,한화 이글스,15,1,2,7,0,1,1,서울,18.9,0,37,,,,,,,,,
5.8목,한화 이글스,11,1,0,5,1,0,1,서울,16.1,0,73,,,,,,,,,
5.9금,한화 이글스,7,0,3,12,0,1,0,대전,22.3,0,37,,,,,,,,,
5.10토,한화 이글스,9,1,0,3,0,0,0,대전,24.8,0,31,,,,,,,,,
5.11일,한화 이글스,6,0,3,6,2,1,0,대전,21.1,0.1,58,,,,,,,,,
5.13화,한화 이글스,7,0,0,7,2,1,0,대구,29.3,0,20,,,,,,,,,
5.14수,한화 이글스,7,0,2,11,1,0,0,대구,21.7,0,48,,,,,,,,,
5.16금,한화 이글스,10,0,1,6,1,0,1,대전,24.2,0,36,,,,,,,,,
5.17토,한화 이글스,10,1,0,8,1,1,0,대전,25.1,0,38,,,,,,,,,
5.18일,한화 이글스,13,0,0,3,1,0,1,대전,26.4,0,24,,,,,,,,,
5.20화,한화 이글스,4,1,1,2,2,2,0,서울,27.5,0,30,,,,,,,,,
5.21수,한화 이글스,15,2,1,8,2,1,1,서울,22.6,0,57,,,,,,,,,
5.22목,한화 이글스,20,1,0,5,1,2,1,서울,26.4,0,37,,,,,,,,,
5.23금,한화 이글스,12,1,0,3,1,1,0,서울,24.8,0,65,,,,,,,,,
5.24토,한화 이글스,15,0,2,6,0,1,1,서울,22.2,0,70,,,,,,,,,
5.25일,한화 이글스,12,0,3,8,2,0,0,서울,19.1,0,97,,,,,,,,,
5.27화,한화 이글스,15,0,1,4,1,2,0,대전,28.7,0,35,,,,,,,,,
5.28수,한화 이글스,7,0,0,7,0,0,0,대전,25.5,0,52,,,,,,,,,
5.29목,한화 이글스,16,0,0,4,3,0,0,대전,30.5,0,39,,,,,,,,,
5.30금,한화 이글스,6,1,1,4,0,0,0,대전,31.6,0,31,,,,,,,,,
5.31토,한화 이글스,11,1,1,6,1,1,0,대전,31.9,0,37,,,,,,,,,
6.1일,한화 이글스,12,0,1,4,0,1,1,대전,26.5,0,63,,,,,,,,,
6.5목,한화 이글스,6,1,0,6,2,1,0,부산,19.7,0,83,,,,,,,,,
6.6금,한화 이글스,13,3,0,4,0,2,1,대전,27.6,0,54,,,,,,,,,
6.7토,한화 이글스,8,2,0,4,2,2,0,대전,25.4,0,69,,,,,,,,,
6.8일,한화 이글스,12,1,0,8,0,1,0,대전,25.4,0,67,,,,,,,,,
6.10화,한화 이글스,17,1,1,9,0,0,1,광주,25.9,0,56,,,,,,,,,
6.11수,한화 이글스,7,0,0,5,1,0,0,광주,24.8,0,54,,,,,,,,,
6.12목,한화 이글스,13,0,0,10,1,0,0,광주,23.8,0,57,,,,,,,,,
6.13금,한화 이글스,12,1,0,10,0,0,1,창원,22.1,0.5,76,,,,,,,,,
6.14토,한화 이글스,9,0,0,8,1,0,0,창원,25.5,0,55,,,,,,,,,
6.15일,한화 이글스,7,0,0,3,3,1,0,창원,25.9,0,48,,,,,,,,,
6.21토,한화 이글스,7,1,0,4,0,0,1,대전,23.8,0,75,,,,,,,,,
6.22일,한화 이글스,16,1,0,6,0,0,0,대전,27.6,0,68,,,,,,,,,
6.23월,한화 이글스,4,0,0,3,2,1,0,대전,22.5,1,90,,,,,,,,,
6.24화,한화 이글스,11,1,0,5,2,1,1,대전,25.8,0,67,,,,,,,,,
6.25수,한화 이글스,10,0,0,8,1,2,0,대전,27.6,0,61,,,,,,,,,
6.26목,한화 이글스,16,1,1,7,2,2,0,대전,29.5,0,52,,,,,,,,,
6.27금,한화 이글스,9,1,1,5,1,0,1,대구,31.7,0,32,,,,,,,,,
6.28토,한화 이글스,12,0,0,6,1,1,0,대구,31.3,0,25,,,,,,,,,
6.29일,한화 이글스,10,2,0,5,2,1,0,대구,28.5,0,39,,,,,,,,,
7.1화,한화 이글스,5,0,0,6,1,2,0,서울,30.4,0,56,,,,,,,,,
7.2수,한화 이글스,6,0,0,3,2,1,0,서울,26.7,0,76,,,,,,,,,
7.3목,한화 이글스,9,1,0,8,2,1,0,서울,24,0,76,,,,,,,,,
7.8화,한화 이글스,8,0,0,4,1,2,0,대전,29.4,0,74,,,,,,,,,
7.9수,한화 이글스,6,0,0,8,2,2,0,대전,28.3,0,80,,,,,,,,,
7.10목,한화 이글스,10,1,1,8,0,2,1,대전,30.8,0,50,,,,,,,,,
7.11금,한화 이글스,13,1,1,4,1,1,1,서울,29,0,60,,,,,,,,,
7.12토,한화 이글스,8,1,2,5,1,1,0,서울,26.6,0,71,,,,,,,,,
7.13일,한화 이글스,13,0,1,6,2,0,1,서울,26.3,0,74,,,,,,,,,
7.15화,한화 이글스,12,1,2,5,0,0,1,인천,27,0,83,,,,,,,,,
7.16수,한화 이글스,16,4,0,3,0,0,1,인천,27.2,0,84,,,,,,,,,
7.22화,한화 이글스,15,3,1,5,1,1,1,대전,28.6,0,76,,,,,,,,,
7.23수,한화 이글스,10,1,0,6,3,1,0,대전,28.5,0,78,,,,,,,,,
7.24목,한화 이글스,14,3,0,5,1,5,0,대전,29.2,0,84,,,,,,,,,
7.25금,한화 이글스,10,0,1,5,1,0,1,대전,33,0,61,,,,,,,,,
7.26토,한화 이글스,8,0,1,9,1,2,1,대전,25.5,0,69,,,,,,,,,
7.27일,한화 이글스,9,0,0,8,1,1,0,대전,28.8,0,63,,,,,,,,,
7.29화,한화 이글스,10,0,0,6,1,4,0,서울,29.2,0,63,,,,,,,,,
7.30수,한화 이글스,10,2,2,8,0,0,0,서울,33,0,55,,,,,,,,,
7.31목,한화 이글스,9,2,1,9,1,0,1,서울,30.4,1.5,82,,,,,,,,,
8.1금,한화 이글스,14,1,1,8,2,0,1,대전,30.9,0,67,,,,,,,,,
8.3일,한화 이글스,10,1,1,7,1,0,1,대전,26.9,0,89,,,,,,,,,
8.5화,한화 이글스,9,0,0,12,0,0,0,대전,29.8,0,74,,,,,,,,,
8.6수,한화 이글스,8,3,0,9,0,1,1,대전,27.6,0,85,,,,,,,,,
8.9토,한화 이글스,5,0,0,3,0,0,1,서울,29.1,0,38,,,,,,,,,
8.11월,한화 이글스,9,1,1,4,4,2,1,서울,26.9,0,68,,,,,,,,,
8.12화,한화 이글스,11,1,0,6,0,1,0,대전,28.7,0,69,,,,,,,,,
8.14목,한화 이글스,13,1,0,6,1,1,0,대전,21.5,0,96,,,,,,,,,
8.15금,한화 이글스,10,0,0,6,0,1,1,대전,26.6,0,87,,,,,,,,,
8.16토,한화 이글스,8,1,1,8,1,0,0,창원,25.7,0,77,,,,,,,,,
8.17일,한화 이글스,4,1,0,4,1,0,0,창원,24.2,0,74,,,,,,,,,
8.19화,한화 이글스,17,0,0,6,2,0,1,부산,24.1,0.5,98,,,,,,,,,
8.22금,한화 이글스,18,0,1,5,1,1,1,대전,27.2,0,74,,,,,,,,,
8.23토,한화 이글스,12,0,1,8,0,0,0,광주,28,0,56,,,,,,,,,
8.25월,한화 이글스,13,2,0,4,3,0,1,광주,26.5,0,79,,,,,,,,,
8.26화,한화 이글스,9,0,2,11,0,2,1,대전,28.2,0,77,,,,,,,,,
8.27수,한화 이글스,9,1,0,10,0,0,1,대전,24.8,0,79,,,,,,,,,
8.28목,한화 이글스,12,0,0,9,0,0,0,대전,26.7,0,64,,,,,,,,,
8.29금,한화 이글스,13,2,0,10,1,0,1,대전,26.6,0,61,,,,,,,,,
9.4목,한화 이글스,6,0,1,7,3,1,0,대구,27.7,0,46,,,,,,,,,
9.5금,한화 이글스,2,0,0,14,0,0,0,대구,29.5,0,35,,,,,,,,,
9.6토,한화 이글스,12,3,0,2,1,0,1,대전,27.7,0,60,,,,,,,,,
9.7일,한화 이글스,11,3,1,5,1,1,1,대전,27.1,0,69,,,,,,,,,
9.9화,한화 이글스,9,1,1,12,0,3,0,서울,24.6,0,44,,,,,,,,,
9.10수,한화 이글스,6,0,0,11,2,1,0,서울,26.5,0,42,,,,,,,,,
9.11목,한화 이글스,12,1,1,11,0,1,0,서울,26.7,0,49,,,,,,,,,
9.12금,한화 이글스,7,0,0,6,0,2,0,서울,21.2,0.1,84,,,,,,,,,
9.13토,한화 이글스,4,1,0,10,0,2,0,대전,25.4,0,60,,,,,,,,,
9.14일,한화 이글스,12,4,0,10,0,0,1,대전,24.9,0,53,,,,,,,,,
10.1수,한화 이글스,6,0,0,10,1,0,0,대전,21.4,0,73,,,,,,,,,
10.2목,한화 이글스,12,2,0,8,2,0,0,부산,21.6,0,72,,,,,,,,,
10.3금,한화 이글스,7,1,0,5,0,1,0,부산,21.4,0,58,,,,,,,,,
10.5일,한화 이글스,8,1,1,4,3,0,0,인천,20,0,51,,,,,,,,,
10.6월,한화 이글스,4,0,0,7,1,1,0,인천,18.5,0,70,,,,,,,,,
10.7화,한화 이글스,11,2,1,6,1,1,1,대전,18.9,0,56,,,,,,,,,
10.9목,한화 이글스,5,0,1,6,0,0,1,대전,20.4,0,64,,,,,,,,,
10.10금,한화 이글스,14,0,0,11,2,0,0,대전,22.8,0,54,,,,,,,,,
10.11토,한화 이글스,6,2,0,6,0,0,0,부산,19.5,0,68,,,,,,,,,
10.12일,한화 이글스,5,0,1,7,0,1,0,부산,19.9,0,79,,,,,,,,,
10.13월,한화 이글스,8,0,0,8,0,3,0,대전,17.6,0,61,,,,,,,,,
10.17금,한화 이글스,6,2,0,8,3,3,0,광주,19.3,0,26,,,,,,,,,
4.1수,한화 이글스,7,0,0,9,0,0,0,대전,10.7,0,83,,,,,,,,,
4.2목,한화 이글스,7,0,0,11,1,1,1,대전,17.9,0,72,,,,,,,,,
4.3금,한화 이글스,8,1,0,8,1,1,0,창원,16.6,0,71,,,,,,,,,
4.5일,한화 이글스,8,0,0,6,2,0,0,창원,11.4,0,86,,,,,,,,,
4.7화,한화 이글스,14,0,1,6,1,0,1,대전,10.6,0,69,,,,,,,,,
4.8수,한화 이글스,7,0,1,7,1,1,0,대전,12.7,0,53,,,,,,,,,
4.9목,한화 이글스,7,1,0,9,0,1,1,대전,15.2,0,44,,,,,,,,,
4.10금,한화 이글스,14,1,0,12,2,0,0,부산,12.9,0,59,,,,,,,,,
4.11토,한화 이글스,8,2,2,6,1,1,1,부산,13.3,0,68,,,,,,,,,
4.12일,한화 이글스,5,3,0,11,0,2,0,부산,13.7,0,60,,,,,,,,,
4.14화,한화 이글스,12,2,0,7,0,1,1,대전,10.7,0,71,,,,,,,,,
4.15수,한화 이글스,9,0,0,7,1,0,0,대전,16.9,0,54,,,,,,,,,
4.17금,한화 이글스,14,1,0,5,0,1,1,대전,16.4,0,28,,,,,,,,,
4.18토,한화 이글스,8,1,1,3,0,0,1,대전,20,0,33,,,,,,,,,
4.21화,한화 이글스,4,0,1,9,0,2,0,서울,18.4,0,21,,,,,,,,,
4.22수,한화 이글스,5,1,3,8,0,0,1,서울,18.2,0,39,,,,,,,,,
4.23목,한화 이글스,6,1,1,8,1,1,0,서울,17.5,0,26,,,,,,,,,
4.24금,한화 이글스,7,1,0,4,1,1,1,대전,22,0,43,,,,,,,,,
4.25토,한화 이글스,11,0,1,7,0,2,1,대전,23,0,21,,,,,,,,,
4.26일,한화 이글스,8,0,0,2,0,1,1,대전,23.4,0,27,,,,,,,,,
4.29수,한화 이글스,9,2,0,5,2,0,0,광주,19.2,0,72,,,,,,,,,
4.30목,한화 이글스,8,1,3,9,1,0,1,광주,23.6,0,53,,,,,,,,,
5.1금,한화 이글스,9,2,0,8,0,4,1,대전,25.8,0,60,,,,,,,,,
5.2토,한화 이글스,6,2,0,4,0,0,1,대전,25.4,0,58,,,,,,,,,
5.3일,한화 이글스,10,0,0,6,1,2,0,대전,20.7,0,82,,,,,,,,,
5.5화,한화 이글스,13,3,0,7,1,1,1,대전,18.7,0,29,,,,,,,,,
5.6수,한화 이글스,6,2,0,12,0,1,0,대전,21.4,0,38,,,,,,,,,
5.7목,한화 이글스,8,1,0,5,1,1,0,대전,22.4,0,36,,,,,,,,,
5.8금,한화 이글스,13,0,1,9,1,0,1,서울,19.7,0,58,,,,,,,,,
5.9토,한화 이글스,7,0,0,6,0,2,0,서울,21.4,0,48,,,,,,,,,
5.10일,한화 이글스,7,0,0,5,2,0,0,서울,23.7,0,29,,,,,,,,,
5.12화,한화 이글스,10,1,2,11,1,0,1,대구,21.7,0,32,,,,,,,,,
5.13수,한화 이글스,8,0,0,6,2,1,0,대구,27.2,0,22,,,,,,,,,
5.14목,한화 이글스,9,2,3,11,0,2,1,대구,28.4,0,45,,,,,,,,,
5.15금,한화 이글스,5,1,0,5,0,1,0,대전,20.7,0,82,,,,,,,,,
5.16토,한화 이글스,10,0,0,2,2,2,0,대전,24.4,0,18,,,,,,,,,
5.17일,한화 이글스,13,1,0,6,0,1,1,대전,25.5,0,24,,,,,,,,,
5.19화,한화 이글스,8,2,1,12,0,5,0,인천,13.9,0.4,99,,,,,,,,,
5.20수,한화 이글스,9,0,1,10,0,1,0,인천,19.3,0,63,,,,,,,,,
5.21목,한화 이글스,10,2,0,7,0,0,1,인천,18,0,70,,,,,,,,,
5.22금,한화 이글스,11,2,0,6,0,0,1,수원,21.8,0,43,,,,,,,,,
5.23토,한화 이글스,11,0,2,5,2,1,1,수원,24.3,0,29,,,,,,,,,
5.24일,한화 이글스,7,0,0,4,1,0,0,수원,22.4,0,24,,,,,,,,,
5.26화,한화 이글스,7,1,0,13,0,1,0,대전,29,0,25,,,,,,,,,
5.27수,한화 이글스,12,0,0,3,3,2,1,대전,29.7,0,18,,,,,,,,,
5.28목,한화 이글스,3,0,1,7,2,0,1,대전,30.3,0,28,,,,,,,,,
5.29금,한화 이글스,3,0,0,12,1,0,0,부산,24.7,0,54,,,,,,,,,
5.30토,한화 이글스,6,1,1,6,0,4,1,부산,19.4,0,95,,,,,,,,,
5.31일,한화 이글스,6,2,0,8,0,0,0,부산,21,0,71,,,,,,,,,
6.2화,한화 이글스,15,4,2,12,0,0,0,서울,26.1,0,31,,,,,,,,,
6.3수,한화 이글스,5,1,2,10,0,1,1,서울,28.8,0,16,,,,,,,,,
6.4목,한화 이글스,8,2,1,5,3,2,0,서울,26.2,0,28,,,,,,,,,
6.5금,한화 이글스,10,1,0,11,0,3,1,대전,19.4,0,55,,,,,,,,,
6.6토,한화 이글스,11,0,1,8,1,0,1,대전,28.3,0,37,,,,,,,,,
6.7일,한화 이글스,9,0,2,8,1,1,0,대전,30.1,0,38,,,,,,,,,
6.9화,한화 이글스,10,2,0,9,0,1,1,대구,29.5,0,31,,,,,,,,,
6.10수,한화 이글스,9,2,2,4,0,0,1,대구,30.5,0,34,,,,,,,,,
6.11목,한화 이글스,9,1,0,8,0,0,1,대구,23.9,0,66,,,,,,,,,
6.12금,한화 이글스,10,0,1,13,0,4,0,대전,28.4,0,40,,,,,,,,,
6.13토,한화 이글스,10,0,2,5,2,0,1,대전,31,0,39,,,,,,,,,
6.14일,한화 이글스,13,0,0,10,1,2,1,대전,26.5,0,58,,,,,,,,,
6.16화,한화 이글스,9,4,0,4,0,1,1,대전,28.9,0,63,,,,,,,,,
6.17수,한화 이글스,11,0,0,10,0,0,0,대전,22.5,0,93,,,,,,,,,
6.18목,한화 이글스,12,0,0,7,1,1,0,대전,28.6,0,48,,,,,,,,,
6.19금,한화 이글스,6,1,0,11,0,1,0,창원,23.6,0,63,,,,,,,,,
6.20토,한화 이글스,8,0,0,11,2,1,0,창원,19.6,0,86,,,,,,,,,
6.21일,한화 이글스,4,0,0,5,2,1,0,창원,21.6,0,78,,,,,,,,,
6.23화,한화 이글스,4,1,0,4,0,0,1,대전,29.5,0,47,,,,,,,,,
6.26금,한화 이글스,12,2,1,5,2,1,1,인천,22.9,0,76,,,,,,,,,
6.27토,한화 이글스,13,2,1,11,0,2,0,인천,26.9,0,70,,,,,,,,,
6.28일,한화 이글스,9,1,0,9,2,0,1,인천,25.2,0,81,,,,,,,,,
7.1수,한화 이글스,5,0,0,8,2,1,0,광주,25,0,62,,,,,,,,,
7.2목,한화 이글스,13,0,2,4,1,0,1,광주,26.2,0,66,,,,,,,,,
7.3금,한화 이글스,13,1,0,6,0,1,1,대전,26,0,44,,,,,,,,,
7.4토,한화 이글스,9,0,0,5,2,0,1,대전,28.5,0,41,,,,,,,,,
7.8수,한화 이글스,7,0,1,10,0,1,0,대전,22.8,0,92,,,,,,,,,
7.9목,한화 이글스,12,2,0,8,0,2,0,대전,23.8,0,85,,,,,,,,,
7.10금,한화 이글스,8,0,1,12,0,1,1,서울,33.6,0,46,,,,,,,,,
7.11토,한화 이글스,9,1,1,7,1,1,1,서울,32.7,0,53,,,,,,,,,
7.14화,한화 이글스,13,0,1,9,0,1,1,대전,30.1,0,65,,,,,,,,,
7.15수,한화 이글스,13,2,1,7,2,2,0,대전,30.2,0,58,,,,,,,,,
7.16목,한화 이글스,8,0,1,9,2,0,0,대전,27.9,0,57,,,,,,,,,
7.21화,한화 이글스,11,0,1,3,0,0,1,수원,29.2,0,74,,,,,,,,,
7.22수,한화 이글스,8,0,0,12,0,0,0,수원,28,0,74,,,,,,,,,
7.24금,한화 이글스,7,0,0,7,0,1,0,대전,26.4,0,96,,,,,,,,,
7.25토,한화 이글스,8,0,0,13,1,0,1,대전,28.7,0,76,,,,,,,,,
7.26일,한화 이글스,6,2,2,6,1,0,0,대전,32.7,0,54,,,,,,,,,
7.28화,한화 이글스,15,1,1,6,2,0,1,서울,29.8,0,63,,,,,,,,,
7.29수,한화 이글스,8,0,0,6,0,0,0,서울,28.8,0,77,,,,,,,,,
7.30목,한화 이글스,7,0,0,10,1,0,1,서울,31.5,0,65,,,,,,,,,
7.31금,한화 이글스,7,0,0,13,1,1,0,대전,32.8,0,62,,,,,,,,,
8.1토,한화 이글스,17,0,2,8,0,2,0,대전,32.8,0,61,,,,,,,,,
8.2일,한화 이글스,5,0,0,4,2,0,0,대전,30.8,0,74,,,,,,,,,
8.4화,한화 이글스,8,1,1,9,1,0,0,인천,27,0,99,,,,,,,,,
8.5수,한화 이글스,8,0,2,9,2,0,0,인천,28.6,0,99,,,,,,,,,
8.6목,한화 이글스,13,0,0,6,1,0,1,대전,33.1,0,59,,,,,,,,,
8.7금,한화 이글스,17,0,2,10,1,0,0,대전,34.3,0,52,,,,,,,,,
8.8토,한화 이글스,8,2,0,6,1,0,1,대전,27.3,0,82,,,,,,,,,
8.9일,한화 이글스,8,1,0,5,1,0,1,대전,30.9,0,63,,,,,,,,,
8.11화,한화 이글스,9,1,0,11,0,0,1,수원,28.5,0,69,,,,,,,,,
8.12수,한화 이글스,18,1,0,10,0,0,1,수원,29.7,0,66,,,,,,,,,
8.13목,한화 이글스,9,0,0,5,1,1,0,서울,27.5,0,67,,,,,,,,,
8.14금,한화 이글스,8,1,0,7,0,1,0,서울,30.1,0,59,,,,,,,,,
8.15토,한화 이글스,6,0,3,12,0,0,0,대구,30.4,0,58,,,,,,,,,
8.16일,한화 이글스,8,0,0,8,0,1,0,대구,27.3,0,69,,,,,,,,,
8.18화,한화 이글스,2,1,0,10,1,0,0,대전,30.6,0,55,,,,,,,,,
8.19수,한화 이글스,5,0,0,6,1,0,0,대전,28.6,0,64,,,,,,,,,
8.20목,한화 이글스,5,2,0,11,0,0,0,대전,25.3,0,79,,,,,,,,,
8.21금,한화 이글스,15,4,0,6,0,0,1,대전,27.8,0,72,,,,,,,,,
8.22토,한화 이글스,10,0,0,4,0,0,1,광주,26,0,84,,,,,,,,,
8.23일,한화 이글스,7,1,1,6,0,2,0,광주,27.5,0,68,,,,,,,,,
8.26수,한화 이글스,16,4,1,17,1,1,1,대전,26.5,0,59,,,,,,,,,
8.27목,한화 이글스,4,0,0,7,1,0,0,창원,25.6,0,77,,,,,,,,,
8.28금,한화 이글스,14,3,0,8,2,0,1,창원,25.8,0,73,,,,,,,,,
8.29토,한화 이글스,7,0,2,9,1,1,0,서울,27.7,0,54,,,,,,,,,
8.30일,한화 이글스,12,1,3,5,3,0,0,서울,26.2,0,51,,,,,,,,,
9.1화,한화 이글스,12,3,1,12,0,0,1,대전,27.5,0,62,,,,,,,,,
9.2수,한화 이글스,12,2,0,9,2,3,0,대전,22,2,91,,,,,,,,,
9.3목,한화 이글스,12,0,0,10,0,1,0,대전,26.9,0,62,,,,,,,,,
9.4금,한화 이글스,14,2,0,6,0,0,0,대전,28.1,0,58,,,,,,,,,
9.5토,한화 이글스,10,2,0,5,2,0,1,대전,22,0,87,,,,,,,,,
9.6일,한화 이글스,9,2,0,9,1,0,1,대전,23.2,0,66,,,,,,,,,
9.8화,한화 이글스,12,1,0,16,1,2,0,서울,27.5,0,26,,,,,,,,,
9.9수,한화 이글스,4,0,0,10,0,1,0,서울,26.9,0,30,,,,,,,,,
9.10목,한화 이글스,5,1,0,7,3,1,0,대전,26.1,0,54,,,,,,,,,
9.11금,한화 이글스,11,0,0,9,1,0,0,대전,21.3,0,86,,,,,,,,,
9.12토,한화 이글스,3,1,0,8,0,2,0,부산,21.2,0,89,,,,,,,,,
9.13일,한화 이글스,12,2,0,5,1,0,1,부산,23.4,0,54,,,,,,,,,
9.15화,한화 이글스,9,0,0,6,2,0,1,광주,24.4,0,49,,,,,,,,,
9.16수,한화 이글스,5,1,1,11,0,1,0,광주,22.1,0,68,,,,,,,,,
9.17목,한화 이글스,10,1,0,8,1,1,0,대전,23.9,0,59,,,,,,,,,
9.18금,한화 이글스,5,2,0,10,0,0,0,대전,25.1,0,54,,,,,,,,,
9.19토,한화 이글스,15,2,0,2,1,0,1,대전,25.4,0,49,,,,,,,,,
9.20일,한화 이글스,13,0,0,12,1,0,0,대전,25.3,0,56,,,,,,,,,
9.25금,한화 이글스,8,1,0,5,2,0,1,대전,25.2,0,57,,,,,,,,,
9.26토,한화 이글스,14,2,0,4,2,1,1,대전,24.2,0,53,,,,,,,,,
9.28월,한화 이글스,2,0,0,10,1,0,0,창원,22.9,0,53,,,,,,,,,
9.29화,한화 이글스,11,3,0,8,0,0,1,대전,26.4,0,44,,,,,,,,,
9.30수,한화 이글스,17,2,0,9,0,0,1,대전,22.5,0,54,,,,,,,,,
10.1목,한화 이글스,11,0,0,16,0,1,0,서울,17.9,0,88,,,,,,,,,
10.2금,한화 이글스,7,0,2,10,1,0,1,서울,19.5,0,53,,,,,,,,,
10.3토,한화 이글스,8,0,0,7,1,0,0,수원,19.4,0,47,,,,,,,,,
4.1금,한화 이글스,13,0,0,10,1,2,0,서울,18.9,0,20,,,,,,,,,
4.2토,한화 이글스,13,0,0,9,0,2,0,서울,17.5,0,32,,,,,,,,,
4.5화,한화 이글스,13,0,1,1,1,2,1,대전,18.6,0,21,,,,,,,,,
4.6수,한화 이글스,11,2,1,5,1,1,0,대전,20.8,0,17,,,,,,,,,
4.7목,한화 이글스,12,2,0,10,0,1,0,대전,17.7,0,61,,,,,,,,,
4.8금,한화 이글스,5,1,0,9,1,1,0,창원,19.5,0,35,,,,,,,,,
4.9토,한화 이글스,7,0,0,8,3,0,0,창원,20,0,42,,,,,,,,,
4.10일,한화 이글스,6,0,0,12,0,1,1,창원,15.3,0,66,,,,,,,,,
4.12화,한화 이글스,9,0,0,7,3,0,0,대전,21.2,0,27,,,,,,,,,
4.13수,한화 이글스,15,0,1,12,1,2,0,대전,18.1,0,82,,,,,,,,,
4.14목,한화 이글스,5,0,0,10,2,2,0,대전,18.6,0,42,,,,,,,,,
4.15금,한화 이글스,9,0,0,4,4,3,0,대전,23.6,0,20,,,,,,,,,
