day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,행 레이블,평균 : H_text,평균 : HR_text,평균 : S_text,평균 : ST_text,평균 : DU_text,평균 : ER_text
4.2화,NC 다이노스,4,0,2,7,2,2,0,부산,15.2,0,39,,,5-15,8.957142857,0.9,0.985714286,7.542857143,0.714285714,0.671428571
4.3수,NC 다이노스,8,0,0,4,1,3,0,부산,15.3,0,45,,,15-25,9.383399209,0.966403162,0.869565217,7.100790514,0.776679842,0.669960474
4.4목,NC 다이노스,6,0,1,9,1,3,0,부산,14.8,0,45,,,25-35,9.847938144,1.059278351,0.845360825,6.765463918,0.847938144,0.682989691
4.5금,NC 다이노스,11,3,1,5,0,0,0,창원,14.6,0,62,,,35-45,13,3.333333333,1,7.333333333,1.333333333,0.333333333
4.7일,NC 다이노스,7,0,0,8,1,0,0,창원,10.1,0,33,,,총합계,9.550155119,1.006204757,0.868665977,6.998965874,0.802481903,0.674250259
4.9화,NC 다이노스,10,0,5,5,0,4,0,창원,11.9,0,12,,,,,,,,,
4.10수,NC 다이노스,9,0,1,7,0,1,0,창원,8.9,0,31,,,,,,,,,
4.11목,NC 다이노스,12,0,2,5,1,0,1,창원,12.3,0,16,,,,,,,,,
4.12금,NC 다이노스,8,0,0,6,1,1,0,인천,7.6,0,61,,,,,,,,,
4.13토,NC 다이노스,5,1,0,3,1,0,1,인천,12.8,0,47,,,,,,,,,
4.14일,NC 다이노스,7,1,0,9,0,2,1,인천,7.7,0,34,,,,,,,,,
4.16화,NC 다이노스,7,0,2,15,0,3,0,창원,18.6,0,73,,,,,,,,,
4.17수,NC 다이노스,10,0,3,8,0,2,0,창원,13.7,0,68,,,,,,,,,
4.18목,NC 다이노스,8,0,0,7,0,2,0,창원,17.5,0,61,,,,,,,,,
4.19금,NC 다이노스,2,0,1,1,3,0,0,창원,11.3,0,43,,,,,,,,,
4.21일,NC 다이노스,7,1,0,4,2,0,0,창원,14.6,0,24,,,,,,,,,
4.25목,NC 다이노스,10,1,1,7,1,0,0,광주,14.1,0,70,,,,,,,,,
4.26금,NC 다이노스,8,2,2,8,1,2,0,서울,14.2,0,45,,,,,,,,,
4.27토,NC 다이노스,10,1,2,7,2,0,0,서울,13.8,0,43,,,,,,,,,
4.28일,NC 다이노스,6,0,0,6,0,1,0,서울,19.4,0,55,,,,,,,,,
4.30화,NC 다이노스,4,0,0,5,1,0,1,서울,16.1,0,36,,,,,,,,,
5.1수,NC 다이노스,12,2,3,5,0,0,1,창원,13,0,61,,,,,,,,,
5.2목,NC 다이노스,10,1,1,7,2,0,1,창원,15.1,0,61,,,,,,,,,
5.7화,NC 다이노스,13,0,2,11,0,1,0,창원,17.2,0,58,,,,,,,,,
5.8수,NC 다이노스,4,3,2,6,0,0,0,창원,19.5,0,40,,,,,,,,,
5.9목,NC 다이노스,12,0,1,7,0,0,1,창원,20.8,0,73,,,,,,,,,
5.10금,NC 다이노스,5,0,2,12,0,0,0,서울,13.9,0,83,,,,,,,,,
5.11토,NC 다이노스,10,0,0,9,0,0,0,서울,23.9,0,25,,,,,,,,,
5.12일,NC 다이노스,19,1,0,5,2,0,1,서울,21.5,0,58,,,,,,,,,
5.15수,NC 다이노스,12,1,0,7,2,0,1,부산,20.2,0,80,,,,,,,,,
5.16목,NC 다이노스,13,0,3,10,0,0,1,부산,14.8,0,65,,,,,,,,,
5.17금,NC 다이노스,5,1,1,16,0,0,0,창원,17.6,0,58,,,,,,,,,
5.18토,NC 다이노스,7,1,0,10,1,1,0,창원,21,0,57,,,,,,,,,
5.19일,NC 다이노스,13,0,1,5,1,1,0,창원,19.4,0,84,,,,,,,,,
5.21화,NC 다이노스,7,0,1,4,0,2,0,인천,20.5,0,25,,,,,,,,,
5.22수,NC 다이노스,9,2,2,8,1,1,1,인천,20,0,73,,,,,,,,,
5.23목,NC 다이노스,9,3,1,10,0,0,1,인천,21.8,0,74,,,,,,,,,
5.24금,NC 다이노스,13,0,0,3,0,0,1,광주,28.6,0,36,,,,,,,,,
5.25토,NC 다이노스,14,0,0,7,1,0,1,광주,28,0,44,,,,,,,,,
5.26일,NC 다이노스,8,0,3,5,3,2,0,광주,23.5,0,57,,,,,,,,,
5.29수,NC 다이노스,12,0,2,12,3,0,0,창원,21.2,0,77,,,,,,,,,
5.30목,NC 다이노스,13,0,1,4,1,0,1,창원,22.9,0,46,,,,,,,,,
5.31금,NC 다이노스,9,0,0,5,0,0,1,대전,24.5,0,52,,,,,,,,,
6.1토,NC 다이노스,13,0,0,7,1,0,1,대전,24.4,0,50,,,,,,,,,
6.2일,NC 다이노스,4,1,3,15,0,1,0,대전,28.2,0,41,,,,,,,,,
6.4화,NC 다이노스,11,0,0,9,1,0,0,창원,23.9,0,43,,,,,,,,,
6.5수,NC 다이노스,15,2,1,7,0,0,1,창원,23.3,0,63,,,,,,,,,
6.6목,NC 다이노스,12,1,1,8,1,0,1,창원,22.4,0,64,,,,,,,,,
6.11화,NC 다이노스,5,1,0,5,1,0,0,광주,23.1,0,79,,,,,,,,,
6.12수,NC 다이노스,7,0,2,11,0,0,0,광주,22.1,0,80,,,,,,,,,
6.13목,NC 다이노스,11,0,0,5,1,3,0,광주,25.3,0,68,,,,,,,,,
6.14금,NC 다이노스,13,2,1,12,0,2,0,창원,21.8,0,88,,,,,,,,,
6.15토,NC 다이노스,11,0,0,8,0,0,1,창원,26.7,0,69,,,,,,,,,
6.19수,NC 다이노스,8,0,1,10,1,0,0,창원,22.8,0,85,,,,,,,,,
6.20목,NC 다이노스,7,0,2,9,0,0,1,창원,24.7,0,79,,,,,,,,,
6.21금,NC 다이노스,8,0,0,5,1,0,1,서울,29.6,0,49,,,,,,,,,
6.22토,NC 다이노스,8,1,0,6,2,0,0,서울,25.7,0,66,,,,,,,,,
6.23일,NC 다이노스,10,0,0,7,2,0,0,서울,25,0,52,,,,,,,,,
6.26수,NC 다이노스,7,0,2,8,1,2,0,부산,24.6,0,63,,,,,,,,,
6.27목,NC 다이노스,4,0,2,8,1,0,0,부산,23.2,0,70,,,,,,,,,
6.28금,NC 다이노스,7,1,3,12,2,0,0,창원,24.6,0,72,,,,,,,,,
6.29토,NC 다이노스,7,0,0,11,0,1,0,창원,25.8,0,61,,,,,,,,,
6.30일,NC 다이노스,8,1,0,2,1,1,1,창원,24.7,0,75,,,,,,,,,
7.2화,NC 다이노스,6,2,1,6,0,0,1,창원,26.1,0,83,,,,,,,,,
7.3수,NC 다이노스,8,0,0,9,1,2,1,창원,25.4,0,83,,,,,,,,,
7.9화,NC 다이노스,7,0,1,11,0,0,0,서울,24.9,0,81,,,,,,,,,
7.10수,NC 다이노스,3,0,1,10,1,0,0,서울,26,0,79,,,,,,,,,
7.11목,NC 다이노스,7,1,1,7,2,1,0,서울,24.9,0,86,,,,,,,,,
7.12금,NC 다이노스,5,0,1,2,1,1,1,창원,29,0,70,,,,,,,,,
7.13토,NC 다이노스,12,1,2,3,2,0,1,창원,29.6,0,71,,,,,,,,,
7.14일,NC 다이노스,15,0,0,9,2,0,1,창원,28.6,0,76,,,,,,,,,
7.16화,NC 다이노스,6,0,0,7,1,3,0,서울,27.6,0,65,,,,,,,,,
7.17수,NC 다이노스,4,0,2,6,1,3,0,서울,24.7,0,87,,,,,,,,,
7.23화,NC 다이노스,2,0,1,7,1,1,0,대구,29.9,0,67,,,,,,,,,
7.24수,NC 다이노스,6,1,2,3,0,1,0,대구,32,0,53,,,,,,,,,
7.25목,NC 다이노스,4,0,1,10,2,0,0,대구,32.9,0,37,,,,,,,,,
7.26금,NC 다이노스,9,2,1,7,1,0,1,창원,32.9,0,41,,,,,,,,,
7.27토,NC 다이노스,14,2,1,12,0,0,1,창원,30.4,0,58,,,,,,,,,
7.28일,NC 다이노스,6,2,2,14,0,0,0,창원,27.7,0,83,,,,,,,,,
7.30화,NC 다이노스,7,3,0,9,2,0,1,인천,25.5,0,92,,,,,,,,,
7.31수,NC 다이노스,7,1,1,7,1,0,1,인천,25.2,0,95,,,,,,,,,
8.1목,NC 다이노스,7,2,1,7,0,1,1,인천,30,0,70,,,,,,,,,
8.2금,NC 다이노스,7,0,3,6,1,1,1,창원,27.5,0,81,,,,,,,,,
8.3토,NC 다이노스,8,0,2,10,0,0,0,창원,28.7,0,76,,,,,,,,,
8.6화,NC 다이노스,6,0,1,3,0,1,0,창원,29.5,0,76,,,,,,,,,
8.7수,NC 다이노스,10,0,1,4,2,2,0,창원,31.1,0,72,,,,,,,,,
8.8목,NC 다이노스,11,1,4,11,0,0,1,창원,30.3,0,72,,,,,,,,,
8.9금,NC 다이노스,8,0,1,2,0,0,0,창원,30.7,0,71,,,,,,,,,
8.13화,NC 다이노스,4,0,3,8,0,1,1,대전,32.5,0,59,,,,,,,,,
8.14수,NC 다이노스,7,2,1,5,1,0,1,대전,32.2,0,59,,,,,,,,,
8.15목,NC 다이노스,11,1,0,7,0,1,1,창원,30.7,0,54,,,,,,,,,
8.16금,NC 다이노스,9,0,0,10,0,0,1,창원,31.3,0,49,,,,,,,,,
8.17토,NC 다이노스,6,1,0,6,1,0,0,부산,30.3,0,58,,,,,,,,,
8.20화,NC 다이노스,12,2,0,5,2,0,1,서울,30.8,0,49,,,,,,,,,
8.21수,NC 다이노스,10,3,1,6,1,1,1,서울,32.1,0,43,,,,,,,,,
8.22목,NC 다이노스,3,0,3,7,1,4,0,서울,31.8,0,54,,,,,,,,,
8.23금,NC 다이노스,11,1,3,10,0,0,1,서울,26.9,0,73,,,,,,,,,
8.25일,NC 다이노스,5,0,0,9,0,1,0,창원,26.8,0,64,,,,,,,,,
8.27화,NC 다이노스,1,0,2,10,1,0,0,대구,30.5,0,43,,,,,,,,,
8.28수,NC 다이노스,15,1,1,8,1,0,1,대구,30.8,0,38,,,,,,,,,
8.29목,NC 다이노스,5,0,3,10,2,2,0,창원,30,0,65,,,,,,,,,
8.30금,NC 다이노스,8,1,4,6,0,0,0,창원,26.7,0,78,,,,,,,,,
8.31토,NC 다이노스,8,3,2,5,2,0,1,광주,26.5,0,55,,,,,,,,,
9.1일,NC 다이노스,16,3,0,6,0,0,1,광주,26.6,0,58,,,,,,,,,
9.5목,NC 다이노스,2,0,0,13,0,1,0,창원,24,0,54,,,,,,,,,
9.7토,NC 다이노스,6,2,0,10,0,1,0,인천,23.7,0,77,,,,,,,,,
9.8일,NC 다이노스,11,0,1,9,0,0,0,인천,24,0,77,,,,,,,,,
9.10화,NC 다이노스,3,0,0,7,0,0,1,창원,25.1,0,61,,,,,,,,,
9.11수,NC 다이노스,2,0,0,6,1,1,0,창원,26.1,0,74,,,,,,,,,
9.12목,NC 다이노스,9,0,1,10,1,1,0,창원,25.7,0,68,,,,,,,,,
9.13금,NC 다이노스,8,1,1,3,0,1,1,창원,28.3,0,69,,,,,,,,,
9.14토,NC 다이노스,3,0,0,9,1,0,0,서울,24.6,0,70,,,,,,,,,
9.15일,NC 다이노스,5,0,1,4,1,0,1,서울,26.2,0,29,,,,,,,,,
9.16월,NC 다이노스,4,0,2,2,0,2,0,창원,24,0,60,,,,,,,,,
9.18수,NC 다이노스,6,1,2,8,0,1,0,대구,26.8,0,46,,,,,,,,,
9.19목,NC 다이노스,7,2,0,3,0,1,0,부산,24.9,0,55,,,,,,,,,
9.22일,NC 다이노스,7,1,0,4,2,0,0,창원,24.1,0,60,,,,,,,,,
9.25수,NC 다이노스,5,1,0,10,1,1,1,서울,21.4,0,44,,,,,,,,,
9.26목,NC 다이노스,4,0,0,10,0,1,0,서울,20.6,0,28,,,,,,,,,
9.27금,NC 다이노스,5,0,1,5,0,0,1,창원,21.9,0,51,,,,,,,,,
9.30월,NC 다이노스,6,0,3,13,1,1,0,창원,23.3,0,82,,,,,,,,,
10.1화,NC 다이노스,12,1,0,12,0,1,1,창원,24,0,74,,,,,,,,,
10.2수,NC 다이노스,7,0,2,7,0,1,0,창원,22.6,0,71,,,,,,,,,
10.5토,NC 다이노스,6,2,1,4,0,3,1,창원,23.9,0,55,,,,,,,,,
4.1화,NC 다이노스,6,0,0,9,0,2,0,광주,19,0,33,,,,,,,,,
4.2수,NC 다이노스,12,1,5,1,2,1,1,광주,20.2,0,26,,,,,,,,,
4.3목,NC 다이노스,11,2,1,4,0,1,1,광주,11.8,0,65,,,,,,,,,
4.4금,NC 다이노스,8,2,1,5,0,0,1,창원,12.2,0,34,,,,,,,,,
4.5토,NC 다이노스,11,3,0,11,0,0,0,창원,12.8,0,22,,,,,,,,,
4.6일,NC 다이노스,7,1,0,4,1,0,1,창원,13,0,33,,,,,,,,,
4.8화,NC 다이노스,6,0,1,8,1,1,0,창원,16.7,0,20,,,,,,,,,
4.9수,NC 다이노스,9,1,3,5,0,1,1,창원,18.3,0,34,,,,,,,,,
4.10목,NC 다이노스,11,0,4,7,1,0,0,창원,15.5,0,52,,,,,,,,,
4.11금,NC 다이노스,19,1,1,7,0,3,1,서울,15.7,0,67,,,,,,,,,
4.12토,NC 다이노스,17,1,2,8,2,0,1,서울,15.6,0,64,,,,,,,,,
4.13일,NC 다이노스,12,0,0,14,2,1,1,서울,19.7,0,48,,,,,,,,,
4.15화,NC 다이노스,11,3,0,6,1,3,1,부산,19.6,0,48,,,,,,,,,
4.16수,NC 다이노스,9,1,3,8,1,0,1,부산,18.5,0,52,,,,,,,,,
4.18금,NC 다이노스,7,0,2,9,1,0,0,창원,15.4,0,69,,,,,,,,,
4.19토,NC 다이노스,9,2,1,3,1,0,1,창원,14,0,43,,,,,,,,,
4.20일,NC 다이노스,3,0,1,10,0,0,0,창원,14.1,0,61,,,,,,,,,
4.22화,NC 다이노스,8,1,1,13,1,1,0,인천,18.1,0,35,,,,,,,,,
4.23수,NC 다이노스,10,2,0,6,1,0,1,인천,18,0,66,,,,,,,,,
4.24목,NC 다이노스,13,3,1,6,0,2,1,인천,19.2,0,62,,,,,,,,,
4.25금,NC 다이노스,11,0,2,5,2,2,0,창원,19.5,0,33,,,,,,,,,
4.26토,NC 다이노스,8,0,0,8,0,0,0,창원,20.4,0,46,,,,,,,,,
4.27일,NC 다이노스,5,1,0,6,0,1,1,창원,16.1,0.1,66,,,,,,,,,
4.29화,NC 다이노스,6,0,7,8,0,0,1,창원,16.4,0,79,,,,,,,,,
4.30수,NC 다이노스,9,0,0,8,3,4,0,창원,14.7,0,82,,,,,,,,,
5.1목,NC 다이노스,12,0,1,4,1,1,1,창원,20.2,0,58,,,,,,,,,
5.3토,NC 다이노스,13,0,2,6,0,0,1,대구,21.6,0,15,,,,,,,,,
5.4일,NC 다이노스,8,0,0,6,1,0,0,대구,20,0,28,,,,,,,,,
5.5월,NC 다이노스,9,0,2,4,0,1,0,대구,17.9,0,15,,,,,,,,,
5.6화,NC 다이노스,13,1,3,9,2,0,1,서울,16.7,0,29,,,,,,,,,
5.7수,NC 다이노스,21,6,0,5,1,0,1,서울,18.9,0,37,,,,,,,,,
5.8목,NC 다이노스,8,0,0,9,0,0,0,서울,16.1,0,73,,,,,,,,,
5.9금,NC 다이노스,4,0,0,12,0,2,0,창원,17.8,0,55,,,,,,,,,
5.10토,NC 다이노스,8,1,1,10,0,1,1,창원,20.5,0,30,,,,,,,,,
5.11일,NC 다이노스,12,1,0,4,0,0,1,창원,18.9,0,57,,,,,,,,,
5.13화,NC 다이노스,7,1,1,4,3,1,1,창원,23.8,0,41,,,,,,,,,
5.14수,NC 다이노스,10,2,3,6,0,0,1,창원,16.9,0,64,,,,,,,,,
5.15목,NC 다이노스,10,1,0,14,0,1,0,창원,25.3,0,24,,,,,,,,,
5.16금,NC 다이노스,5,0,0,8,0,0,0,서울,23.1,0,28,,,,,,,,,
5.17토,NC 다이노스,4,0,1,2,0,0,0,서울,25,0,33,,,,,,,,,
5.18일,NC 다이노스,14,2,0,7,1,1,1,서울,24.9,0,39,,,,,,,,,
5.20화,NC 다이노스,9,2,1,7,0,0,1,창원,20.1,0,70,,,,,,,,,
5.21수,NC 다이노스,8,0,1,7,0,0,0,창원,26.9,0,28,,,,,,,,,
5.22목,NC 다이노스,8,0,2,4,2,0,0,창원,20.4,0,68,,,,,,,,,
5.27화,NC 다이노스,19,5,0,8,1,2,1,대전,28.7,0,35,,,,,,,,,
5.28수,NC 다이노스,17,4,0,9,0,0,1,대전,25.5,0,52,,,,,,,,,
5.29목,NC 다이노스,19,2,0,2,1,0,1,대전,30.5,0,39,,,,,,,,,
5.30금,NC 다이노스,14,0,2,6,0,2,1,광주,30.8,0,24,,,,,,,,,
5.31토,NC 다이노스,12,1,2,8,1,1,1,광주,30.3,0,39,,,,,,,,,
6.1일,NC 다이노스,6,2,0,12,1,1,0,광주,25.9,0,41,,,,,,,,,
6.3화,NC 다이노스,7,1,4,6,0,0,1,창원,19.5,0,89,,,,,,,,,
6.4수,NC 다이노스,23,7,0,7,1,0,1,창원,22.9,0,58,,,,,,,,,
6.5목,NC 다이노스,11,2,4,5,0,1,1,창원,21.5,0,70,,,,,,,,,
6.10화,NC 다이노스,13,1,2,6,1,0,1,서울,23.9,1,86,,,,,,,,,
6.12목,NC 다이노스,10,0,2,6,1,2,0,서울,21.9,0,74,,,,,,,,,
6.13금,NC 다이노스,4,0,1,6,3,1,0,창원,22.1,0.5,76,,,,,,,,,
6.14토,NC 다이노스,18,2,2,7,2,0,1,창원,25.5,0,55,,,,,,,,,
6.15일,NC 다이노스,17,2,1,5,0,0,1,창원,25.9,0,48,,,,,,,,,
6.17화,NC 다이노스,13,0,0,5,2,0,1,창원,22.5,0,56,,,,,,,,,
6.18수,NC 다이노스,9,0,2,7,0,0,1,창원,24,0,62,,,,,,,,,
6.19목,NC 다이노스,10,0,2,6,1,2,0,창원,25.7,0,52,,,,,,,,,
6.20금,NC 다이노스,9,1,0,5,0,1,0,창원,23.7,0,70,,,,,,,,,
6.22일,NC 다이노스,5,0,1,8,0,1,0,창원,22.4,0,67,,,,,,,,,
6.24화,NC 다이노스,7,1,1,8,0,0,1,서울,26.3,0,50,,,,,,,,,
6.25수,NC 다이노스,5,2,0,8,0,0,1,서울,26.5,0,61,,,,,,,,,
6.26목,NC 다이노스,4,0,1,4,2,1,0,서울,27.3,0,50,,,,,,,,,
6.27금,NC 다이노스,14,2,1,7,1,0,0,부산,24.8,0,72,,,,,,,,,
6.28토,NC 다이노스,8,1,1,1,2,0,0,부산,26.9,0,65,,,,,,,,,
6.29일,NC 다이노스,7,0,0,5,1,2,0,부산,24.3,0,76,,,,,,,,,
7.1화,NC 다이노스,6,0,1,6,0,2,1,창원,25.8,0,72,,,,,,,,,
7.3목,NC 다이노스,14,1,1,9,0,3,1,창원,22.8,0,86,,,,,,,,,
7.4금,NC 다이노스,4,1,2,12,0,1,0,창원,24.6,0,75,,,,,,,,,
7.5토,NC 다이노스,7,0,0,11,1,0,0,창원,23.7,0,77,,,,,,,,,
7.7월,NC 다이노스,8,0,2,6,0,1,1,창원,23.3,0,86,,,,,,,,,
7.11금,NC 다이노스,4,0,0,7,0,1,0,서울,29,0,60,,,,,,,,,
7.12토,NC 다이노스,18,5,0,6,0,0,1,서울,26.6,0,71,,,,,,,,,
7.13일,NC 다이노스,13,2,2,6,2,1,1,서울,26.3,0,74,,,,,,,,,
7.16수,NC 다이노스,17,1,2,7,0,1,1,창원,25.8,0,82,,,,,,,,,
7.22화,NC 다이노스,20,1,1,3,1,0,0,대전,28.6,0,76,,,,,,,,,
7.23수,NC 다이노스,15,2,4,8,1,3,1,대전,28.5,0,78,,,,,,,,,
7.24목,NC 다이노스,19,4,1,6,0,0,1,대전,29.2,0,84,,,,,,,,,
7.25금,NC 다이노스,9,2,0,6,1,1,0,대구,31.8,0,54,,,,,,,,,
7.26토,NC 다이노스,5,1,0,9,1,0,0,대구,31.1,0,40,,,,,,,,,
7.27일,NC 다이노스,7,0,0,13,0,0,0,대구,28.9,0,44,,,,,,,,,
7.29화,NC 다이노스,12,0,3,6,1,1,1,창원,26.1,0,81,,,,,,,,,
7.30수,NC 다이노스,12,2,4,7,1,0,1,창원,30.7,0,48,,,,,,,,,
7.31목,NC 다이노스,10,1,0,12,0,0,1,창원,30.5,0,62,,,,,,,,,
8.1금,NC 다이노스,10,1,0,10,0,0,0,인천,33,0,57,,,,,,,,,
8.2토,NC 다이노스,5,0,0,9,0,1,0,인천,31.7,0,63,,,,,,,,,
8.5화,NC 다이노스,5,1,0,6,0,0,1,부산,26.5,0,87,,,,,,,,,
8.6수,NC 다이노스,12,0,3,11,0,0,0,부산,29.2,0,75,,,,,,,,,
8.7목,NC 다이노스,14,2,1,4,2,2,0,창원,25.7,0,83,,,,,,,,,
8.8금,NC 다이노스,13,1,0,6,1,1,0,창원,25.3,0,72,,,,,,,,,
8.9토,NC 다이노스,11,2,1,6,2,1,0,창원,26.7,0,62,,,,,,,,,
8.11월,NC 다이노스,13,2,1,7,0,0,1,창원,26.1,0,73,,,,,,,,,
8.12화,NC 다이노스,6,1,0,7,1,2,0,광주,29,0,56,,,,,,,,,
8.13수,NC 다이노스,7,1,1,10,0,0,1,광주,25.3,0,76,,,,,,,,,
8.15금,NC 다이노스,6,0,0,6,0,0,0,서울,28.8,0,62,,,,,,,,,
8.16토,NC 다이노스,9,0,0,4,0,0,1,창원,25.7,0,77,,,,,,,,,
8.17일,NC 다이노스,8,1,1,8,1,0,1,창원,24.2,0,74,,,,,,,,,
8.21목,NC 다이노스,8,1,1,3,1,0,1,창원,25.9,0,79,,,,,,,,,
8.22금,NC 다이노스,6,0,2,7,2,0,1,창원,28.5,0,66,,,,,,,,,
8.23토,NC 다이노스,16,1,2,8,1,1,1,서울,27.5,0,67,,,,,,,,,
8.24일,NC 다이노스,11,0,1,4,0,1,1,서울,27.5,0,68,,,,,,,,,
8.26화,NC 다이노스,4,0,2,8,1,1,0,대전,28.2,0,77,,,,,,,,,
8.27수,NC 다이노스,6,3,2,13,0,0,0,대전,24.8,0,79,,,,,,,,,
8.30토,NC 다이노스,3,1,1,9,0,2,0,창원,25.2,0,61,,,,,,,,,
8.31일,NC 다이노스,10,1,0,7,0,0,0,창원,22.7,0,76,,,,,,,,,
