day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,행 레이블,평균 : temp
4.6일,삼성 라이온즈,10,2,0,9,1,0,1,부산,11.7,0,46,,,,
4.11금,삼성 라이온즈,7,0,2,9,0,1,0,대구,15.7,0,45,,,,
4.12토,삼성 라이온즈,11,1,0,6,0,0,0,대구,15.7,0,58,,,,
4.13일,삼성 라이온즈,15,0,6,3,0,0,1,대구,16.8,0,32,,,,
4.15화,삼성 라이온즈,3,1,0,5,1,2,0,대구,25,0,27,,,,
4.16수,삼성 라이온즈,4,0,0,10,0,1,0,대구,25.2,0,20,,,,
4.18금,삼성 라이온즈,12,3,2,9,1,1,1,창원,15.4,0,69,,,,
4.19토,삼성 라이온즈,4,0,0,10,0,0,0,창원,14,0,43,,,,
4.20일,삼성 라이온즈,12,0,1,5,2,0,1,창원,14.1,0,61,,,,
4.22화,삼성 라이온즈,12,1,3,5,0,1,1,대구,20.7,0,26,,,,
4.23수,삼성 라이온즈,11,1,3,1,0,2,1,대구,24.5,0,12,,,,
4.24목,삼성 라이온즈,15,2,3,4,1,0,1,대구,24.3,0,16,,,,
4.25금,삼성 라이온즈,19,3,0,4,1,0,1,서울,23.1,0,22,,,,
4.26토,삼성 라이온즈,7,1,0,6,1,1,0,서울,20.6,0,35,,,,
4.27일,삼성 라이온즈,6,0,0,14,1,1,1,서울,16.9,0,70,,,,
5.3토,삼성 라이온즈,8,0,0,6,0,1,0,대구,21.6,0,15,,,,
5.4일,삼성 라이온즈,9,0,3,2,1,0,1,대구,20,0,28,,,,
5.5월,삼성 라이온즈,5,0,2,6,1,0,1,대구,17.9,0,15,,,,
5.6화,삼성 라이온즈,14,0,2,5,0,1,1,인천,13.4,0,43,,,,
5.7수,삼성 라이온즈,6,0,0,8,0,0,1,인천,16.6,0,55,,,,
5.8목,삼성 라이온즈,6,2,1,7,0,0,1,인천,14.7,0,86,,,,
5.9금,삼성 라이온즈,17,4,0,1,0,0,1,서울,23,0,31,,,,
5.10토,삼성 라이온즈,5,0,1,4,2,2,0,서울,25.8,0,35,,,,
5.11일,삼성 라이온즈,3,0,1,4,0,1,0,서울,21.1,0.3,59,,,,
5.13화,삼성 라이온즈,13,2,4,2,0,0,1,대구,29.3,0,20,,,,
5.14수,삼성 라이온즈,11,0,1,5,1,1,1,대구,21.7,0,48,,,,
5.16금,삼성 라이온즈,6,2,1,5,1,0,1,광주,23.3,0,40,,,,
5.17토,삼성 라이온즈,18,3,0,6,2,3,1,광주,25.3,0,22,,,,
5.18일,삼성 라이온즈,16,1,2,6,0,0,1,광주,24.9,0,34,,,,
5.20화,삼성 라이온즈,9,1,0,2,0,2,1,대구,22.7,0,50,,,,
5.21수,삼성 라이온즈,7,3,2,4,0,0,1,대구,25.8,0,30,,,,
5.22목,삼성 라이온즈,9,2,1,6,1,2,1,대구,22.2,0,53,,,,
5.23금,삼성 라이온즈,11,2,1,5,0,1,1,대구,24.8,0,49,,,,
5.24토,삼성 라이온즈,7,3,3,4,0,0,1,대구,28.9,0,41,,,,
5.25일,삼성 라이온즈,23,2,0,7,2,0,1,대구,22,0,60,,,,
5.27화,삼성 라이온즈,8,0,0,9,1,0,0,서울,27,0,40,,,,
5.28수,삼성 라이온즈,12,1,1,1,1,0,1,서울,26.9,0,59,,,,
5.29목,삼성 라이온즈,8,1,4,5,2,0,1,서울,28.7,0,33,,,,
6.3화,삼성 라이온즈,9,0,2,3,1,1,1,대구,21,0,78,,,,
6.4수,삼성 라이온즈,13,3,4,6,1,1,1,대구,22.6,0,61,,,,
6.5목,삼성 라이온즈,17,1,4,6,0,2,0,대구,21,0,81,,,,
6.6금,삼성 라이온즈,6,0,2,2,0,1,0,대전,27.6,0,54,,,,
6.7토,삼성 라이온즈,11,1,0,2,0,0,1,대전,25.4,0,69,,,,
6.8일,삼성 라이온즈,13,0,0,1,1,0,1,대전,25.4,0,67,,,,
6.12목,삼성 라이온즈,11,1,0,7,0,1,0,서울,21.9,0,74,,,,
6.13금,삼성 라이온즈,8,3,1,12,1,1,0,대구,25.7,0,48,,,,
6.14토,삼성 라이온즈,13,1,2,6,0,2,1,대구,30.4,0,24,,,,
6.15일,삼성 라이온즈,8,1,1,4,1,0,1,대구,30.6,0,24,,,,
6.17화,삼성 라이온즈,12,5,1,6,0,0,1,인천,25.8,0,75,,,,
6.18수,삼성 라이온즈,10,2,0,4,4,0,1,인천,23.9,0,85,,,,
6.19목,삼성 라이온즈,12,2,2,6,1,2,1,인천,21.3,0,99,,,,
6.20금,삼성 라이온즈,16,4,1,9,0,1,1,창원,23.7,0,70,,,,
6.22일,삼성 라이온즈,5,2,1,3,1,0,1,창원,22.4,0,67,,,,
6.24화,삼성 라이온즈,11,0,2,2,0,1,0,대구,28.2,0,37,,,,
6.25수,삼성 라이온즈,20,1,1,4,1,0,1,대구,29.5,0,38,,,,
6.26목,삼성 라이온즈,12,2,2,7,2,0,0,대구,30.5,0,35,,,,
6.27금,삼성 라이온즈,6,2,1,6,0,1,0,대구,31.7,0,32,,,,
6.28토,삼성 라이온즈,17,3,1,4,0,0,1,대구,31.3,0,25,,,,
6.29일,삼성 라이온즈,13,3,0,4,1,1,1,대구,28.5,0,39,,,,
7.4금,삼성 라이온즈,7,1,3,11,0,0,0,서울,31.6,0,41,,,,
7.5토,삼성 라이온즈,8,1,3,5,2,1,1,서울,27.4,0,66,,,,
7.6일,삼성 라이온즈,9,1,0,6,0,1,1,서울,28.1,0,52,,,,
7.8화,삼성 라이온즈,6,1,0,5,1,1,1,대구,25.9,0.5,94,,,,
7.9수,삼성 라이온즈,9,1,1,4,0,0,1,대구,28.8,0,72,,,,
7.10목,삼성 라이온즈,6,0,1,4,2,1,0,대구,33.4,0,42,,,,
7.11금,삼성 라이온즈,16,0,0,6,1,0,1,대구,33.1,0,29,,,,
7.12토,삼성 라이온즈,14,5,0,7,1,0,0,대구,30.1,0,40,,,,
7.13일,삼성 라이온즈,5,0,0,7,0,0,0,대구,29.6,0,47,,,,
7.15화,삼성 라이온즈,5,1,0,2,1,1,0,서울,29.5,0,59,,,,
7.16수,삼성 라이온즈,10,0,0,4,0,0,0,서울,31.2,0,46,,,,
7.22화,삼성 라이온즈,4,2,1,4,0,0,1,부산,26.3,0,82,,,,
7.23수,삼성 라이온즈,18,4,0,8,1,0,1,부산,28.8,0,77,,,,
7.24목,삼성 라이온즈,17,3,0,5,1,0,1,부산,29.1,0,83,,,,
7.25금,삼성 라이온즈,13,0,1,7,0,0,1,대구,31.8,0,54,,,,
7.26토,삼성 라이온즈,5,1,1,5,0,0,1,대구,31.1,0,40,,,,
7.27일,삼성 라이온즈,9,0,0,5,0,0,1,대구,28.9,0,44,,,,
7.29화,삼성 라이온즈,15,1,1,8,0,0,0,대구,31.5,0,50,,,,
7.30수,삼성 라이온즈,15,0,3,4,2,0,1,대구,33.7,0,44,,,,
7.31목,삼성 라이온즈,9,1,2,10,0,0,1,대구,25,10.5,89,,,,
8.1금,삼성 라이온즈,12,1,4,5,0,1,1,광주,29.1,0,59,,,,
8.5화,삼성 라이온즈,19,5,1,8,1,0,1,대전,29.8,0,74,,,,
8.6수,삼성 라이온즈,11,1,3,12,0,1,0,대전,27.6,0,85,,,,
8.8금,삼성 라이온즈,18,2,0,5,1,1,1,대구,23.6,0,80,,,,
8.9토,삼성 라이온즈,13,0,0,8,0,0,1,서울,29.1,0,38,,,,
8.11월,삼성 라이온즈,11,2,1,10,1,0,1,서울,26.9,0,68,,,,
8.14목,삼성 라이온즈,12,0,1,8,2,0,1,인천,22.1,0,94,,,,
8.15금,삼성 라이온즈,7,3,2,7,1,1,0,인천,26,0,94,,,,
8.16토,삼성 라이온즈,16,1,2,5,0,0,1,대구,27.9,0,60,,,,
8.21목,삼성 라이온즈,8,1,3,3,0,0,1,대구,29.2,0,51,,,,
8.22금,삼성 라이온즈,8,3,2,12,0,0,0,대구,29.9,0,45,,,,
8.23토,삼성 라이온즈,13,2,3,4,3,2,1,대구,30.3,0,35,,,,
8.24일,삼성 라이온즈,12,3,0,5,1,1,0,대구,27.4,0,66,,,,
8.26화,삼성 라이온즈,16,1,5,9,1,2,1,부산,24.9,0,91,,,,
8.27수,삼성 라이온즈,9,0,1,3,1,1,0,부산,22.7,0,78,,,,
8.28목,삼성 라이온즈,13,0,4,9,0,0,0,서울,28.8,0,53,,,,
8.29금,삼성 라이온즈,3,1,1,1,2,0,0,서울,27.3,0,62,,,,
8.30토,삼성 라이온즈,9,1,2,6,0,2,0,대구,24.4,0,45,,,,
8.31일,삼성 라이온즈,4,0,0,6,1,0,0,대구,24.1,0,54,,,,
9.4목,삼성 라이온즈,12,1,2,5,0,0,1,대구,27.7,0,46,,,,
9.5금,삼성 라이온즈,8,2,1,4,0,0,1,대구,29.5,0,35,,,,
9.9화,삼성 라이온즈,12,0,1,10,1,0,0,창원,26,0,71,,,,
9.10수,삼성 라이온즈,6,1,1,6,1,0,1,창원,25,0,76,,,,
9.11목,삼성 라이온즈,13,0,1,9,0,0,1,대구,26,0,50,,,,
9.12금,삼성 라이온즈,19,6,0,6,1,0,1,대구,24.3,0,59,,,,
9.13토,삼성 라이온즈,9,0,0,7,2,1,0,서울,27,0,45,,,,
9.14일,삼성 라이온즈,8,0,0,9,2,1,0,서울,25.3,0,56,,,,
10.1수,삼성 라이온즈,7,1,2,7,0,0,1,대구,21.1,0,62,,,,
10.4토,삼성 라이온즈,17,0,4,4,1,1,1,광주,20.6,0,47,,,,
10.5일,삼성 라이온즈,11,0,0,4,0,1,1,광주,20.9,0,45,,,,
10.6월,삼성 라이온즈,6,0,3,6,0,4,0,대구,20.6,0,34,,,,
10.7화,삼성 라이온즈,8,1,2,7,0,3,0,서울,18.3,0,46,,,,
10.8수,삼성 라이온즈,9,0,1,10,0,0,0,서울,20.3,0,54,,,,
10.9목,삼성 라이온즈,9,2,0,3,1,0,0,대구,22,0,45,,,,
10.11토,삼성 라이온즈,6,2,0,4,1,0,0,광주,22.8,0,45,,,,
10.12일,삼성 라이온즈,12,0,2,7,0,0,1,광주,16.7,0.5,85,,,,
10.13월,삼성 라이온즈,28,4,0,6,2,0,1,대전,17.6,0,61,,,,
10.14화,삼성 라이온즈,2,1,1,12,0,0,0,창원,17.1,0,55,,,,
10.15수,삼성 라이온즈,6,1,0,4,1,3,1,대구,18.8,0,52,,,,
10.16목,삼성 라이온즈,11,0,1,9,2,1,0,대구,17.4,0,14,,,,
4.1수,삼성 라이온즈,9,1,1,4,1,2,1,수원,15,0,54,,,,
4.3금,삼성 라이온즈,9,2,0,3,1,1,1,서울,14.1,0,63,,,,
4.4토,삼성 라이온즈,1,1,1,11,1,1,0,서울,16,0,46,,,,
4.5일,삼성 라이온즈,4,0,2,8,1,2,0,서울,10.8,0,85,,,,
4.7화,삼성 라이온즈,8,1,2,9,0,0,1,대구,8.7,0,67,,,,
4.8수,삼성 라이온즈,5,1,1,8,0,1,1,대구,10.5,0,57,,,,
4.9목,삼성 라이온즈,11,3,2,5,0,0,1,대구,15.5,0,43,,,,
4.10금,삼성 라이온즈,12,3,1,10,0,0,1,대구,15.5,0,37,,,,
4.11토,삼성 라이온즈,10,2,2,7,1,1,1,대구,18.1,0,28,,,,
4.12일,삼성 라이온즈,9,2,0,8,0,1,0,대구,13.6,0,57,,,,
4.14화,삼성 라이온즈,11,1,0,5,1,1,0,대전,10.7,0,71,,,,
4.15수,삼성 라이온즈,14,2,3,9,1,2,1,대전,16.9,0,54,,,,
4.17금,삼성 라이온즈,8,1,4,6,0,0,1,대구,20.3,0,20,,,,
4.18토,삼성 라이온즈,8,1,1,3,0,0,1,대구,21.2,0,23,,,,
4.21화,삼성 라이온즈,10,1,0,3,3,2,1,창원,15.5,0,59,,,,
4.22수,삼성 라이온즈,9,2,0,8,0,0,1,창원,19.3,0,36,,,,
4.23목,삼성 라이온즈,15,1,2,7,0,1,1,창원,17.9,0,32,,,,
4.24금,삼성 라이온즈,6,1,1,9,2,0,0,부산,17.1,0,67,,,,
4.25토,삼성 라이온즈,14,3,0,5,0,0,0,부산,18.6,0,41,,,,
4.26일,삼성 라이온즈,3,0,0,6,1,0,0,부산,17.8,0,61,,,,
4.28화,삼성 라이온즈,7,2,1,6,1,0,0,대구,21.2,0,66,,,,
4.29수,삼성 라이온즈,10,2,0,3,0,0,1,대구,15.4,0,88,,,,
4.30목,삼성 라이온즈,14,3,5,6,2,1,1,대구,22.7,0,57,,,,
5.1금,삼성 라이온즈,14,2,1,4,2,0,1,대구,27.2,0,38,,,,
5.2토,삼성 라이온즈,8,0,1,7,0,0,1,대구,25.8,0,46,,,,
5.5화,삼성 라이온즈,8,0,2,4,1,0,0,서울,17.4,0,25,,,,
5.6수,삼성 라이온즈,10,2,1,6,1,0,1,서울,19.6,0,19,,,,
5.7목,삼성 라이온즈,16,3,0,7,2,0,1,서울,16.8,0,20,,,,
5.8금,삼성 라이온즈,3,0,1,9,0,0,0,인천,15.3,0,94,,,,
5.9토,삼성 라이온즈,6,0,1,6,0,0,1,인천,17.1,0,84,,,,
5.10일,삼성 라이온즈,7,2,2,6,0,2,0,인천,20.7,0,33,,,,
5.12화,삼성 라이온즈,12,1,0,7,2,1,0,대구,21.7,0,32,,,,
5.13수,삼성 라이온즈,7,1,1,3,1,0,1,대구,27.2,0,22,,,,
5.14목,삼성 라이온즈,10,3,3,11,0,1,0,대구,28.4,0,45,,,,
5.15금,삼성 라이온즈,11,1,1,8,0,1,0,대구,25.5,0,62,,,,
5.16토,삼성 라이온즈,12,1,0,6,0,0,1,대구,26.4,0,24,,,,
5.17일,삼성 라이온즈,3,0,0,8,1,2,0,대구,26.2,0,19,,,,
5.20수,삼성 라이온즈,24,4,1,6,1,0,1,서울,20.9,0,38,,,,
5.21목,삼성 라이온즈,9,1,2,3,1,1,1,서울,21.3,0,37,,,,
5.22금,삼성 라이온즈,15,1,2,3,1,0,1,광주,24.4,0,32,,,,
5.23토,삼성 라이온즈,7,0,0,10,0,0,0,광주,24.8,0,28,,,,
5.24일,삼성 라이온즈,8,0,0,2,3,1,0,광주,25.2,0,27,,,,
5.26화,삼성 라이온즈,10,0,0,8,1,1,1,대구,33.4,0,16,,,,
5.27수,삼성 라이온즈,11,0,2,9,1,0,0,대구,32.1,0,20,,,,
5.28목,삼성 라이온즈,8,2,0,3,0,0,0,대구,30,0,31,,,,
5.29금,삼성 라이온즈,9,3,3,8,1,0,1,서울,26.4,0,29,,,,
5.30토,삼성 라이온즈,9,1,1,5,2,0,1,서울,22.8,0,59,,,,
5.31일,삼성 라이온즈,9,0,0,4,1,1,1,서울,27.4,0,33,,,,
6.2화,삼성 라이온즈,17,1,1,5,1,0,1,대구,25.6,0,45,,,,
6.3수,삼성 라이온즈,11,4,0,6,2,0,1,대구,28.7,0,24,,,,
6.4목,삼성 라이온즈,9,0,1,8,0,0,1,대구,28.4,0,26,,,,
6.5금,삼성 라이온즈,12,2,0,6,1,0,1,창원,16.3,0,81,,,,
6.6토,삼성 라이온즈,10,2,0,10,0,1,0,창원,19.5,0,59,,,,
6.7일,삼성 라이온즈,7,0,0,7,2,2,0,창원,21,0,61,,,,
6.9화,삼성 라이온즈,2,0,0,7,0,0,0,대구,29.5,0,31,,,,
6.10수,삼성 라이온즈,5,1,1,9,0,0,0,대구,30.5,0,34,,,,
6.11목,삼성 라이온즈,8,0,2,10,0,1,0,대구,23.9,0,66,,,,
6.12금,삼성 라이온즈,15,3,0,5,0,0,1,광주,29.4,0,25,,,,
6.13토,삼성 라이온즈,10,2,1,10,2,0,0,광주,25.1,0,58,,,,
6.16화,삼성 라이온즈,16,0,0,8,1,0,0,대구,25.7,0,66,,,,
6.17수,삼성 라이온즈,12,2,0,10,0,1,1,대구,23.5,0,59,,,,
6.18목,삼성 라이온즈,8,1,0,2,2,1,0,대구,23.4,0,66,,,,
6.19금,삼성 라이온즈,10,1,2,8,2,2,1,인천,26.3,0,70,,,,
6.21일,삼성 라이온즈,12,1,0,9,2,1,1,인천,25.2,0,65,,,,
6.23화,삼성 라이온즈,21,2,0,7,2,0,1,부산,23.1,0,76,,,,
6.24수,삼성 라이온즈,19,3,0,10,0,3,0,부산,23.1,0,73,,,,
6.26금,삼성 라이온즈,13,0,0,8,0,0,1,대구,24,0,74,,,,
6.27토,삼성 라이온즈,11,1,6,5,0,0,1,대구,22.4,0,67,,,,
6.28일,삼성 라이온즈,6,1,1,7,2,0,0,대구,24.2,0,65,,,,
7.1수,삼성 라이온즈,14,2,3,3,0,3,1,서울,25.9,0,53,,,,
7.2목,삼성 라이온즈,10,0,0,6,1,1,0,서울,27.2,0,33,,,,
7.3금,삼성 라이온즈,17,1,1,4,2,1,1,대구,27.8,0,32,,,,
7.4토,삼성 라이온즈,12,2,0,5,0,0,1,대구,23.8,0,59,,,,
7.5일,삼성 라이온즈,14,2,2,2,1,1,1,대구,25.4,0,58,,,,
7.9목,삼성 라이온즈,12,0,1,8,1,0,1,대구,21.6,0,87,,,,
7.10금,삼성 라이온즈,10,1,0,4,1,2,0,수원,32.7,0,52,,,,
7.11토,삼성 라이온즈,12,0,0,3,1,0,0,수원,32,0,57,,,,
7.14화,삼성 라이온즈,12,1,0,8,0,1,0,대구,30.6,0,55,,,,
7.15수,삼성 라이온즈,8,0,1,9,1,3,1,대구,27.6,0,56,,,,
7.16목,삼성 라이온즈,19,2,1,6,0,2,1,대구,23.5,0,59,,,,
7.21화,삼성 라이온즈,8,0,0,6,0,0,0,대구,27.1,0,80,,,,
7.22수,삼성 라이온즈,19,1,0,3,1,1,1,대구,30,0,63,,,,
7.23목,삼성 라이온즈,7,0,0,10,0,1,0,대구,29.2,0,66,,,,
7.24금,삼성 라이온즈,11,1,1,6,1,0,1,대전,26.4,0,96,,,,
7.25토,삼성 라이온즈,4,0,1,6,0,2,0,대전,28.7,0,76,,,,
7.26일,삼성 라이온즈,12,2,1,6,1,0,1,대전,32.7,0,54,,,,
7.28화,삼성 라이온즈,6,0,1,4,2,0,1,대구,32.4,0,52,,,,
7.29수,삼성 라이온즈,10,2,4,2,0,1,1,대구,31.5,0,67,,,,
7.30목,삼성 라이온즈,10,5,1,8,0,1,1,대구,35.8,0,44,,,,
7.31금,삼성 라이온즈,17,0,0,5,1,1,1,서울,29,0,70,,,,
8.1토,삼성 라이온즈,11,2,3,6,0,2,1,서울,29.9,0,69,,,,
8.2일,삼성 라이온즈,7,1,1,5,1,0,0,서울,28.8,0,75,,,,
8.4화,삼성 라이온즈,11,1,2,7,1,0,1,수원,29.1,0,75,,,,
8.5수,삼성 라이온즈,16,1,4,3,2,1,1,수원,31.4,0,69,,,,
8.6목,삼성 라이온즈,17,3,1,12,0,0,1,대구,35.3,0,37,,,,
8.7금,삼성 라이온즈,19,1,2,8,0,0,1,대구,28.8,1.5,81,,,,
8.9일,삼성 라이온즈,7,1,2,5,2,0,1,대구,31.8,0,52,,,,
8.10월,삼성 라이온즈,7,1,2,11,0,2,0,대구,31,0,49,,,,
8.11화,삼성 라이온즈,4,0,2,5,0,2,0,서울,28.6,0,60,,,,
8.12수,삼성 라이온즈,7,2,0,7,0,0,1,서울,31.1,0,53,,,,
8.13목,삼성 라이온즈,13,0,0,6,0,0,1,광주,28.3,0,61,,,,
8.14금,삼성 라이온즈,6,1,1,10,0,1,0,광주,30.3,0,55,,,,
8.15토,삼성 라이온즈,8,0,4,6,0,0,1,대구,30.4,0,58,,,,
8.16일,삼성 라이온즈,7,0,1,8,1,0,1,대구,27.3,0,69,,,,
8.18화,삼성 라이온즈,15,0,1,7,1,0,1,서울,31.4,0,51,,,,
8.19수,삼성 라이온즈,12,0,0,9,0,0,1,서울,28.4,0,69,,,,
8.21금,삼성 라이온즈,12,0,0,8,0,0,0,대구,27.7,0,62,,,,
8.22토,삼성 라이온즈,18,1,0,3,1,1,1,대구,28,0,62,,,,
8.23일,삼성 라이온즈,7,0,0,10,2,2,0,대구,28.5,0,67,,,,
8.26수,삼성 라이온즈,13,1,3,9,1,2,0,대전,26.5,0,59,,,,
8.27목,삼성 라이온즈,8,1,2,4,1,1,1,대구,26.3,0,68,,,,
8.28금,삼성 라이온즈,8,3,3,12,1,0,0,대구,22.8,0,86,,,,
8.29토,삼성 라이온즈,8,1,1,10,1,2,0,대구,27.1,0,59,,,,
8.30일,삼성 라이온즈,19,4,2,5,0,0,1,대구,26.7,0,64,,,,
9.1화,삼성 라이온즈,15,1,2,6,0,1,1,창원,24.2,0,83,,,,
9.2수,삼성 라이온즈,15,3,0,2,0,0,1,창원,24.5,0,83,,,,
9.3목,삼성 라이온즈,14,3,0,10,2,0,1,인천,25.7,0,93,,,,
9.4금,삼성 라이온즈,5,1,0,6,2,3,0,인천,26.2,0,75,,,,
9.5토,삼성 라이온즈,2,0,0,7,1,1,0,대구,22,0,89,,,,
9.6일,삼성 라이온즈,10,2,3,7,0,1,1,대구,19.9,0,89,,,,
9.8화,삼성 라이온즈,13,1,0,5,1,1,1,대구,22.8,0,52,,,,
9.9수,삼성 라이온즈,12,1,1,5,1,0,1,대구,26.4,0,35,,,,
9.10목,삼성 라이온즈,7,1,0,6,0,0,0,부산,22.9,0,68,,,,
9.11금,삼성 라이온즈,14,3,1,6,0,0,1,부산,24.1,0,80,,,,
9.12토,삼성 라이온즈,5,1,0,5,0,0,0,서울,21.5,0,44,,,,
9.13일,삼성 라이온즈,12,1,3,4,0,1,1,서울,23.5,0,40,,,,
9.15화,삼성 라이온즈,11,1,0,9,0,1,0,대구,21.1,0,53,,,,
9.16수,삼성 라이온즈,8,2,3,7,1,2,0,대구,20.6,0,68,,,,
9.17목,삼성 라이온즈,17,2,0,1,1,0,1,대구,18.3,0.5,95,,,,
9.18금,삼성 라이온즈,15,2,2,5,1,1,1,대구,22.2,0,68,,,,
9.20일,삼성 라이온즈,17,4,0,7,0,0,1,부산,22.1,0,68,,,,
9.22화,삼성 라이온즈,6,1,0,12,0,0,1,대구,24,0,61,,,,
9.23수,삼성 라이온즈,13,0,2,9,1,0,1,수원,23.3,0,58,,,,
9.24목,삼성 라이온즈,12,1,1,5,1,0,1,수원,24.8,0,63,,,,
9.25금,삼성 라이온즈,6,1,1,9,1,0,0,인천,24.4,0,88,,,,
9.26토,삼성 라이온즈,6,1,1,3,0,1,0,서울,25.9,0,35,,,,
9.29화,삼성 라이온즈,12,2,1,7,2,1,0,대전,26.4,0,44,,,,
9.30수,삼성 라이온즈,11,0,0,4,2,1,0,대전,22.5,0,54,,,,
10.2금,삼성 라이온즈,13,0,1,7,2,1,1,대구,21.3,0,34,,,,
10.3토,삼성 라이온즈,8,0,1,5,1,0,1,서울,19.9,0,28,,,,
10.5월,삼성 라이온즈,9,0,2,7,2,0,1,광주,23.6,0,40,,,,
10.26월,삼성 라이온즈,11,2,0,2,0,0,1,대구,17.5,0,55,,,,
10.27화,삼성 라이온즈,6,0,2,6,1,0,0,대구,15.8,0,61,,,,
10.29목,삼성 라이온즈,8,0,0,6,0,1,0,서울,11.1,0,61,,,,
10.30금,삼성 라이온즈,9,0,1,6,2,1,0,서울,7.2,0,37,,,,
4.1금,삼성 라이온즈,8,0,1,6,2,2,0,대구,20,0,27,,,,
4.2토,삼성 라이온즈,16,2,1,7,1,0,1,대구,21.6,0,37,,,,
4.5화,삼성 라이온즈,10,0,0,6,1,0,0,수원,13.4,0,31,,,,
4.6수,삼성 라이온즈,14,0,2,3,1,2,1,수원,21.6,0,21,,,,
