day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,행 레이블,평균 : temp
4.7목,삼성 라이온즈,9,1,3,4,0,1,1,수원,14.9,0,64,,,,
4.8금,삼성 라이온즈,10,3,0,8,1,0,1,부산,18.8,0,34,,,,
4.9토,삼성 라이온즈,11,1,1,9,1,0,0,부산,18.5,0,47,,,,
4.10일,삼성 라이온즈,6,0,1,9,1,1,0,부산,14.2,0,71,,,,
4.12화,삼성 라이온즈,18,2,0,8,1,1,1,대구,18.6,0,31,,,,
4.13수,삼성 라이온즈,5,0,1,6,1,0,0,대구,16.5,0,87,,,,
4.14목,삼성 라이온즈,11,0,3,4,2,0,1,대구,21.8,0,30,,,,
4.15금,삼성 라이온즈,6,0,0,5,1,2,0,서울,18.6,0,27,,,,
4.17일,삼성 라이온즈,3,0,1,5,1,1,0,서울,12.3,0,40,,,,
4.19화,삼성 라이온즈,10,1,0,7,1,0,0,광주,19.2,0,41,,,,
4.20수,삼성 라이온즈,9,0,0,5,1,1,1,광주,18.4,0,42,,,,
4.21목,삼성 라이온즈,15,1,0,7,1,0,1,광주,15.9,0,94,,,,
4.22금,삼성 라이온즈,9,1,0,2,1,0,0,대구,26.4,0,31,,,,
4.23토,삼성 라이온즈,7,0,0,3,1,0,0,대구,20.8,0,17,,,,
4.24일,삼성 라이온즈,10,1,0,3,0,0,1,대구,18.3,0,26,,,,
4.26화,삼성 라이온즈,2,0,0,7,1,0,0,대구,18.2,0,55,,,,
4.28목,삼성 라이온즈,7,1,2,9,0,0,1,대구,14.4,0,64,,,,
4.29금,삼성 라이온즈,9,2,1,8,2,0,0,대전,19,0,35,,,,
4.30토,삼성 라이온즈,10,2,0,3,2,1,1,대전,22.3,0,37,,,,
5.1일,삼성 라이온즈,11,0,2,7,1,0,0,대전,25.5,0,31,,,,
5.3화,삼성 라이온즈,8,0,0,3,3,1,0,대구,15.2,0,63,,,,
5.4수,삼성 라이온즈,10,0,2,5,2,2,0,대구,22.6,0,20,,,,
5.5목,삼성 라이온즈,7,0,1,6,0,0,1,대구,24.1,0,32,,,,
5.6금,삼성 라이온즈,8,1,1,2,0,0,1,대구,22.6,0,72,,,,
5.7토,삼성 라이온즈,8,0,1,4,1,0,0,대구,23.7,0,25,,,,
5.8일,삼성 라이온즈,12,1,0,10,0,0,1,대구,22.1,0,37,,,,
5.10화,삼성 라이온즈,17,1,3,3,0,0,1,서울,14.8,0,81,,,,
5.11수,삼성 라이온즈,11,0,0,6,0,1,0,서울,20.8,0,43,,,,
5.12목,삼성 라이온즈,9,0,1,6,0,0,1,서울,22,0,51,,,,
5.13금,삼성 라이온즈,13,1,0,8,0,1,0,대구,18.9,0,58,,,,
5.14토,삼성 라이온즈,15,1,1,5,1,1,1,대구,20.6,0,57,,,,
5.15일,삼성 라이온즈,9,1,1,6,1,0,0,대구,23.6,0,69,,,,
5.17화,삼성 라이온즈,10,0,0,7,1,2,1,대구,26.2,0,28,,,,
5.18수,삼성 라이온즈,13,2,0,5,0,1,1,대구,28.6,0,29,,,,
5.19목,삼성 라이온즈,13,2,1,4,0,0,0,대구,26.5,0,23,,,,
5.20금,삼성 라이온즈,18,1,0,5,3,0,1,창원,22.2,0,58,,,,
5.21토,삼성 라이온즈,10,0,0,8,3,0,0,창원,23.1,0,44,,,,
5.22일,삼성 라이온즈,11,5,3,10,0,0,0,창원,22,0,58,,,,
5.24화,삼성 라이온즈,4,0,0,4,2,0,0,대구,19.5,0,88,,,,
5.25수,삼성 라이온즈,7,1,1,6,0,0,1,대구,27,0,45,,,,
5.26목,삼성 라이온즈,7,0,0,7,0,1,0,대구,26.3,0,49,,,,
5.27금,삼성 라이온즈,7,0,1,9,2,2,0,인천,21.9,0,71,,,,
5.28토,삼성 라이온즈,17,4,0,4,1,0,1,인천,23,0,50,,,,
5.29일,삼성 라이온즈,16,1,2,7,0,1,1,인천,22.8,0,58,,,,
5.31화,삼성 라이온즈,6,2,0,2,1,0,1,서울,25.2,0,52,,,,
6.1,삼성 라이온즈,8,2,1,5,1,1,0,서울,28.9,0,27,,,,
6.2,삼성 라이온즈,20,2,1,5,1,0,1,서울,27.6,0,29,,,,
6.3,삼성 라이온즈,11,0,6,10,1,1,0,대구,28.4,0,27,,,,
6.4,삼성 라이온즈,12,2,1,5,2,0,0,대구,20.5,0,79,,,,
6.5,삼성 라이온즈,9,0,0,6,0,2,0,대구,22.7,0,58,,,,
6.7,삼성 라이온즈,10,1,0,2,3,0,1,서울,24.7,0,59,,,,
6.8,삼성 라이온즈,16,1,0,7,1,1,0,서울,25.3,0,56,,,,
6.9,삼성 라이온즈,9,0,0,5,1,0,0,서울,28.5,0,50,,,,
6.1,삼성 라이온즈,5,0,0,5,0,0,0,광주,26.8,0,60,,,,
6.11,삼성 라이온즈,8,0,0,6,1,0,1,광주,26.5,0,75,,,,
6.12,삼성 라이온즈,18,1,1,3,0,1,1,광주,26.2,0,77,,,,
6.14,삼성 라이온즈,5,1,2,8,0,1,0,대구,26.8,0,55,,,,
6.15,삼성 라이온즈,8,1,0,7,2,0,0,대구,25.1,0,63,,,,
6.16,삼성 라이온즈,7,1,1,4,0,1,0,대구,26.6,0,47,,,,
6.17,삼성 라이온즈,8,3,2,4,0,1,1,대구,30.2,0,33,,,,
6.18,삼성 라이온즈,9,1,0,5,1,0,0,대구,29.5,0,32,,,,
6.19,삼성 라이온즈,9,1,0,6,1,1,0,대구,31.2,0,29,,,,
6.21,삼성 라이온즈,10,2,0,4,0,1,0,서울,27.8,0,54,,,,
6.22,삼성 라이온즈,6,0,1,8,1,0,0,서울,23.7,0.5,89,,,,
6.23,삼성 라이온즈,11,0,2,8,1,0,1,서울,26.5,0,68,,,,
6.24,삼성 라이온즈,5,0,1,7,2,0,0,대구,24.8,0,73,,,,
6.25,삼성 라이온즈,14,2,0,6,0,1,0,대구,28.1,0,32,,,,
6.26,삼성 라이온즈,10,2,0,9,0,1,1,대구,29.8,0,33,,,,
6.28,삼성 라이온즈,6,1,2,9,0,1,0,부산,22.9,0,68,,,,
6.29,삼성 라이온즈,10,0,1,5,1,1,0,부산,22.9,0,77,,,,
6.3,삼성 라이온즈,11,0,0,12,1,0,0,부산,24,0,83,,,,
7.5화,삼성 라이온즈,9,2,1,4,1,0,1,대구,30.6,0,59,,,,
7.7목,삼성 라이온즈,15,3,0,5,0,0,1,대구,25.1,0,67,,,,
7.8금,삼성 라이온즈,8,0,0,6,1,0,0,대전,30.9,0,63,,,,
7.10일,삼성 라이온즈,9,0,2,3,0,2,0,대전,31,0,66,,,,
7.12화,삼성 라이온즈,5,1,2,5,1,0,1,대구,27.7,0,70,,,,
7.13수,삼성 라이온즈,14,2,0,5,0,3,0,대구,30.5,0,53,,,,
7.14목,삼성 라이온즈,11,1,0,9,2,0,0,대구,25.3,0,67,,,,
7.19화,삼성 라이온즈,5,0,1,6,0,0,0,서울,31.3,0,49,,,,
7.20수,삼성 라이온즈,4,2,1,2,2,2,1,서울,30.9,0,59,,,,
7.21목,삼성 라이온즈,9,0,0,3,1,1,1,서울,31.3,0,55,,,,
7.22금,삼성 라이온즈,12,2,1,8,0,0,0,수원,32.4,0,58,,,,
7.23토,삼성 라이온즈,18,2,4,5,3,0,1,수원,30.7,0,73,,,,
7.24일,삼성 라이온즈,6,0,0,10,0,2,0,수원,30.5,0,74,,,,
7.26화,삼성 라이온즈,12,1,0,10,0,1,0,대구,33.3,0,51,,,,
7.27수,삼성 라이온즈,10,3,0,4,0,0,1,대구,32.3,0,57,,,,
7.28목,삼성 라이온즈,9,0,1,8,0,1,0,대구,34.6,0,38,,,,
7.29금,삼성 라이온즈,16,0,0,6,3,1,1,대구,34.2,0,54,,,,
8.3,삼성 라이온즈,7,1,2,3,1,1,0,인천,30.5,0,0,,,,
8.4,삼성 라이온즈,10,1,0,10,1,2,1,인천,31.9,0,0,,,,
8.5,삼성 라이온즈,13,2,0,3,1,2,1,대구,33,0,0,,,,
8.6,삼성 라이온즈,11,0,0,10,0,1,0,대구,33.1,0,0,,,,
8.7,삼성 라이온즈,16,0,2,7,1,1,1,대구,32.9,0,0,,,,
8.9,삼성 라이온즈,9,1,0,6,1,1,0,대전,26.8,5.9,0,,,,
8.1,삼성 라이온즈,19,1,1,5,0,1,1,대전,32.7,0,0,,,,
8.11,삼성 라이온즈,6,1,0,4,0,1,0,대구,35.9,0,0,,,,
8.12,삼성 라이온즈,8,2,1,3,2,0,0,대구,36.2,0,0,,,,
8.13,삼성 라이온즈,10,1,1,5,0,0,1,대구,36,0,0,,,,
8.14,삼성 라이온즈,12,0,1,5,0,0,1,대구,34.5,0,0,,,,
8.16,삼성 라이온즈,14,0,1,10,1,2,1,창원,29.6,0,0,,,,
8.17,삼성 라이온즈,9,0,0,7,4,0,0,창원,28.8,0,0,,,,
8.18,삼성 라이온즈,22,2,1,5,0,1,1,수원,31.9,0,0,,,,
8.19,삼성 라이온즈,16,2,1,8,2,1,1,수원,32.3,0,0,,,,
8.2,삼성 라이온즈,10,2,1,4,0,1,0,서울,33.5,0,0,,,,
8.21,삼성 라이온즈,4,0,0,12,1,0,0,서울,34,0,0,,,,
8.23,삼성 라이온즈,13,0,0,7,0,1,1,대구,30.2,0,0,,,,
8.24,삼성 라이온즈,9,1,1,5,1,0,0,대구,30.6,0,0,,,,
8.25,삼성 라이온즈,8,0,2,3,0,0,0,광주,31,0,0,,,,
8.27,삼성 라이온즈,20,3,0,4,0,0,1,대구,24.5,0,0,,,,
8.3,삼성 라이온즈,11,0,0,4,1,0,1,대구,23.5,0,0,,,,
8.31,삼성 라이온즈,11,1,1,5,1,1,0,대구,26.7,0,0,,,,
9.1,삼성 라이온즈,14,3,0,5,2,3,0,대구,28.9,0,44,,,,
9.3,삼성 라이온즈,11,0,0,6,0,0,1,서울,27.9,0,59,,,,
9.4,삼성 라이온즈,10,2,0,7,1,0,0,서울,27.5,0,68,,,,
9.6,삼성 라이온즈,18,2,0,5,1,0,1,대구,26.7,0,68,,,,
9.7,삼성 라이온즈,15,0,1,8,1,1,0,대구,27.2,0,60,,,,
9.8,삼성 라이온즈,7,1,2,4,0,0,0,부산,24.6,0,69,,,,
9.9,삼성 라이온즈,9,0,1,6,0,1,1,부산,25,0,79,,,,
9.1,삼성 라이온즈,8,1,0,8,1,0,1,대구,23.7,0,73,,,,
9.11,삼성 라이온즈,5,0,3,10,0,0,1,대구,24.8,0,69,,,,
9.13,삼성 라이온즈,12,1,1,7,2,2,0,대구,24.8,0,60,,,,
9.14,삼성 라이온즈,13,4,0,2,1,2,1,대구,26.3,0,57,,,,
9.15,삼성 라이온즈,14,2,1,7,1,1,1,인천,24.5,0,90,,,,
9.16,삼성 라이온즈,15,2,0,4,1,0,1,인천,24.7,0,91,,,,
9.17,삼성 라이온즈,9,0,0,1,1,1,0,서울,26.7,0,51,,,,
9.18,삼성 라이온즈,5,0,0,5,0,0,0,서울,24.8,0,50,,,,
9.2,삼성 라이온즈,10,0,0,8,0,1,0,서울,24.3,0,31,,,,
9.21,삼성 라이온즈,11,1,0,6,1,0,0,대구,21.2,0,59,,,,
9.23,삼성 라이온즈,9,1,0,3,1,0,1,대구,23.3,0,63,,,,
9.24,삼성 라이온즈,13,3,0,1,0,0,1,대구,24.9,0,57,,,,
9.25,삼성 라이온즈,13,1,1,5,1,0,1,대구,24.3,0,72,,,,
9.27,삼성 라이온즈,10,1,1,8,2,0,1,창원,25.8,0,90,,,,
9.29,삼성 라이온즈,10,3,0,11,0,0,0,창원,18.9,0,82,,,,
9.29,삼성 라이온즈,9,1,0,14,0,1,0,창원,18.9,0,82,,,,
10.3,삼성 라이온즈,6,0,0,9,0,3,0,대구,25.9,0,79,,,,
10.4,삼성 라이온즈,10,1,0,3,1,0,1,대구,22,0,71,,,,
10.5,삼성 라이온즈,7,0,2,10,1,1,0,대구,21.7,0,76,,,,
10.6,삼성 라이온즈,11,1,0,14,0,1,1,광주,21.5,0,58,,,,
10.8,삼성 라이온즈,10,2,1,4,1,2,0,인천,17.4,0,61,,,,
4.1,삼성 라이온즈,10,1,1,8,0,2,0,대구,8.5,0,73,,,,
4.2,삼성 라이온즈,17,2,1,6,1,1,1,대구,14.7,0,21,,,,
4.4,삼성 라이온즈,7,0,0,12,0,2,0,서울,17.7,0,25,,,,
4.6,삼성 라이온즈,4,0,0,7,0,2,0,서울,10.6,0,84,,,,
4.7,삼성 라이온즈,8,1,1,7,1,0,0,수원,17.1,0,61,,,,
4.8,삼성 라이온즈,7,0,0,4,1,1,0,수원,11.7,0,77,,,,
4.9,삼성 라이온즈,4,0,0,11,2,0,0,수원,15.3,0,48,,,,
4.11,삼성 라이온즈,15,1,0,8,0,1,0,대구,18.4,0,42,,,,
4.12,삼성 라이온즈,8,1,0,8,1,1,0,대구,18,0,15,,,,
4.13,삼성 라이온즈,6,0,1,3,2,0,1,대구,22,0,23,,,,
4.14,삼성 라이온즈,10,1,1,12,1,2,0,부산,16.6,0,61,,,,
4.15,삼성 라이온즈,11,1,0,8,1,1,0,부산,19.9,0,67,,,,
4.16,삼성 라이온즈,10,0,0,6,0,1,1,부산,16.2,0,85,,,,
4.19,삼성 라이온즈,4,0,0,8,0,0,0,서울,16,0,28,,,,
4.2,삼성 라이온즈,5,0,0,6,1,0,0,서울,15.3,0,40,,,,
4.22,삼성 라이온즈,8,1,1,7,1,0,0,대구,16.5,0,53,,,,
4.23,삼성 라이온즈,8,1,0,7,0,0,0,대구,22,0,26,,,,
4.25,삼성 라이온즈,12,1,0,6,2,1,0,광주,21.4,0,59,,,,
4.26,삼성 라이온즈,6,0,0,7,0,0,0,광주,17.9,0,25,,,,
4.27,삼성 라이온즈,18,2,0,11,1,0,0,광주,16.7,0,24,,,,
4.28,삼성 라이온즈,11,3,1,7,2,0,0,대구,24.3,0,14,,,,
4.29,삼성 라이온즈,16,3,2,6,0,1,1,대구,26.3,0,17,,,,
4.3,삼성 라이온즈,10,0,0,2,0,0,0,대구,28.9,0,27,,,,
5.2,삼성 라이온즈,9,3,0,9,0,0,1,대구,22.4,0,30,,,,
5.3,삼성 라이온즈,8,1,0,4,1,0,0,대구,27.3,0,18,,,,
5.4,삼성 라이온즈,8,0,0,5,2,1,0,대구,25.2,0,43,,,,
5.5,삼성 라이온즈,8,1,0,2,1,0,0,창원,18.1,4.1,96,,,,
5.6,삼성 라이온즈,10,3,1,8,2,0,1,창원,22.9,0,16,,,,
5.7,삼성 라이온즈,8,0,2,7,1,2,0,창원,26,0,17,,,,
5.1,삼성 라이온즈,4,1,0,5,0,1,0,대구,20.6,0,55,,,,
5.11,삼성 라이온즈,9,1,1,6,2,1,0,대구,27.3,0,38,,,,
5.12,삼성 라이온즈,9,0,1,3,2,0,1,대구,19.6,0,71,,,,
5.13,삼성 라이온즈,7,2,1,7,0,1,0,대구,25,0,53,,,,
5.14,삼성 라이온즈,9,1,0,5,0,1,0,대구,22.7,0,19,,,,
5.16,삼성 라이온즈,10,1,0,6,1,0,1,인천,16.7,0,64,,,,
5.17,삼성 라이온즈,10,1,1,5,0,1,1,인천,20.9,0,53,,,,
5.18,삼성 라이온즈,3,0,0,11,0,0,0,인천,20.4,0,56,,,,
5.19,삼성 라이온즈,11,1,1,6,1,2,1,대전,27,0,27,,,,
5.2,삼성 라이온즈,14,2,1,6,1,1,1,대전,26.1,0,34,,,,
5.21,삼성 라이온즈,10,3,5,7,0,1,1,대전,26.3,0,40,,,,
5.23,삼성 라이온즈,6,0,0,8,0,0,0,대구,26.4,0,39,,,,
5.24,삼성 라이온즈,13,1,1,7,1,1,0,대구,22.6,0,71,,,,
5.25,삼성 라이온즈,5,2,1,3,0,0,1,대구,29.1,0,20,,,,
5.26,삼성 라이온즈,7,0,1,5,1,1,0,서울,21.6,0,36,,,,
5.27,삼성 라이온즈,7,1,0,5,0,0,0,서울,23.7,0,29,,,,
5.28,삼성 라이온즈,10,0,3,8,0,1,1,서울,25.1,0,55,,,,
5.3,삼성 라이온즈,5,0,0,4,2,0,0,대구,30.5,0,30,,,,
5.31,삼성 라이온즈,11,1,0,6,1,0,1,대구,27.8,0,37,,,,
6.1,삼성 라이온즈,13,1,1,7,0,0,1,대구,28.6,0,35,,,,
6.2,삼성 라이온즈,14,1,3,8,0,0,1,대구,22.3,0,44,,,,
6.3,삼성 라이온즈,13,3,1,9,1,2,1,대구,23.4,0,41,,,,
6.4,삼성 라이온즈,7,0,0,3,1,1,0,대구,24.6,0,34,,,,
6.6,삼성 라이온즈,18,1,0,8,0,1,1,서울,17.4,1,80,,,,
6.7,삼성 라이온즈,10,1,0,9,0,1,0,서울,18.7,0,81,,,,
6.8,삼성 라이온즈,6,1,2,10,1,0,0,서울,23.1,0,51,,,,
6.9,삼성 라이온즈,13,1,0,6,0,0,1,대전,25.8,0,36,,,,
6.1,삼성 라이온즈,9,0,0,5,2,1,0,대전,26.2,0,50,,,,
6.11,삼성 라이온즈,11,1,0,9,0,1,1,대전,28.7,0,25,,,,
6.13,삼성 라이온즈,9,0,3,6,1,1,1,대구,25.8,0,38,,,,
6.14,삼성 라이온즈,9,1,4,8,0,2,0,대구,28.3,0,35,,,,
6.15,삼성 라이온즈,8,1,1,7,1,0,1,대구,31.3,0,32,,,,
6.16,삼성 라이온즈,6,1,0,11,0,0,0,대구,24.8,0,54,,,,
6.17,삼성 라이온즈,14,0,1,4,0,0,0,대구,30,0,44,,,,
6.18,삼성 라이온즈,9,2,0,1,1,0,1,대구,30.6,0,43,,,,
6.2,삼성 라이온즈,7,2,0,2,0,1,0,서울,27.8,0,41,,,,
6.21,삼성 라이온즈,9,2,2,5,0,0,1,서울,27,0,49,,,,
6.22,삼성 라이온즈,11,1,1,10,1,1,1,서울,29,0,38,,,,
6.23,삼성 라이온즈,10,0,0,3,1,0,1,대구,30.1,0,40,,,,
6.24,삼성 라이온즈,11,3,0,4,0,0,1,대구,28.5,0,44,,,,
6.27,삼성 라이온즈,9,1,2,5,1,2,0,광주,26.3,0,70,,,,
6.28,삼성 라이온즈,10,1,0,10,0,2,0,광주,27.1,0,75,,,,
6.29,삼성 라이온즈,4,0,0,9,2,0,0,광주,27.2,0,63,,,,
6.3,삼성 라이온즈,11,0,1,2,0,0,0,인천,25.6,0,69,,,,
7.1,삼성 라이온즈,10,0,2,7,1,0,1,인천,25.3,0,84,,,,
7.2,삼성 라이온즈,10,3,1,4,1,0,0,인천,23.9,0,96,,,,
7.4,삼성 라이온즈,5,2,0,8,0,1,1,대구,27.9,0,79,,,,
7.5,삼성 라이온즈,12,0,1,11,0,2,1,대구,30,0,61,,,,
7.6,삼성 라이온즈,8,0,0,11,1,0,0,대구,27.6,0,76,,,,
7.7,삼성 라이온즈,10,0,0,10,0,1,0,대구,28.7,0,76,,,,
7.8,삼성 라이온즈,12,1,0,6,0,2,0,대구,28.4,0,76,,,,
7.9,삼성 라이온즈,13,1,0,6,0,0,1,대구,31.7,0,64,,,,
7.11,삼성 라이온즈,8,2,0,6,2,2,1,수원,27.8,0,87,,,,
7.12,삼성 라이온즈,16,0,3,8,3,0,1,수원,29.3,0,75,,,,
7.13,삼성 라이온즈,12,1,1,6,0,0,0,수원,30.9,0,63,,,,
7.18,삼성 라이온즈,3,0,0,7,2,1,0,부산,27.3,0,80,,,,
7.19,삼성 라이온즈,7,2,0,6,0,0,1,부산,28,0,76,,,,
7.21,삼성 라이온즈,9,1,1,11,0,2,0,대구,35.1,0,49,,,,
7.23,삼성 라이온즈,11,1,1,4,0,1,1,대구,31.9,0,62,,,,
7.25,삼성 라이온즈,6,0,1,5,0,0,1,대구,25.5,0,81,,,,
7.26,삼성 라이온즈,8,3,0,7,2,0,1,대구,28.1,0,40,,,,
7.27,삼성 라이온즈,3,0,1,9,1,0,0,대구,32.9,0,38,,,,
7.28,삼성 라이온즈,19,2,0,7,1,1,1,서울,26.6,0,89,,,,
7.29,삼성 라이온즈,11,0,1,8,0,0,0,서울,29.7,0,63,,,,
7.3,삼성 라이온즈,10,2,0,3,2,0,0,서울,30.3,0,54,,,,
8.1,삼성 라이온즈,15,0,0,8,0,2,0,대구,31.4,0,63,,,,
8.2,삼성 라이온즈,11,1,0,9,0,1,0,대구,30.2,0,63,,,,
8.3,삼성 라이온즈,13,1,0,6,1,0,0,대구,29.1,0,66,,,,
8.4,삼성 라이온즈,9,1,1,8,0,1,1,창원,33.4,0,62,,,,
8.5,삼성 라이온즈,13,1,2,6,1,1,1,창원,34.3,0,57,,,,
8.6,삼성 라이온즈,7,1,0,3,1,1,0,창원,35.3,0,54,,,,
8.8,삼성 라이온즈,13,2,0,8,2,0,0,대구,32.5,0,44,,,,
8.9,삼성 라이온즈,11,0,1,3,1,0,1,대구,27.2,0,85,,,,
8.11,삼성 라이온즈,7,1,0,8,0,0,0,대전,27.7,0,79,,,,
8.12,삼성 라이온즈,13,1,1,9,0,1,1,대구,26.6,0,71,,,,
8.13,삼성 라이온즈,18,1,2,7,0,1,0,대구,24.7,0,78,,,,
8.16,삼성 라이온즈,9,0,0,8,0,1,0,대구,27.7,0,73,,,,
8.17,삼성 라이온즈,11,0,3,7,2,0,1,수원,28.3,0,74,,,,
8.18,삼성 라이온즈,9,1,1,5,2,0,1,수원,28.3,0,69,,,,
8.19,삼성 라이온즈,10,0,2,4,0,3,0,서울,27.9,0,67,,,,
8.22,삼성 라이온즈,15,1,0,7,2,1,0,서울,30.9,0,53,,,,
8.23,삼성 라이온즈,8,0,0,10,0,2,0,서울,28.8,0,79,,,,
8.24,삼성 라이온즈,15,1,0,5,1,0,0,대구,33.2,0,53,,,,
8.25,삼성 라이온즈,7,2,0,8,1,0,0,대구,31.3,0,32,,,,
8.26,삼성 라이온즈,16,3,0,5,1,0,1,대구,28.9,0,29,,,,
8.27,삼성 라이온즈,4,0,1,8,0,0,0,대구,28,0,44,,,,
8.29,삼성 라이온즈,15,2,0,10,0,1,0,대구,28.3,0,28,,,,
8.3,삼성 라이온즈,7,0,1,8,1,0,0,대구,23,0,46,,,,
8.31,삼성 라이온즈,11,2,0,3,0,1,0,인천,24.7,0,50,,,,
9.1,삼성 라이온즈,12,0,0,5,0,1,0,인천,24.8,0,61,,,,
9.2,삼성 라이온즈,9,1,2,4,1,0,1,서울,27.6,0,54,,,,
9.3,삼성 라이온즈,6,0,1,7,0,0,0,서울,26.6,0,59,,,,
9.5,삼성 라이온즈,12,2,3,8,0,0,1,대구,20.8,0,95,,,,
9.7,삼성 라이온즈,10,3,0,5,3,2,1,부산,23.9,0,74,,,,
9.8,삼성 라이온즈,8,2,4,9,0,0,0,부산,25.5,0,60,,,,
9.9,삼성 라이온즈,11,0,2,6,0,1,0,광주,28,0,58,,,,
9.1,삼성 라이온즈,17,3,0,6,0,2,1,광주,26.6,0,52,,,,
9.12,삼성 라이온즈,6,0,1,8,1,1,0,대구,27.4,0,40,,,,
9.13,삼성 라이온즈,18,2,0,9,0,0,1,대구,26.3,0,33,,,,
9.15,삼성 라이온즈,15,1,1,9,1,1,1,창원,22.3,0,54,,,,
9.16,삼성 라이온즈,10,1,0,5,1,0,0,대구,22.5,0,61,,,,
9.17,삼성 라이온즈,13,3,0,8,1,0,0,대구,24.2,0,60,,,,
9.21,삼성 라이온즈,15,2,0,5,1,0,1,대구,24.9,0,42,,,,
9.22,삼성 라이온즈,11,0,0,5,1,1,0,대구,25.6,0,37,,,,
9.23,삼성 라이온즈,12,2,0,9,0,1,0,대전,24.2,0,73,,,,
9.27,삼성 라이온즈,5,1,1,8,0,2,0,대구,19.3,0,97,,,,
9.3,삼성 라이온즈,5,0,0,6,1,0,0,서울,23.7,0,59,,,,
