day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,지점명
7.1수,한화 이글스,5,0,0,8,2,1,패,광주
7.1수,KIA 타이거즈,8,2,2,3,0,0,승,광주
7.1수,kt wiz,11,1,0,10,1,0,승,인천
7.1수,SK 와이번스,9,0,2,12,1,0,패,인천
7.1수,LG 트윈스,10,0,0,5,2,1,패,서울
7.1수,두산 베어스,15,1,0,1,0,4,승,서울
7.1수,롯데 자이언츠,9,0,2,6,1,1,승,창원
7.1수,NC 다이노스,10,1,1,7,1,1,패,창원
7.1수,삼성 라이온즈,14,2,3,3,0,3,승,서울
7.1수,키움 히어로즈,16,3,0,9,0,3,패,서울
7.2목,한화 이글스,13,0,2,4,1,0,승,광주
7.2목,KIA 타이거즈,7,2,3,8,1,1,패,광주
7.2목,kt wiz,8,1,1,6,1,1,패,인천
7.2목,SK 와이번스,5,1,0,8,0,0,승,인천
7.2목,LG 트윈스,12,1,0,7,0,1,승,서울
7.2목,두산 베어스,4,0,0,6,2,0,패,서울
7.2목,롯데 자이언츠,4,1,1,7,0,1,패,창원
7.2목,NC 다이노스,8,0,4,7,1,2,승,창원
7.2목,삼성 라이온즈,10,0,0,6,1,1,패,서울
7.2목,키움 히어로즈,6,0,0,5,0,0,승,서울
7.3금,KIA 타이거즈,9,0,0,5,1,2,패,수원
7.3금,kt wiz,12,1,0,7,0,1,승,수원
7.3금,LG 트윈스,12,2,0,5,0,0,패,대구
7.3금,삼성 라이온즈,17,1,1,4,2,1,승,대구
7.3금,NC 다이노스,9,1,4,8,0,0,패,대전
7.3금,한화 이글스,13,1,0,6,0,1,승,대전
7.3금,SK 와이번스,16,1,0,7,3,2,승,부산
7.3금,롯데 자이언츠,11,2,0,8,2,0,패,부산
7.3금,키움 히어로즈,14,1,0,6,1,1,패,서울
7.3금,두산 베어스,11,1,1,9,0,1,승,서울
7.4토,KIA 타이거즈,11,1,0,7,1,2,패,수원
7.4토,kt wiz,15,2,2,7,0,0,승,수원
7.4토,LG 트윈스,5,3,0,9,0,1,패,대구
7.4토,삼성 라이온즈,12,2,0,5,0,0,승,대구
7.4토,NC 다이노스,14,2,2,9,0,0,패,대전
7.4토,한화 이글스,9,0,0,5,2,0,승,대전
7.4토,SK 와이번스,9,2,0,11,0,1,패,부산
7.4토,롯데 자이언츠,10,1,2,10,1,0,승,부산
7.4토,키움 히어로즈,13,0,1,8,2,3,승,서울
7.4토,두산 베어스,10,0,0,5,0,2,패,서울
7.5일,KIA 타이거즈,5,1,0,9,2,0,패,수원
7.5일,kt wiz,14,1,1,5,0,0,승,수원
7.5일,LG 트윈스,7,2,1,9,1,0,패,대구
7.5일,삼성 라이온즈,14,2,2,2,1,1,승,대구
7.5일,SK 와이번스,9,1,0,8,1,0,승,부산
7.5일,롯데 자이언츠,9,1,0,6,1,2,패,부산
7.5일,키움 히어로즈,9,1,2,7,1,0,승,서울
7.5일,두산 베어스,6,0,0,6,1,0,패,서울
7.7화,KIA 타이거즈,8,0,1,4,1,2,승,서울
7.7화,키움 히어로즈,6,0,0,11,0,0,패,서울
7.7화,롯데 자이언츠,17,1,1,9,1,2,승,서울
7.7화,LG 트윈스,16,1,0,9,1,1,패,서울
7.8수,KIA 타이거즈,7,2,1,11,1,0,패,서울
7.8수,키움 히어로즈,15,0,2,12,0,1,승,서울
7.8수,롯데 자이언츠,4,0,1,19,1,0,패,서울
7.8수,LG 트윈스,8,0,1,7,1,1,승,서울
7.8수,두산 베어스,14,1,2,5,2,0,승,대전
7.8수,한화 이글스,7,0,1,10,0,1,패,대전
7.9목,KIA 타이거즈,11,1,0,10,3,2,패,서울
7.9목,키움 히어로즈,16,3,2,3,1,0,승,서울
7.9목,kt wiz,8,0,1,9,1,0,패,창원
7.9목,NC 다이노스,16,2,2,5,0,0,승,창원
7.9목,롯데 자이언츠,5,0,2,7,0,2,패,서울
7.9목,LG 트윈스,5,1,0,6,0,0,승,서울
7.9목,두산 베어스,12,1,2,3,3,0,승,대전
7.9목,한화 이글스,12,2,0,8,0,2,패,대전
7.9목,SK 와이번스,8,0,0,10,0,0,패,대구
7.9목,삼성 라이온즈,12,0,1,8,1,0,승,대구
7.10금,한화 이글스,8,0,1,12,0,1,승,서울
7.10금,LG 트윈스,8,1,1,7,0,2,패,서울
7.10금,KIA 타이거즈,6,1,0,8,0,0,패,인천
7.10금,SK 와이번스,11,1,0,6,0,1,승,인천
7.10금,NC 다이노스,9,2,1,8,0,1,승,서울
7.10금,키움 히어로즈,10,0,1,11,2,1,패,서울
7.10금,두산 베어스,15,0,0,2,1,1,승,부산
7.10금,롯데 자이언츠,7,1,0,11,1,0,패,부산
7.10금,삼성 라이온즈,10,1,0,4,1,2,패,수원
7.10금,kt wiz,18,3,2,11,0,0,승,수원
7.11토,한화 이글스,9,1,1,7,1,1,승,서울
7.11토,LG 트윈스,8,0,0,4,0,1,패,서울
7.11토,KIA 타이거즈,4,0,0,9,1,2,패,인천
7.11토,SK 와이번스,11,1,0,6,1,0,승,인천
7.11토,NC 다이노스,15,1,5,6,0,0,승,서울
7.11토,키움 히어로즈,7,2,0,10,1,2,패,서울
7.11토,삼성 라이온즈,12,0,0,3,1,0,패,수원
7.11토,kt wiz,13,1,0,4,1,0,승,수원
7.14화,kt wiz,14,1,2,9,1,0,승,서울
7.14화,두산 베어스,6,0,0,4,1,1,패,서울
7.14화,LG 트윈스,12,1,0,8,2,0,승,광주
7.14화,KIA 타이거즈,5,1,0,12,0,0,패,광주
7.14화,롯데 자이언츠,9,1,0,6,0,0,패,대전
7.14화,한화 이글스,13,0,1,9,0,1,승,대전
7.14화,SK 와이번스,7,0,0,7,1,0,패,창원
7.14화,NC 다이노스,14,1,1,4,1,0,승,창원
7.14화,키움 히어로즈,15,2,0,9,0,0,승,대구
7.14화,삼성 라이온즈,12,1,0,8,0,1,패,대구
7.15수,kt wiz,8,0,2,4,1,3,패,서울
7.15수,두산 베어스,14,4,4,3,1,1,승,서울
7.15수,롯데 자이언츠,17,3,0,10,1,0,승,대전
7.15수,한화 이글스,13,2,1,7,2,2,패,대전
7.15수,SK 와이번스,13,2,0,8,0,0,승,창원
7.15수,NC 다이노스,13,1,1,9,0,3,패,창원
7.15수,키움 히어로즈,7,1,0,9,0,2,패,대구
7.15수,삼성 라이온즈,8,0,1,9,1,3,승,대구
7.16목,kt wiz,6,0,1,4,2,0,패,서울
7.16목,두산 베어스,8,2,0,3,0,0,승,서울
7.16목,LG 트윈스,4,1,2,8,1,0,패,광주
7.16목,KIA 타이거즈,17,4,2,6,1,0,승,광주
7.16목,롯데 자이언츠,12,4,0,6,1,2,승,대전
7.16목,한화 이글스,8,0,1,9,2,0,패,대전
7.16목,SK 와이번스,9,0,0,13,0,2,무,창원
7.16목,NC 다이노스,8,0,2,9,1,0,무,창원
7.16목,키움 히어로즈,16,1,2,7,0,2,패,대구
7.16목,삼성 라이온즈,19,2,1,6,0,2,승,대구
7.18토,드림,13,3,0,7,0,0,무,#N/A
7.18토,나눔,7,2,1,5,2,0,무,#N/A
7.21화,한화 이글스,11,0,1,3,0,0,승,수원
7.21화,kt wiz,9,1,0,5,2,0,패,수원
7.21화,KIA 타이거즈,8,0,0,9,0,1,승,대구
7.21화,삼성 라이온즈,8,0,0,6,0,0,패,대구
7.21화,NC 다이노스,5,0,1,6,3,0,패,부산
7.21화,롯데 자이언츠,8,0,3,12,2,1,승,부산
7.21화,두산 베어스,9,1,0,4,3,0,패,인천
7.21화,SK 와이번스,11,4,1,12,1,0,승,인천
7.21화,키움 히어로즈,7,0,0,4,0,1,승,서울
7.21화,LG 트윈스,5,0,0,7,1,0,패,서울
7.22수,한화 이글스,8,0,0,12,0,0,패,수원
7.22수,kt wiz,8,1,1,10,1,1,승,수원
7.22수,KIA 타이거즈,15,3,0,8,0,0,패,대구
7.22수,삼성 라이온즈,19,1,0,3,1,1,승,대구
7.22수,NC 다이노스,9,0,2,10,0,0,승,부산
7.22수,롯데 자이언츠,4,0,0,6,2,1,패,부산
7.22수,두산 베어스,19,3,0,4,1,0,승,인천
7.22수,SK 와이번스,14,0,0,5,2,1,패,인천
7.22수,키움 히어로즈,8,0,1,6,2,1,패,서울
7.22수,LG 트윈스,8,0,0,3,0,1,승,서울
7.23목,KIA 타이거즈,13,3,1,9,1,0,승,대구
7.23목,삼성 라이온즈,7,0,0,10,0,1,패,대구
7.23목,NC 다이노스,11,2,3,9,0,2,승,부산
7.23목,롯데 자이언츠,17,2,1,5,0,1,패,부산
7.23목,두산 베어스,10,1,0,9,1,0,패,인천
7.23목,SK 와이번스,8,1,0,3,1,0,승,인천
7.24금,롯데 자이언츠,14,1,2,3,1,0,패,광주
7.24금,KIA 타이거즈,12,2,4,10,0,0,승,광주
7.24금,두산 베어스,15,1,1,3,2,0,승,창원
7.24금,NC 다이노스,7,1,2,7,0,1,패,창원
7.24금,삼성 라이온즈,11,1,1,6,1,0,승,대전
7.24금,한화 이글스,7,0,0,7,0,1,패,대전
7.25토,롯데 자이언츠,13,0,1,2,2,1,승,광주
7.25토,KIA 타이거즈,9,0,1,8,0,1,패,광주
7.25토,두산 베어스,9,2,1,7,0,1,패,창원
7.25토,NC 다이노스,12,1,1,5,1,2,승,창원
7.25토,삼성 라이온즈,4,0,1,6,0,2,패,대전
7.25토,한화 이글스,8,0,0,13,1,0,승,대전
7.26일,kt wiz,7,0,0,8,1,4,패,서울
7.26일,LG 트윈스,11,1,2,9,0,0,승,서울
7.26일,롯데 자이언츠,9,0,1,8,1,1,승,광주
7.26일,KIA 타이거즈,7,1,1,8,1,0,패,광주
7.26일,두산 베어스,11,3,1,9,0,0,승,창원
7.26일,NC 다이노스,9,1,0,7,2,2,패,창원
7.26일,SK 와이번스,9,0,0,5,1,0,패,서울
7.26일,키움 히어로즈,17,5,1,8,0,0,승,서울
7.26일,삼성 라이온즈,12,2,1,6,1,0,승,대전
7.26일,한화 이글스,6,2,2,6,1,0,패,대전
7.28화,한화 이글스,15,1,1,6,2,0,승,서울
7.28화,두산 베어스,7,1,0,7,1,0,패,서울
7.28화,kt wiz,5,1,2,11,1,0,패,서울
7.28화,키움 히어로즈,14,3,0,4,0,1,승,서울
7.28화,LG 트윈스,3,0,1,7,1,1,패,부산
7.28화,롯데 자이언츠,2,2,1,10,1,1,승,부산
7.28화,NC 다이노스,6,0,1,6,1,0,패,대구
7.28화,삼성 라이온즈,6,0,1,4,2,0,승,대구
7.28화,SK 와이번스,5,2,1,6,0,1,패,광주
7.28화,KIA 타이거즈,9,2,2,7,1,0,승,광주
7.29수,한화 이글스,8,0,0,6,0,0,패,서울
7.29수,두산 베어스,9,3,0,2,0,0,승,서울
7.29수,kt wiz,7,1,0,8,0,0,패,서울
7.29수,키움 히어로즈,14,1,3,7,0,0,승,서울
7.29수,LG 트윈스,6,0,2,7,0,2,패,부산
7.29수,롯데 자이언츠,10,0,2,9,1,0,승,부산
7.29수,NC 다이노스,8,3,0,7,1,1,패,대구
7.29수,삼성 라이온즈,10,2,4,2,0,1,승,대구
7.29수,SK 와이번스,9,1,0,5,0,0,패,광주
7.29수,KIA 타이거즈,13,1,0,4,1,0,승,광주
7.30목,한화 이글스,7,0,0,10,1,0,승,서울
7.30목,두산 베어스,3,0,2,2,1,0,패,서울
7.30목,kt wiz,12,2,0,7,2,2,패,서울
7.30목,키움 히어로즈,16,4,1,7,2,0,승,서울
7.30목,LG 트윈스,13,1,1,8,1,0,승,부산
7.30목,롯데 자이언츠,7,2,0,6,0,0,패,부산
7.30목,NC 다이노스,11,3,0,10,1,1,패,대구
7.30목,삼성 라이온즈,10,5,1,8,0,1,승,대구
7.30목,SK 와이번스,9,2,2,6,2,0,패,광주
7.30목,KIA 타이거즈,7,2,0,6,1,0,승,광주
7.31금,KIA 타이거즈,11,1,1,9,1,2,승,대전
7.31금,한화 이글스,7,0,0,13,1,1,패,대전
7.31금,LG 트윈스,7,0,1,13,1,0,패,인천
7.31금,SK 와이번스,9,1,1,6,0,0,승,인천
7.31금,롯데 자이언츠,15,0,0,6,4,1,승,수원
7.31금,kt wiz,6,0,0,5,1,2,패,수원
7.31금,삼성 라이온즈,17,0,0,5,1,1,승,서울
7.31금,두산 베어스,7,2,1,7,2,2,패,서울
7.31금,키움 히어로즈,13,4,0,6,1,0,승,창원
7.31금,NC 다이노스,14,0,0,7,2,0,패,창원
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
team_text,번호,,,,,,,,
NC 다이노스,1,,,,,,,,
두산 베어스,2,,,,,,,,
kt wiz,3,,,,,,,,
LG 트윈스,4,,,,,,,,
키움 히어로즈,5,,,,,,,,
KIA 타이거즈,6,,,,,,,,
롯데 자이언츠,7,,,,,,,,
삼성 라이온즈,8,,,,,,,,
SK 와이번스,9,,,,,,,,
한화 이글스,10,,,,,,,,
