day_test,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity
8.24,LG 트윈스,10,0,1,5,0,2,패,서울,24.9,0,0
8.25,KIA 타이거즈,18,1,1,6,0,5,승,대전,29.4,0,0
8.25,한화 이글스,6,0,0,5,0,3,패,대전,29.4,0,0
8.25,두산 베어스,6,0,0,8,1,1,패,부산,29.3,0,0
8.25,롯데 자이언츠,7,1,1,3,2,0,승,부산,29.3,0,0
8.25,SK 와이번스,13,1,1,7,1,1,승,서울,28.2,0,0
8.25,키움 히어로즈,10,0,1,4,2,1,패,서울,28.2,0,0
8.25,삼성 라이온즈,13,0,1,7,1,1,승,서울,28.2,0,0
8.25,LG 트윈스,8,0,0,11,0,3,패,서울,28.2,0,0
8.26,KIA 타이거즈,7,1,2,5,0,0,승,대전,30.9,0,0
8.26,한화 이글스,5,0,0,3,2,0,패,대전,30.9,0,0
8.26,두산 베어스,2,1,0,10,0,1,패,부산,29.7,0,0
8.26,롯데 자이언츠,6,0,0,5,0,0,승,부산,29.7,0,0
8.26,SK 와이번스,5,0,1,8,2,2,패,서울,31.6,0,0
8.26,키움 히어로즈,6,1,3,5,2,0,승,서울,31.6,0,0
8.26,삼성 라이온즈,18,0,0,5,1,0,승,서울,31.6,0,0
8.26,LG 트윈스,7,0,0,6,2,0,패,서울,31.6,0,0
8.29,LG 트윈스,9,0,0,5,2,0,승,서울,27.8,0,0
8.29,두산 베어스,5,0,0,3,0,2,패,서울,27.8,0,0
8.29,롯데 자이언츠,14,2,1,4,3,0,승,인천,26,0,0
8.29,SK 와이번스,9,0,0,6,4,0,패,인천,26,0,0
8.29,삼성 라이온즈,6,1,0,7,2,0,승,광주,26.8,0.1,0.1
8.29,KIA 타이거즈,3,0,0,12,2,2,패,광주,26.8,0.1,0.1
8.29,키움 히어로즈,12,1,1,13,1,1,패,대전,28.2,0,0
8.29,한화 이글스,12,0,3,6,2,1,승,대전,28.2,0,0
8.31,한화 이글스,8,0,1,3,1,0,승,광주,26.9,0,0
8.31,KIA 타이거즈,4,0,0,4,2,2,패,광주,26.9,0,0
8.31,LG 트윈스,6,0,1,14,0,0,무,부산,24.6,0,0
8.31,롯데 자이언츠,6,0,2,16,0,1,무,부산,24.6,0,0
8.31,키움 히어로즈,10,0,5,7,0,0,승,대구,26,0,0
8.31,삼성 라이온즈,9,0,1,3,3,0,패,대구,26,0,0
9.1토,한화 이글스,5,0,0,11,0,0,승,광주,26.8,0,68
9.1토,KIA 타이거즈,6,0,2,10,0,1,패,광주,26.8,0,68
9.1토,LG 트윈스,11,1,1,5,1,2,승,부산,24.1,0,67
9.1토,롯데 자이언츠,5,0,0,5,1,0,패,부산,24.1,0,67
9.1토,두산 베어스,9,3,0,5,3,1,무,인천,26.2,0,86
9.1토,SK 와이번스,13,2,0,10,2,0,무,인천,26.2,0,86
9.1토,키움 히어로즈,7,2,1,8,0,0,패,대구,26.8,0,57
9.1토,삼성 라이온즈,10,2,1,4,1,1,승,대구,26.8,0,57
9.2일,KIA 타이거즈,17,3,1,8,0,0,승,대전,26.8,0,77
9.2일,한화 이글스,4,0,0,10,0,0,패,대전,26.8,0,77
9.2일,LG 트윈스,6,0,0,12,0,0,패,부산,25.5,0,69
9.2일,롯데 자이언츠,15,3,1,4,1,0,승,부산,25.5,0,69
9.2일,두산 베어스,13,1,0,7,1,0,승,인천,25.9,0,80
9.2일,SK 와이번스,9,1,0,5,0,0,패,인천,25.9,0,80
9.2일,키움 히어로즈,7,1,1,9,0,0,패,대구,28.7,0,44
9.2일,삼성 라이온즈,8,2,2,8,3,0,승,대구,28.7,0,44
9.4화,KIA 타이거즈,7,0,1,6,2,0,패,부산,26.4,0,79
9.4화,롯데 자이언츠,8,1,2,10,0,0,승,부산,26.4,0,79
9.4화,LG 트윈스,10,0,3,7,0,0,승,대구,28.3,0,65
9.4화,삼성 라이온즈,12,0,0,7,1,3,패,대구,28.3,0,65
9.5수,LG 트윈스,7,0,0,8,1,0,패,대구,28.4,0,50
9.5수,삼성 라이온즈,4,0,1,9,0,0,승,대구,28.4,0,50
9.5수,두산 베어스,5,1,3,12,0,0,패,대전,24.5,0,63
9.5수,한화 이글스,6,0,2,9,0,0,승,대전,24.5,0,63
9.5수,SK 와이번스,13,0,0,8,1,0,승,광주,24.9,0,56
9.5수,KIA 타이거즈,9,1,0,4,1,1,패,광주,24.9,0,56
9.6목,롯데 자이언츠,6,0,0,9,0,0,패,대전,24,0,54
9.6목,한화 이글스,5,1,2,8,0,0,승,대전,24,0,54
9.6목,SK 와이번스,1,0,2,7,1,1,패,광주,25.9,0,49
9.6목,KIA 타이거즈,10,0,0,6,0,0,승,광주,25.9,0,49
9.6목,키움 히어로즈,5,0,0,4,1,0,패,서울,25.1,0,36
9.6목,두산 베어스,10,1,1,3,0,0,승,서울,25.1,0,36
9.7금,한화 이글스,8,0,1,9,1,1,패,부산,25.6,0,66
9.7금,롯데 자이언츠,7,1,1,4,0,0,승,부산,25.6,0,66
9.7금,SK 와이번스,6,1,1,7,1,1,패,광주,26.1,0,67
9.7금,KIA 타이거즈,16,1,2,2,0,1,승,광주,26.1,0,67
9.7금,키움 히어로즈,6,1,1,6,1,2,승,서울,25.2,0,45
9.7금,두산 베어스,14,0,0,8,1,2,패,서울,25.2,0,45
9.8토,한화 이글스,5,0,1,10,0,0,패,부산,25.1,0,82
9.8토,롯데 자이언츠,7,2,3,8,0,0,승,부산,25.1,0,82
9.8토,KIA 타이거즈,8,0,0,3,0,1,패,서울,20.5,0,67
9.8토,LG 트윈스,14,0,3,6,1,1,승,서울,20.5,0,67
9.8토,두산 베어스,9,1,1,13,2,0,승,대구,26.9,0,60
9.8토,삼성 라이온즈,7,1,2,15,0,1,패,대구,26.9,0,60
9.8토,키움 히어로즈,9,2,2,8,0,2,패,인천,20.8,0,76
9.8토,SK 와이번스,17,0,3,10,0,0,승,인천,20.8,0,76
9.9일,KIA 타이거즈,9,0,1,5,0,1,패,서울,23.3,0,59
9.9일,LG 트윈스,14,0,1,4,1,1,승,서울,23.3,0,59
9.9일,키움 히어로즈,3,0,0,8,2,0,패,인천,22.6,0,80
9.9일,SK 와이번스,5,2,3,7,0,0,승,인천,22.6,0,80
9.10월,한화 이글스,4,0,0,7,0,0,패,부산,21.8,0,73
9.10월,롯데 자이언츠,12,2,1,5,0,0,승,부산,21.8,0,73
9.10월,KIA 타이거즈,6,0,0,4,1,3,패,서울,26.3,0,48
9.10월,LG 트윈스,13,0,0,3,0,0,승,서울,26.3,0,48
9.10월,키움 히어로즈,11,2,0,11,1,0,패,대구,22,0,72
9.10월,삼성 라이온즈,13,1,2,8,1,1,승,대구,22,0,72
9.11화,두산 베어스,8,1,0,5,0,0,승,부산,22.8,0,65
9.11화,롯데 자이언츠,4,0,0,11,0,1,패,부산,22.8,0,65
9.11화,삼성 라이온즈,6,0,1,9,1,0,패,대전,24.8,0,56
9.11화,한화 이글스,11,3,1,6,0,0,승,대전,24.8,0,56
9.12수,롯데 자이언츠,9,0,1,4,1,0,승,광주,25.2,0,65
9.12수,KIA 타이거즈,9,0,2,9,1,0,패,광주,25.2,0,65
9.12수,두산 베어스,11,1,2,6,2,2,승,서울,22,0,74
9.12수,키움 히어로즈,3,0,4,9,0,1,패,서울,22,0,74
9.12수,SK 와이번스,10,0,2,10,1,0,승,서울,22,0,74
9.12수,LG 트윈스,5,0,1,7,1,4,패,서울,22,0,74
9.12수,삼성 라이온즈,6,0,1,12,1,0,패,대전,24.1,0,80
9.12수,한화 이글스,12,0,4,7,0,0,승,대전,24.1,0,80
9.13목,두산 베어스,9,0,2,6,1,1,패,서울,19.1,0.5,89
9.13목,키움 히어로즈,10,0,4,7,0,0,승,서울,19.1,0.5,89
9.14금,롯데 자이언츠,7,0,0,7,1,0,패,광주,18.3,0.5,82
9.14금,KIA 타이거즈,16,0,0,4,0,0,승,광주,18.3,0.5,82
9.14금,롯데 자이언츠,13,2,2,8,2,1,무,광주,18.3,0.5,82
9.14금,KIA 타이거즈,14,1,1,13,1,0,무,광주,18.3,0.5,82
9.14금,한화 이글스,9,0,5,9,1,0,승,서울,20.2,0,56
9.14금,키움 히어로즈,8,1,4,11,1,0,패,서울,20.2,0,56
9.15토,한화 이글스,4,1,3,11,0,0,패,서울,23.9,0,53
9.15토,키움 히어로즈,7,3,0,7,1,0,승,서울,23.9,0,53
9.15토,KIA 타이거즈,11,1,0,2,1,0,패,인천,23.7,0,59
9.15토,SK 와이번스,15,2,3,6,1,2,승,인천,23.7,0,59
9.15토,LG 트윈스,5,0,0,3,0,0,승,서울,23.9,0,53
9.15토,두산 베어스,6,0,1,6,2,0,패,서울,23.9,0,53
9.15토,롯데 자이언츠,8,0,1,8,2,0,패,대구,21.2,0,72
9.15토,삼성 라이온즈,7,1,2,7,1,1,승,대구,21.2,0,72
9.16일,한화 이글스,13,0,2,4,2,0,승,서울,21.6,0,58
9.16일,키움 히어로즈,7,0,4,15,0,2,패,서울,21.6,0,58
9.16일,KIA 타이거즈,9,1,1,5,0,1,승,인천,21.1,0,73
9.16일,SK 와이번스,6,2,1,5,1,0,패,인천,21.1,0,73
9.16일,LG 트윈스,11,0,0,5,3,0,패,서울,21.6,0,58
9.16일,두산 베어스,11,1,1,2,1,1,승,서울,21.6,0,58
9.18화,한화 이글스,9,0,0,6,2,1,패,대구,24.9,0,48
9.18화,삼성 라이온즈,8,0,1,8,1,0,승,대구,24.9,0,48
9.18화,두산 베어스,4,1,0,4,1,1,무,광주,21.6,0,65
9.18화,KIA 타이거즈,8,0,1,12,2,0,무,광주,21.6,0,65
9.18화,SK 와이번스,10,0,0,3,2,3,승,부산,22.5,0,68
9.18화,롯데 자이언츠,5,0,1,5,1,1,패,부산,22.5,0,68
9.18화,키움 히어로즈,5,0,3,11,0,0,승,서울,22.1,0,62
9.18화,LG 트윈스,6,0,0,7,1,1,패,서울,22.1,0,62
9.19수,두산 베어스,11,0,2,9,2,0,승,광주,22.5,0,55
9.19수,KIA 타이거즈,2,0,0,7,0,0,패,광주,22.5,0,55
9.19수,SK 와이번스,9,1,1,4,0,0,승,부산,22.3,0,60
9.19수,롯데 자이언츠,7,0,0,6,0,2,패,부산,22.3,0,60
9.19수,삼성 라이온즈,9,0,1,9,2,0,패,대전,22.2,0,63
9.19수,한화 이글스,10,1,4,3,1,0,승,대전,22.2,0,63
9.19수,키움 히어로즈,9,2,2,9,0,0,승,서울,22.9,0,48
9.19수,LG 트윈스,6,0,0,3,1,1,패,서울,22.9,0,48
9.20목,한화 이글스,10,0,2,9,1,1,승,서울,22.5,0,58
9.20목,LG 트윈스,3,0,0,10,0,1,패,서울,22.5,0,58
9.20목,롯데 자이언츠,13,0,1,10,1,3,패,서울,22.5,0,58
9.20목,키움 히어로즈,8,1,2,7,0,1,승,서울,22.5,0,58
9.20목,삼성 라이온즈,7,0,0,10,0,0,승,광주,22.9,0,58
9.20목,KIA 타이거즈,6,0,3,10,0,0,패,광주,22.9,0,58
9.21금,롯데 자이언츠,12,1,0,7,0,1,패,서울,22.4,0,43
9.21금,LG 트윈스,9,0,2,4,0,1,승,서울,22.4,0,43
9.21금,삼성 라이온즈,13,1,2,6,0,1,승,광주,22.1,0,66
9.21금,KIA 타이거즈,8,0,0,6,1,0,패,광주,22.1,0,66
9.21금,키움 히어로즈,7,1,0,5,0,1,패,대전,22.2,0,61
9.21금,한화 이글스,3,1,2,8,1,0,승,대전,22.2,0,61
9.22토,SK 와이번스,7,1,0,3,2,1,승,서울,23.6,0,36
9.22토,두산 베어스,7,0,0,4,0,0,패,서울,23.6,0,36
9.22토,KIA 타이거즈,6,0,1,5,0,0,패,서울,23.6,0,36
9.22토,키움 히어로즈,8,0,1,3,1,0,승,서울,23.6,0,36
9.22토,롯데 자이언츠,6,0,0,7,1,0,패,대구,23.8,0,55
9.22토,삼성 라이온즈,9,0,1,2,0,1,승,대구,23.8,0,55
9.23일,KIA 타이거즈,10,0,0,8,1,1,승,서울,24.6,0,38
9.23일,키움 히어로즈,3,0,0,4,0,2,패,서울,24.6,0,38
9.23일,LG 트윈스,6,0,1,6,1,0,패,부산,22.4,0,64
9.23일,롯데 자이언츠,10,1,2,5,0,0,승,부산,22.4,0,64
9.23일,SK 와이번스,6,0,1,7,1,0,승,서울,24.6,0,38
9.23일,두산 베어스,7,0,0,5,3,1,패,서울,24.6,0,38
9.24월,한화 이글스,3,1,0,6,1,0,패,서울,25.3,0,26
9.24월,두산 베어스,6,1,0,5,0,0,승,서울,25.3,0,26
9.24월,LG 트윈스,8,1,2,4,1,0,승,인천,23.9,0,70
9.24월,SK 와이번스,9,1,1,8,1,2,패,인천,23.9,0,70
9.24월,롯데 자이언츠,6,1,1,3,0,0,패,대구,23.1,0,49
9.24월,삼성 라이온즈,7,0,0,11,0,1,승,대구,23.1,0,49
9.25화,한화 이글스,8,0,0,6,1,0,승,서울,25.5,0,34
9.25화,두산 베어스,7,0,1,7,1,0,패,서울,25.5,0,34
9.25화,KIA 타이거즈,7,0,0,9,0,1,승,대구,22.4,0,48
9.25화,삼성 라이온즈,6,0,1,6,2,1,패,대구,22.4,0,48
9.25화,LG 트윈스,10,1,0,8,0,0,패,인천,23.7,0,67
9.25화,SK 와이번스,13,1,1,6,1,0,승,인천,23.7,0,67
9.26수,한화 이글스,3,0,0,9,2,1,패,서울,23.4,0,52
9.26수,두산 베어스,10,0,1,2,1,0,승,서울,23.4,0,52
9.26수,KIA 타이거즈,5,2,1,6,0,0,승,대구,22,0,58
9.26수,삼성 라이온즈,2,0,0,13,0,0,패,대구,22,0,58
9.26수,SK 와이번스,11,0,1,4,1,0,승,서울,23.4,0,52
9.26수,키움 히어로즈,8,1,0,6,2,1,패,서울,23.4,0,52
9.27목,한화 이글스,3,0,0,10,0,0,패,인천,21.4,0,70
9.27목,SK 와이번스,7,0,0,6,0,0,승,인천,21.4,0,70
9.27목,삼성 라이온즈,11,0,1,2,3,0,승,부산,21.8,0,63
9.27목,롯데 자이언츠,8,0,0,9,0,2,패,부산,21.8,0,63
9.27목,키움 히어로즈,6,0,1,8,0,1,패,서울,21.5,0,54
9.27목,LG 트윈스,4,0,5,5,0,0,승,서울,21.5,0,54
9.28금,롯데 자이언츠,4,1,0,5,0,3,패,대구,24.1,0,47
9.28금,삼성 라이온즈,13,0,1,4,0,0,승,대구,24.1,0,47
9.28금,두산 베어스,20,0,3,4,4,0,승,대전,19.2,0.1,79
9.28금,한화 이글스,3,0,0,5,0,3,패,대전,19.2,0.1,79
9.28금,SK 와이번스,2,0,1,6,0,1,패,광주,21.6,0,65
9.28금,KIA 타이거즈,11,0,1,6,1,1,승,광주,21.6,0,65
9.28금,키움 히어로즈,15,2,0,5,2,0,승,서울,18.5,0,75
9.28금,LG 트윈스,6,0,1,5,0,0,패,서울,18.5,0,75
9.29토,두산 베어스,11,0,1,2,1,0,패,서울,17.4,0,52
9.29토,LG 트윈스,14,0,2,4,1,1,승,서울,17.4,0,52
9.29토,SK 와이번스,12,2,0,2,1,1,승,광주,18.4,0,56
9.29토,KIA 타이거즈,6,1,4,10,1,1,패,광주,18.4,0,56
9.29토,키움 히어로즈,7,2,6,11,1,0,승,대전,17.5,0,60
9.29토,한화 이글스,3,0,1,10,0,1,패,대전,17.5,0,60
9.30일,롯데 자이언츠,5,0,0,6,1,0,패,광주,18.8,0,56
9.30일,KIA 타이거즈,2,1,1,8,0,0,승,광주,18.8,0,56
9.30일,두산 베어스,14,0,0,9,2,1,승,서울,18.5,0,53
9.30일,LG 트윈스,9,0,2,6,0,1,패,서울,18.5,0,53
9.30일,삼성 라이온즈,13,1,1,4,0,0,승,서울,18.5,0,53
9.30일,키움 히어로즈,7,0,3,8,1,0,패,서울,18.5,0,53
10.1월,롯데 자이언츠,5,0,0,7,0,1,패,광주,21,0,56
10.1월,KIA 타이거즈,11,1,0,6,0,0,승,광주,21,0,56
10.1월,두산 베어스,4,0,1,6,0,1,패,서울,20.9,0,58
10.1월,키움 히어로즈,7,1,1,5,0,0,승,서울,20.9,0,58
10.1월,SK 와이번스,6,3,0,9,0,1,승,대전,20.1,0,60
10.1월,한화 이글스,8,0,1,10,0,1,패,대전,20.1,0,60
10.1월,삼성 라이온즈,17,2,0,4,0,0,승,서울,20.9,0,58
10.1월,LG 트윈스,9,0,0,4,1,0,패,서울,20.9,0,58
10.2화,롯데 자이언츠,12,1,0,8,1,1,승,광주,21.5,0,60
10.2화,KIA 타이거즈,7,0,1,8,1,0,패,광주,21.5,0,60
10.2화,두산 베어스,9,1,0,2,1,3,승,서울,22.2,0,53
10.2화,키움 히어로즈,3,0,1,9,0,0,패,서울,22.2,0,53
10.2화,SK 와이번스,11,0,2,8,1,1,패,대전,21,0,60
10.2화,한화 이글스,10,1,1,6,0,0,승,대전,21,0,60
10.2화,삼성 라이온즈,8,0,1,3,0,0,승,서울,22.2,0,53
10.2화,LG 트윈스,8,0,0,6,1,0,패,서울,22.2,0,53
10.3수,KIA 타이거즈,7,1,0,7,1,0,승,대전,20.8,0,59
10.3수,한화 이글스,10,0,3,7,0,2,패,대전,20.8,0,59
10.3수,두산 베어스,4,1,1,3,1,0,패,대구,20.2,0,50
10.3수,삼성 라이온즈,8,0,1,8,2,1,승,대구,20.2,0,50
10.3수,SK 와이번스,6,1,1,2,0,0,패,서울,22.6,0,45
10.3수,LG 트윈스,8,1,0,8,1,1,승,서울,22.6,0,45
10.4목,SK 와이번스,5,1,2,7,0,0,패,대구,23.1,0,29
10.4목,삼성 라이온즈,6,0,0,5,0,0,승,대구,23.1,0,29
10.4목,키움 히어로즈,5,1,0,13,0,0,무,대전,21.2,0,68
10.4목,한화 이글스,7,1,1,12,1,0,무,대전,21.2,0,68
10.5금,롯데 자이언츠,16,0,0,9,1,1,승,인천,20.1,0,73
10.5금,SK 와이번스,10,1,3,10,1,1,패,인천,20.1,0,73
10.5금,삼성 라이온즈,4,0,0,8,1,0,패,광주,20.5,0,62
10.5금,KIA 타이거즈,9,0,0,4,0,0,승,광주,20.5,0,62
10.5금,키움 히어로즈,6,1,0,4,1,1,패,서울,20.8,0,48
10.5금,두산 베어스,8,1,0,6,1,0,승,서울,20.8,0,48
10.6토,LG 트윈스,6,0,0,7,1,0,승,서울,21.3,0,53
10.6토,두산 베어스,5,0,0,10,0,0,패,서울,21.3,0,53
10.6토,롯데 자이언츠,7,0,3,10,0,1,패,인천,20.8,0,62
10.6토,SK 와이번스,9,0,2,4,1,0,승,인천,20.8,0,62
10.6토,삼성 라이온즈,11,0,1,4,1,0,승,광주,20.7,0,49
10.6토,KIA 타이거즈,5,0,0,10,0,0,패,광주,20.7,0,49
10.8월,롯데 자이언츠,12,1,0,5,0,4,승,서울,20.6,0,42
10.8월,두산 베어스,10,0,0,5,1,1,패,서울,20.6,0,42
10.9화,롯데 자이언츠,8,1,1,3,1,0,승,서울,19.4,0,53
10.9화,두산 베어스,7,0,1,4,1,1,패,서울,19.4,0,53
10.11목,두산 베어스,10,1,2,4,0,0,무,부산,18.8,0,54
10.11목,롯데 자이언츠,9,0,0,7,2,1,무,부산,18.8,0,54
10.12금,두산 베어스,7,1,0,7,0,1,패,부산,18.5,0,60
10.12금,롯데 자이언츠,12,0,0,5,2,0,승,부산,18.5,0,60
10.16화,롯데 자이언츠,5,0,0,14,0,0,패,인천,18.4,0,59
10.16화,SK 와이번스,6,1,2,8,0,0,승,인천,18.4,0,59
10.17수,롯데 자이언츠,12,1,0,5,0,1,승,인천,12.5,0,46
10.17수,SK 와이번스,10,1,4,7,0,1,패,인천,12.5,0,46
10.19금,SK 와이번스,5,0,0,7,0,1,패,부산,17.1,0,45
10.19금,롯데 자이언츠,9,0,2,5,0,0,승,부산,17.1,0,45
10.20토,SK 와이번스,8,0,3,8,0,0,승,부산,18.4,0,47
10.20토,롯데 자이언츠,6,1,0,9,1,1,패,부산,18.4,0,47
10.22월,롯데 자이언츠,7,0,2,9,0,2,패,인천,12.1,0,70
10.22월,SK 와이번스,8,0,1,6,1,2,승,인천,12.1,0,70
10.24수,SK 와이번스,5,0,1,6,0,0,패,대구,15.9,0,48
10.24수,삼성 라이온즈,5,1,0,6,0,1,승,대구,15.9,0,48
10.25목,SK 와이번스,5,1,0,9,1,1,패,대구,18.7,0,42
10.25목,삼성 라이온즈,7,1,0,9,0,0,승,대구,18.7,0,42
10.28일,삼성 라이온즈,8,1,0,6,0,3,패,인천,14.1,0,78
10.28일,SK 와이번스,17,3,2,7,0,1,승,인천,14.1,0,78
10.29월,삼성 라이온즈,8,0,0,9,0,0,패,인천,12,0,61
10.29월,SK 와이번스,8,2,0,10,0,0,승,인천,12,0,61
