day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,,,,,,,
4.15화,키움 히어로즈,11,1,2,7,1,2,1,서울,15.7,0,71,,,,,,,,,
4.16수,키움 히어로즈,9,1,0,5,0,0,1,서울,18.6,0,63,,,,,,,,,
4.22화,키움 히어로즈,14,0,0,9,0,0,1,서울,20.4,0,24,,,,,,,,,
4.23수,키움 히어로즈,8,1,0,2,0,2,0,서울,22.8,0,32,,,,,,,,,
4.24목,키움 히어로즈,11,2,0,2,0,0,1,서울,23.2,0,22,,,,,,,,,
4.25금,키움 히어로즈,8,1,0,12,0,1,0,서울,23.1,0,22,,,,,,,,,
4.26토,키움 히어로즈,16,3,0,3,0,0,1,서울,20.6,0,35,,,,,,,,,
4.27일,키움 히어로즈,6,0,0,6,1,0,0,서울,16.9,0,70,,,,,,,,,
4.29화,키움 히어로즈,13,0,2,5,1,0,1,서울,16.8,0,62,,,,,,,,,
4.30수,키움 히어로즈,5,0,2,5,0,1,0,서울,19.8,0,54,,,,,,,,,
5.1목,키움 히어로즈,8,1,0,10,0,0,1,서울,20,0,45,,,,,,,,,
5.3토,키움 히어로즈,7,1,1,5,2,1,1,광주,20.1,0,24,,,,,,,,,
5.4일,키움 히어로즈,14,3,1,3,0,2,0,광주,16.2,0,50,,,,,,,,,
5.5월,키움 히어로즈,14,3,3,7,2,0,1,광주,15.3,0,23,,,,,,,,,
5.6화,키움 히어로즈,7,1,0,6,1,0,0,서울,16.7,0,29,,,,,,,,,
5.7수,키움 히어로즈,6,2,0,8,0,0,0,서울,18.9,0,37,,,,,,,,,
5.8목,키움 히어로즈,8,2,1,7,1,1,1,서울,16.1,0,73,,,,,,,,,
5.9금,키움 히어로즈,9,1,2,8,0,1,1,서울,23,0,31,,,,,,,,,
5.10토,키움 히어로즈,7,0,1,6,0,2,0,서울,25.8,0,35,,,,,,,,,
5.11일,키움 히어로즈,12,3,1,2,2,0,1,서울,21.1,0.3,59,,,,,,,,,
5.16금,키움 히어로즈,7,1,2,6,2,1,0,부산,19.9,0,72,,,,,,,,,
5.17토,키움 히어로즈,13,0,0,3,0,1,1,부산,20.6,0,62,,,,,,,,,
5.18일,키움 히어로즈,11,1,0,10,0,3,0,부산,21,0,71,,,,,,,,,
5.20화,키움 히어로즈,8,2,0,3,2,0,1,서울,27.5,0,30,,,,,,,,,
5.21수,키움 히어로즈,11,1,0,8,1,1,0,서울,22.6,0,57,,,,,,,,,
5.22목,키움 히어로즈,9,0,0,4,3,2,0,서울,26.4,0,37,,,,,,,,,
5.23금,키움 히어로즈,6,1,1,5,0,0,0,대구,24.8,0,49,,,,,,,,,
5.24토,키움 히어로즈,6,1,1,7,0,0,0,대구,28.9,0,41,,,,,,,,,
5.25일,키움 히어로즈,5,1,0,11,0,2,0,대구,22,0,60,,,,,,,,,
5.27화,키움 히어로즈,15,3,2,4,2,0,1,서울,27,0,40,,,,,,,,,
5.28수,키움 히어로즈,7,2,0,2,2,0,1,서울,26.9,0,59,,,,,,,,,
5.29목,키움 히어로즈,7,1,4,10,0,0,0,서울,28.7,0,33,,,,,,,,,
5.30금,키움 히어로즈,13,2,2,7,2,0,1,서울,29.6,0,36,,,,,,,,,
5.31토,키움 히어로즈,12,1,1,10,1,0,0,서울,29.3,0,46,,,,,,,,,
6.1일,키움 히어로즈,13,2,2,7,0,0,1,서울,26.3,0,63,,,,,,,,,
6.3화,키움 히어로즈,9,1,0,9,0,0,0,창원,19.5,0,89,,,,,,,,,
6.4수,키움 히어로즈,8,1,0,6,0,1,0,창원,22.9,0,58,,,,,,,,,
6.5목,키움 히어로즈,8,1,3,8,0,1,0,창원,21.5,0,70,,,,,,,,,
6.6금,키움 히어로즈,20,7,0,5,0,1,1,서울,28.8,0,51,,,,,,,,,
6.7토,키움 히어로즈,13,4,2,7,0,1,1,서울,25.8,0,55,,,,,,,,,
6.8일,키움 히어로즈,12,1,2,8,0,2,0,서울,22.5,0,72,,,,,,,,,
6.12목,키움 히어로즈,13,0,2,8,0,0,1,서울,21.9,0,74,,,,,,,,,
6.17화,키움 히어로즈,11,2,3,5,2,1,1,광주,22.4,0,63,,,,,,,,,
6.18수,키움 히어로즈,13,2,2,5,1,0,1,광주,26,0,43,,,,,,,,,
6.19목,키움 히어로즈,8,1,0,11,1,0,0,광주,27.2,0,49,,,,,,,,,
6.20금,키움 히어로즈,7,2,1,9,0,0,1,서울,26,0.2,77,,,,,,,,,
6.21토,키움 히어로즈,7,1,0,4,0,0,1,서울,25.7,0,73,,,,,,,,,
6.22일,키움 히어로즈,16,1,0,3,1,0,1,서울,27.3,0,63,,,,,,,,,
6.24화,키움 히어로즈,8,0,1,9,0,1,1,대구,28.2,0,37,,,,,,,,,
6.25수,키움 히어로즈,5,2,0,7,2,6,0,대구,29.5,0,38,,,,,,,,,
6.26목,키움 히어로즈,21,5,2,10,0,1,1,대구,30.5,0,35,,,,,,,,,
6.27금,키움 히어로즈,8,1,0,8,2,1,0,서울,26.3,0,59,,,,,,,,,
6.28토,키움 히어로즈,14,0,0,10,0,1,1,서울,25,0,64,,,,,,,,,
6.29일,키움 히어로즈,13,0,1,3,3,0,1,서울,28.2,0,54,,,,,,,,,
7.1화,키움 히어로즈,13,3,0,6,1,1,1,서울,30.4,0,56,,,,,,,,,
7.2수,키움 히어로즈,11,0,0,2,2,0,1,서울,26.7,0,76,,,,,,,,,
7.3목,키움 히어로즈,12,0,0,4,1,1,1,서울,24,0,76,,,,,,,,,
7.4금,키움 히어로즈,12,0,2,6,0,1,0,서울,31.6,0,41,,,,,,,,,
7.5토,키움 히어로즈,7,2,3,6,0,0,1,서울,27.4,0,66,,,,,,,,,
7.6일,키움 히어로즈,9,2,0,7,2,0,1,서울,28.1,0,52,,,,,,,,,
7.8화,키움 히어로즈,15,4,0,4,2,0,1,대전,29.4,0,74,,,,,,,,,
7.9수,키움 히어로즈,21,3,0,8,1,1,1,대전,28.3,0,80,,,,,,,,,
7.10목,키움 히어로즈,8,1,0,8,0,0,0,대전,30.8,0,50,,,,,,,,,
7.11금,키움 히어로즈,8,2,0,3,1,0,1,서울,29,0,60,,,,,,,,,
7.12토,키움 히어로즈,9,2,0,9,1,0,0,서울,26.6,0,71,,,,,,,,,
7.13일,키움 히어로즈,11,0,0,5,2,1,0,서울,26.3,0,74,,,,,,,,,
7.16수,키움 히어로즈,6,1,0,9,1,0,1,부산,23.9,0,93,,,,,,,,,
7.26토,키움 히어로즈,6,1,1,8,1,1,0,인천,23.5,0,94,,,,,,,,,
7.27일,키움 히어로즈,11,3,0,10,2,0,1,인천,26.9,0,83,,,,,,,,,
7.28월,키움 히어로즈,11,2,2,13,0,0,1,인천,26.6,0,85,,,,,,,,,
7.29화,키움 히어로즈,16,3,0,9,0,0,1,서울,29.2,0,63,,,,,,,,,
7.30수,키움 히어로즈,10,2,0,4,2,0,1,서울,33,0,55,,,,,,,,,
7.31목,키움 히어로즈,13,3,0,7,0,0,0,서울,30.4,1.5,82,,,,,,,,,
8.1금,키움 히어로즈,5,0,0,5,2,1,0,서울,33.5,0,51,,,,,,,,,
8.2토,키움 히어로즈,8,1,0,6,2,0,1,서울,32.5,0,55,,,,,,,,,
8.4월,키움 히어로즈,8,2,0,9,1,2,0,서울,29.2,0,80,,,,,,,,,
8.5화,키움 히어로즈,7,3,0,6,0,0,1,서울,28.4,0,79,,,,,,,,,
8.7목,키움 히어로즈,11,3,0,11,0,0,1,서울,26.7,0,79,,,,,,,,,
8.8금,키움 히어로즈,21,3,0,7,2,0,1,서울,29.5,0,48,,,,,,,,,
8.9토,키움 히어로즈,12,2,0,10,1,0,0,서울,29.1,0,38,,,,,,,,,
8.11월,키움 히어로즈,10,3,5,13,2,0,0,서울,26.9,0,68,,,,,,,,,
8.12화,키움 히어로즈,15,1,0,7,1,0,1,부산,26.1,0,74,,,,,,,,,
8.13수,키움 히어로즈,11,1,1,8,1,0,1,부산,26,0,68,,,,,,,,,
8.14목,키움 히어로즈,13,3,0,10,1,0,1,서울,22.3,0,80,,,,,,,,,
8.15금,키움 히어로즈,9,4,1,8,0,0,1,서울,28.8,0,62,,,,,,,,,
8.16토,키움 히어로즈,12,1,3,5,0,0,1,광주,27.8,0,65,,,,,,,,,
8.19화,키움 히어로즈,11,1,0,6,0,0,0,서울,24.6,0,88,,,,,,,,,
8.20수,키움 히어로즈,7,0,2,6,0,1,1,서울,27,0,75,,,,,,,,,
8.21목,키움 히어로즈,10,1,0,10,0,0,0,창원,25.9,0,79,,,,,,,,,
8.22금,키움 히어로즈,4,1,0,3,0,1,0,창원,28.5,0,66,,,,,,,,,
8.27수,키움 히어로즈,8,2,2,9,0,0,1,서울,27.5,0,60,,,,,,,,,
8.28목,키움 히어로즈,11,3,0,5,0,0,1,대전,26.7,0,64,,,,,,,,,
8.29금,키움 히어로즈,17,2,1,10,1,0,0,대전,26.6,0,61,,,,,,,,,
8.30토,키움 히어로즈,10,2,1,10,1,1,1,대구,24.4,0,45,,,,,,,,,
8.31일,키움 히어로즈,11,2,0,4,2,0,1,대구,24.1,0,54,,,,,,,,,
9.4목,키움 히어로즈,13,5,0,6,0,1,1,서울,24.8,0,66,,,,,,,,,
9.5금,키움 히어로즈,10,1,3,5,0,0,1,서울,25.9,0,65,,,,,,,,,
9.6토,키움 히어로즈,11,1,0,5,1,0,0,서울,29.1,0,54,,,,,,,,,
9.7일,키움 히어로즈,11,2,1,3,0,1,1,서울,27.7,0,63,,,,,,,,,
9.9화,키움 히어로즈,19,2,0,2,1,1,1,서울,24.6,0,44,,,,,,,,,
9.10수,키움 히어로즈,10,1,2,3,1,0,1,서울,26.5,0,42,,,,,,,,,
9.11목,키움 히어로즈,4,0,0,1,0,1,0,인천,25.3,0,71,,,,,,,,,
9.12금,키움 히어로즈,4,0,0,7,1,0,0,인천,23.4,0,82,,,,,,,,,
10.3금,키움 히어로즈,12,0,0,3,1,1,0,서울,18.5,0,60,,,,,,,,,
10.4토,키움 히어로즈,7,0,0,6,0,3,1,서울,19.7,0,49,,,,,,,,,
10.5일,키움 히어로즈,9,0,0,9,2,2,0,서울,20.6,0,46,,,,,,,,,
10.7화,키움 히어로즈,10,0,3,6,1,1,1,서울,18.3,0,46,,,,,,,,,
10.8수,키움 히어로즈,8,0,3,12,0,0,1,서울,20.3,0,54,,,,,,,,,
10.13월,키움 히어로즈,10,1,1,11,0,1,1,광주,19,0,59,,,,,,,,,
10.14화,키움 히어로즈,19,3,0,5,1,1,1,부산,16.1,0,59,,,,,,,,,
10.15수,키움 히어로즈,9,2,1,6,1,1,1,부산,17.5,0,63,,,,,,,,,
10.17금,키움 히어로즈,10,3,0,10,0,2,1,서울,16.9,0,48,,,,,,,,,
10.27월,키움 히어로즈,9,1,1,9,1,0,1,서울,12.9,0,32,,,,,,,,,
10.28화,키움 히어로즈,5,1,0,14,0,2,0,서울,14,0,34,,,,,,,,,
10.30목,키움 히어로즈,10,2,0,10,1,1,1,서울,17.1,0,40,,,,,,,,,
4.1수,키움 히어로즈,6,0,0,6,4,2,0,창원,10.4,0,89,,,,,,,,,
4.3금,키움 히어로즈,16,3,1,8,1,0,1,서울,14.1,0,63,,,,,,,,,
4.4토,키움 히어로즈,7,0,2,9,1,1,0,서울,16,0,46,,,,,,,,,
4.5일,키움 히어로즈,13,3,0,9,0,4,0,서울,10.8,0,85,,,,,,,,,
4.7화,키움 히어로즈,27,4,0,10,1,0,1,서울,9.6,0,56,,,,,,,,,
4.8수,키움 히어로즈,8,0,1,9,0,0,0,서울,12,0,34,,,,,,,,,
4.9목,키움 히어로즈,0,0,0,8,0,2,0,서울,12.9,0,36,,,,,,,,,
4.10금,키움 히어로즈,6,1,0,8,0,0,1,서울,15.9,0,33,,,,,,,,,
4.11토,키움 히어로즈,9,0,0,12,0,3,0,서울,17.5,0,23,,,,,,,,,
4.12일,키움 히어로즈,7,1,0,5,4,0,0,서울,18.8,0,18,,,,,,,,,
4.15수,키움 히어로즈,8,1,1,9,0,0,1,인천,12.4,0,95,,,,,,,,,
4.16목,키움 히어로즈,1,0,0,7,0,0,0,인천,9.5,0,82,,,,,,,,,
4.17금,키움 히어로즈,8,0,1,7,0,1,1,광주,17.3,0,32,,,,,,,,,
4.18토,키움 히어로즈,10,1,0,9,0,1,1,광주,18,0,24,,,,,,,,,
4.19일,키움 히어로즈,22,3,0,9,0,1,1,광주,18.5,0,80,,,,,,,,,
4.21화,키움 히어로즈,14,3,0,15,0,0,1,서울,18.4,0,21,,,,,,,,,
4.22수,키움 히어로즈,13,3,0,9,1,1,0,서울,18.2,0,39,,,,,,,,,
4.23목,키움 히어로즈,9,0,0,10,0,1,0,서울,17.5,0,26,,,,,,,,,
4.24금,키움 히어로즈,12,3,1,8,1,1,1,수원,18.8,0,24,,,,,,,,,
4.25토,키움 히어로즈,9,2,0,9,2,0,1,수원,19.4,0,18,,,,,,,,,
4.26일,키움 히어로즈,11,2,0,6,0,2,1,수원,22.7,0,40,,,,,,,,,
4.28화,키움 히어로즈,11,2,0,4,0,0,1,서울,24.1,0,35,,,,,,,,,
4.30목,키움 히어로즈,13,0,0,7,1,2,0,서울,25.6,0,44,,,,,,,,,
5.1금,키움 히어로즈,9,1,2,11,1,0,1,서울,24.4,0,45,,,,,,,,,
5.2토,키움 히어로즈,8,0,0,4,3,0,1,서울,23.5,0,53,,,,,,,,,
5.3일,키움 히어로즈,9,2,1,10,3,1,1,서울,19.5,0,83,,,,,,,,,
5.5화,키움 히어로즈,11,3,0,7,3,2,1,서울,17.4,0,25,,,,,,,,,
5.6수,키움 히어로즈,8,0,0,9,1,0,0,서울,19.6,0,19,,,,,,,,,
5.7목,키움 히어로즈,6,2,0,14,0,1,0,서울,16.8,0,20,,,,,,,,,
5.8금,키움 히어로즈,4,4,0,10,0,0,1,서울,19.7,0,58,,,,,,,,,
5.9토,키움 히어로즈,14,1,2,3,3,1,1,서울,21.4,0,48,,,,,,,,,
5.10일,키움 히어로즈,9,3,1,10,0,3,0,서울,23.7,0,29,,,,,,,,,
5.12화,키움 히어로즈,10,1,0,9,0,0,0,부산,16.1,0,78,,,,,,,,,
5.13수,키움 히어로즈,12,2,1,11,0,2,0,부산,21.6,0,38,,,,,,,,,
5.14목,키움 히어로즈,18,3,0,9,0,0,1,부산,19.6,0,89,,,,,,,,,
5.15금,키움 히어로즈,9,0,4,6,2,1,1,대전,20.7,0,82,,,,,,,,,
5.16토,키움 히어로즈,9,1,1,7,0,1,1,대전,24.4,0,18,,,,,,,,,
5.17일,키움 히어로즈,7,1,2,7,0,1,0,대전,25.5,0,24,,,,,,,,,
5.19화,키움 히어로즈,17,1,0,9,2,1,1,서울,15,0.5,94,,,,,,,,,
5.20수,키움 히어로즈,14,2,0,10,0,1,1,서울,20.9,0,38,,,,,,,,,
5.21목,키움 히어로즈,8,1,0,10,1,1,0,서울,21.3,0,37,,,,,,,,,
5.22금,키움 히어로즈,2,0,0,9,0,0,0,서울,24.6,0,28,,,,,,,,,
5.23토,키움 히어로즈,9,1,1,8,1,1,0,서울,26.7,0,22,,,,,,,,,
5.24일,키움 히어로즈,14,0,0,6,1,3,0,서울,25.8,0,25,,,,,,,,,
5.26화,키움 히어로즈,7,0,0,5,1,1,0,대구,33.4,0,16,,,,,,,,,
5.27수,키움 히어로즈,17,5,0,8,0,0,1,대구,32.1,0,20,,,,,,,,,
5.28목,키움 히어로즈,16,5,0,10,1,1,1,대구,30,0,31,,,,,,,,,
5.29금,키움 히어로즈,14,2,0,7,0,0,1,인천,21.9,0,61,,,,,,,,,
5.31일,키움 히어로즈,10,2,1,8,1,1,1,인천,23.5,0,62,,,,,,,,,
6.2화,키움 히어로즈,10,3,1,9,0,0,1,서울,26.1,0,31,,,,,,,,,
6.3수,키움 히어로즈,6,0,0,9,3,0,0,서울,28.8,0,16,,,,,,,,,
6.4목,키움 히어로즈,16,4,0,6,0,0,1,서울,26.2,0,28,,,,,,,,,
6.5금,키움 히어로즈,12,4,2,12,0,1,1,서울,19.5,0,59,,,,,,,,,
6.6토,키움 히어로즈,14,3,0,6,1,1,1,서울,27.2,0,36,,,,,,,,,
6.7일,키움 히어로즈,9,0,1,12,0,2,0,서울,26.8,0,32,,,,,,,,,
6.9화,키움 히어로즈,9,1,3,8,3,2,0,광주,26.8,0,50,,,,,,,,,
6.10수,키움 히어로즈,9,1,1,7,1,0,1,광주,28.5,0,33,,,,,,,,,
6.11목,키움 히어로즈,9,2,0,4,0,1,0,광주,24.7,0,71,,,,,,,,,
6.12금,키움 히어로즈,8,1,1,10,0,1,0,수원,27,0,51,,,,,,,,,
6.13토,키움 히어로즈,14,1,0,9,0,0,1,수원,25.6,0,72,,,,,,,,,
6.14일,키움 히어로즈,14,1,1,8,1,1,1,수원,24.2,0,60,,,,,,,,,
6.16화,키움 히어로즈,14,1,0,6,1,0,1,서울,28.3,0,53,,,,,,,,,
6.17수,키움 히어로즈,6,1,0,4,2,0,0,서울,24.1,0,68,,,,,,,,,
6.18목,키움 히어로즈,14,2,1,6,0,1,1,서울,29.6,0,40,,,,,,,,,
6.19금,키움 히어로즈,7,1,0,8,3,1,0,서울,27.9,0,48,,,,,,,,,
6.21일,키움 히어로즈,8,1,0,5,2,0,1,서울,27.9,0,52,,,,,,,,,
6.23화,키움 히어로즈,5,0,0,7,0,1,0,대전,29.5,0,47,,,,,,,,,
6.26금,키움 히어로즈,9,0,0,7,0,1,0,부산,23.8,0,85,,,,,,,,,
6.27토,키움 히어로즈,8,1,0,6,0,1,1,부산,21.2,0,78,,,,,,,,,
6.28일,키움 히어로즈,12,2,1,6,1,1,1,부산,21.9,0,75,,,,,,,,,
7.1수,키움 히어로즈,16,3,0,9,0,3,0,서울,25.9,0,53,,,,,,,,,
7.2목,키움 히어로즈,6,0,0,5,0,0,1,서울,27.2,0,33,,,,,,,,,
7.3금,키움 히어로즈,14,1,0,6,1,1,0,서울,26.3,0,51,,,,,,,,,
7.4토,키움 히어로즈,13,0,1,8,2,3,1,서울,27.9,0,49,,,,,,,,,
7.5일,키움 히어로즈,9,1,2,7,1,0,1,서울,27,0,48,,,,,,,,,
7.7화,키움 히어로즈,6,0,0,11,0,0,0,서울,28.4,0,50,,,,,,,,,
7.8수,키움 히어로즈,15,0,2,12,0,1,1,서울,25.2,0,65,,,,,,,,,
7.9목,키움 히어로즈,16,3,2,3,1,0,1,서울,29.3,0,57,,,,,,,,,
7.10금,키움 히어로즈,10,0,1,11,2,1,0,서울,33.6,0,46,,,,,,,,,
7.11토,키움 히어로즈,7,2,0,10,1,2,0,서울,32.7,0,53,,,,,,,,,
7.14화,키움 히어로즈,15,2,0,9,0,0,1,대구,30.6,0,55,,,,,,,,,
7.15수,키움 히어로즈,7,1,0,9,0,2,0,대구,27.6,0,56,,,,,,,,,
7.16목,키움 히어로즈,16,1,2,7,0,2,0,대구,23.5,0,59,,,,,,,,,
7.21화,키움 히어로즈,7,0,0,4,0,1,1,서울,29.5,0,68,,,,,,,,,
7.22수,키움 히어로즈,8,0,1,6,2,1,0,서울,29.4,0,72,,,,,,,,,
7.26일,키움 히어로즈,17,5,1,8,0,0,1,서울,27.7,0,75,,,,,,,,,
7.28화,키움 히어로즈,14,3,0,4,0,1,1,서울,29.8,0,63,,,,,,,,,
7.29수,키움 히어로즈,14,1,3,7,0,0,1,서울,28.8,0,77,,,,,,,,,
7.30목,키움 히어로즈,16,4,1,7,2,0,1,서울,31.5,0,65,,,,,,,,,
7.31금,키움 히어로즈,13,4,0,6,1,0,1,창원,30,0,73,,,,,,,,,
8.1토,키움 히어로즈,6,1,0,7,0,1,0,창원,30,0,65,,,,,,,,,
8.2일,키움 히어로즈,8,1,0,9,1,0,0,창원,28.2,0,77,,,,,,,,,
8.4화,키움 히어로즈,15,4,1,8,2,0,1,서울,29,0,71,,,,,,,,,
8.5수,키움 히어로즈,10,2,1,8,1,1,1,서울,31.7,0,52,,,,,,,,,
8.6목,키움 히어로즈,6,1,0,6,0,1,0,서울,32.7,0,54,,,,,,,,,
8.7금,키움 히어로즈,14,0,1,9,1,1,0,서울,28.2,0.5,80,,,,,,,,,
8.9일,키움 히어로즈,10,1,1,8,0,0,0,대구,31.8,0,52,,,,,,,,,
8.10월,키움 히어로즈,17,2,0,8,0,0,1,대구,31,0,49,,,,,,,,,
8.11화,키움 히어로즈,10,4,1,10,1,0,0,서울,28.6,0,60,,,,,,,,,
8.12수,키움 히어로즈,10,2,0,10,0,1,0,서울,31.1,0,53,,,,,,,,,
8.13목,키움 히어로즈,17,2,0,5,1,1,1,서울,27.5,0,67,,,,,,,,,
8.14금,키움 히어로즈,12,0,0,2,2,0,1,서울,30.1,0,59,,,,,,,,,
8.15토,키움 히어로즈,6,2,2,6,0,0,0,서울,29.2,0,62,,,,,,,,,
8.17월,키움 히어로즈,16,1,0,8,2,1,1,서울,30.3,0,52,,,,,,,,,
8.18화,키움 히어로즈,9,0,0,4,1,2,0,수원,30.6,0,54,,,,,,,,,
8.19수,키움 히어로즈,10,1,0,5,5,2,0,수원,28.9,0,57,,,,,,,,,
8.20목,키움 히어로즈,11,2,0,14,0,1,1,서울,26.4,0,69,,,,,,,,,
8.21금,키움 히어로즈,8,3,0,8,0,1,0,서울,28.6,0,59,,,,,,,,,
8.22토,키움 히어로즈,9,0,0,4,2,1,0,서울,27.2,0,59,,,,,,,,,
8.23일,키움 히어로즈,11,1,3,8,0,2,0,서울,29.6,0,52,,,,,,,,,
8.26수,키움 히어로즈,13,2,1,4,2,0,1,서울,23.4,0,62,,,,,,,,,
8.27목,키움 히어로즈,10,1,1,3,1,0,0,부산,25.9,0,77,,,,,,,,,
8.28금,키움 히어로즈,11,1,1,8,0,0,1,부산,26,0,82,,,,,,,,,
8.29토,키움 히어로즈,17,2,2,6,1,0,1,광주,28.2,0,50,,,,,,,,,
8.30일,키움 히어로즈,10,1,1,4,0,0,1,광주,26.2,0,71,,,,,,,,,
9.1화,키움 히어로즈,11,3,2,10,1,0,1,서울,28.4,0,52,,,,,,,,,
9.2수,키움 히어로즈,15,0,0,3,0,2,1,서울,24.8,0,67,,,,,,,,,
9.3목,키움 히어로즈,14,2,3,7,1,1,1,대전,26.9,0,62,,,,,,,,,
9.4금,키움 히어로즈,11,1,1,6,2,0,1,대전,28.1,0,58,,,,,,,,,
9.5토,키움 히어로즈,12,1,2,10,0,2,1,인천,22.8,0,98,,,,,,,,,
9.6일,키움 히어로즈,6,0,4,10,0,0,0,인천,24.4,0,63,,,,,,,,,
9.8화,키움 히어로즈,13,1,1,4,0,0,1,서울,27.5,0,26,,,,,,,,,
9.9수,키움 히어로즈,11,1,0,3,2,1,1,서울,26.9,0,30,,,,,,,,,
9.10목,키움 히어로즈,8,3,1,6,0,0,1,창원,22.4,0,65,,,,,,,,,
9.11금,키움 히어로즈,8,1,0,2,0,2,0,창원,23.7,0,76,,,,,,,,,
9.12토,키움 히어로즈,7,1,1,3,2,0,1,서울,21.5,0,44,,,,,,,,,
9.13일,키움 히어로즈,10,1,3,7,0,0,0,서울,23.5,0,40,,,,,,,,,
9.16수,키움 히어로즈,7,0,0,8,2,0,0,서울,25.6,0,35,,,,,,,,,
9.19토,키움 히어로즈,10,0,1,11,0,0,1,서울,25.1,0,48,,,,,,,,,
9.20일,키움 히어로즈,5,1,0,5,1,0,0,창원,21.7,0,77,,,,,,,,,
9.21월,키움 히어로즈,13,1,2,9,0,0,1,창원,22.2,0,75,,,,,,,,,
9.23수,키움 히어로즈,13,1,1,5,1,0,1,서울,23.8,0,51,,,,,,,,,
9.24목,키움 히어로즈,9,1,0,8,0,3,0,서울,27.8,0,35,,,,,,,,,
9.25금,키움 히어로즈,5,0,0,7,0,0,0,대전,25.2,0,57,,,,,,,,,
9.26토,키움 히어로즈,5,1,1,9,1,2,0,대전,24.2,0,53,,,,,,,,,
9.27일,키움 히어로즈,12,1,2,8,1,1,1,서울,26.6,0,29,,,,,,,,,
9.28월,키움 히어로즈,11,0,0,11,1,0,0,인천,23.8,0,41,,,,,,,,,
9.29화,키움 히어로즈,11,2,2,9,0,0,0,서울,25.3,0,32,,,,,,,,,
10.1목,키움 히어로즈,6,0,0,8,1,0,1,서울,17.9,0,88,,,,,,,,,
10.2금,키움 히어로즈,13,4,2,3,0,1,1,서울,19.5,0,53,,,,,,,,,
10.3토,키움 히어로즈,1,0,0,12,0,0,0,서울,19.9,0,28,,,,,,,,,
10.7수,키움 히어로즈,8,0,1,13,1,1,1,서울,22,0,53,,,,,,,,,
10.10토,키움 히어로즈,5,2,0,7,0,0,0,서울,13.3,0,76,,,,,,,,,
10.11일,키움 히어로즈,7,1,0,8,0,1,0,서울,12,1.5,90,,,,,,,,,
10.13화,키움 히어로즈,10,2,0,5,0,0,1,서울,18.1,0,61,,,,,,,,,
10.14수,키움 히어로즈,13,1,1,6,0,2,0,서울,20.3,0,52,,,,,,,,,
4.1금,키움 히어로즈,6,0,0,6,0,1,0,서울,18.9,0,20,,,,,,,,,
4.2토,키움 히어로즈,9,0,1,6,1,0,1,서울,17.5,0,32,,,,,,,,,
4.3일,키움 히어로즈,11,0,3,7,0,1,1,서울,10.4,0,77,,,,,,,,,
4.5화,키움 히어로즈,7,1,2,11,1,1,0,대전,18.6,0,21,,,,,,,,,
4.6수,키움 히어로즈,6,0,0,12,0,0,1,대전,20.8,0,17,,,,,,,,,
4.7목,키움 히어로즈,7,2,1,4,1,0,1,대전,17.7,0,61,,,,,,,,,
4.8금,키움 히어로즈,9,1,2,12,1,2,0,서울,11.7,0,74,,,,,,,,,
4.10일,키움 히어로즈,8,0,0,10,0,0,1,서울,14.8,0,70,,,,,,,,,
4.12화,키움 히어로즈,11,1,0,5,0,0,1,서울,17.3,0,34,,,,,,,,,
4.13수,키움 히어로즈,13,1,4,10,0,0,0,서울,20.6,0,56,,,,,,,,,
4.14목,키움 히어로즈,7,2,1,9,2,1,0,서울,16.8,0,54,,,,,,,,,
4.15금,키움 히어로즈,10,0,1,6,0,4,0,광주,20.6,0,39,,,,,,,,,
4.17일,키움 히어로즈,9,0,0,3,3,0,1,광주,14.7,0,49,,,,,,,,,
4.19화,키움 히어로즈,10,1,0,8,1,0,1,인천,12.5,0,75,,,,,,,,,
4.20수,키움 히어로즈,8,1,0,9,2,3,0,인천,13.1,0,96,,,,,,,,,
4.21목,키움 히어로즈,6,1,1,11,0,2,0,인천,15.6,0,98,,,,,,,,,
4.22금,키움 히어로즈,14,2,0,6,2,0,1,서울,12.3,0,90,,,,,,,,,
