day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,,,,,,,
4.23토,키움 히어로즈,18,2,0,11,0,2,1,서울,16.7,0,17,,,,,,,,,
4.24일,키움 히어로즈,11,0,2,6,0,1,0,서울,20.7,0,28,,,,,,,,,
4.26화,키움 히어로즈,9,0,0,10,1,0,0,창원,19.8,0,58,,,,,,,,,
4.28목,키움 히어로즈,9,1,1,7,0,1,1,창원,14.2,0,82,,,,,,,,,
4.29금,키움 히어로즈,7,0,1,7,1,0,0,서울,18.9,0,42,,,,,,,,,
4.30토,키움 히어로즈,5,0,1,7,1,1,0,서울,18.8,0,35,,,,,,,,,
5.1일,키움 히어로즈,14,1,1,5,0,0,1,서울,22.9,0,29,,,,,,,,,
5.3화,키움 히어로즈,11,1,0,10,0,0,1,대구,15.2,0,63,,,,,,,,,
5.4수,키움 히어로즈,10,1,1,5,1,0,1,대구,22.6,0,20,,,,,,,,,
5.5목,키움 히어로즈,4,1,0,5,0,1,0,대구,24.1,0,32,,,,,,,,,
5.6금,키움 히어로즈,20,3,3,7,0,0,1,서울,14.9,0,95,,,,,,,,,
5.7토,키움 히어로즈,8,0,3,7,1,0,1,서울,21.1,0,39,,,,,,,,,
5.8일,키움 히어로즈,10,2,0,6,0,2,1,서울,22.9,0,27,,,,,,,,,
5.11수,키움 히어로즈,17,4,0,13,1,0,1,부산,16.3,0,75,,,,,,,,,
5.12목,키움 히어로즈,3,0,0,12,1,0,0,부산,20.5,0,44,,,,,,,,,
5.13금,키움 히어로즈,10,0,1,8,1,2,0,서울,25.1,0,30,,,,,,,,,
5.14토,키움 히어로즈,5,1,0,8,0,0,0,서울,24.4,0,34,,,,,,,,,
5.15일,키움 히어로즈,8,1,0,4,2,3,0,서울,17.6,8.5,94,,,,,,,,,
5.17화,키움 히어로즈,10,1,1,8,1,0,1,서울,26.1,0,30,,,,,,,,,
5.18수,키움 히어로즈,16,1,0,5,1,1,1,서울,28.8,0,18,,,,,,,,,
5.19목,키움 히어로즈,8,0,1,10,3,0,0,서울,29.4,0,21,,,,,,,,,
5.20금,키움 히어로즈,4,0,1,11,1,0,0,서울,27.6,0,39,,,,,,,,,
5.21토,키움 히어로즈,13,2,2,4,0,1,1,서울,28.6,0,16,,,,,,,,,
5.22일,키움 히어로즈,10,1,0,6,0,1,0,서울,28.5,0,31,,,,,,,,,
5.24화,키움 히어로즈,4,0,2,6,1,1,1,서울,18.7,0,68,,,,,,,,,
5.25수,키움 히어로즈,15,1,0,5,1,0,1,서울,22.5,0,61,,,,,,,,,
5.26목,키움 히어로즈,7,0,1,8,1,1,0,서울,20.5,0,68,,,,,,,,,
5.27금,키움 히어로즈,4,0,0,5,1,0,0,수원,23.4,0,45,,,,,,,,,
5.28토,키움 히어로즈,11,0,2,6,2,1,1,수원,23.1,0,45,,,,,,,,,
5.29일,키움 히어로즈,8,2,2,4,2,1,1,수원,23.2,0,48,,,,,,,,,
5.31화,키움 히어로즈,9,0,0,8,0,1,0,서울,25.2,0,52,,,,,,,,,
6.1,키움 히어로즈,11,1,0,5,1,0,1,서울,28.9,0,27,,,,,,,,,
6.2,키움 히어로즈,12,4,0,8,0,0,0,서울,27.6,0,29,,,,,,,,,
6.3,키움 히어로즈,14,1,4,2,2,0,1,광주,25.6,0,50,,,,,,,,,
6.5,키움 히어로즈,8,1,1,4,1,1,1,광주,24.4,0,63,,,,,,,,,
6.7,키움 히어로즈,5,1,1,9,0,0,0,창원,21.8,0,81,,,,,,,,,
6.8,키움 히어로즈,11,0,0,11,0,0,0,창원,22.8,0,82,,,,,,,,,
6.9,키움 히어로즈,11,0,0,11,2,2,0,창원,22.7,0,82,,,,,,,,,
6.1,키움 히어로즈,8,0,2,10,1,1,0,서울,26.6,0,55,,,,,,,,,
6.11,키움 히어로즈,8,0,0,3,1,2,1,서울,24.9,0,76,,,,,,,,,
6.12,키움 히어로즈,14,1,2,6,0,0,1,서울,25.9,0,66,,,,,,,,,
6.14,키움 히어로즈,10,1,0,10,1,0,1,서울,24.6,0,57,,,,,,,,,
6.15,키움 히어로즈,11,0,0,8,1,3,0,서울,21.1,0,89,,,,,,,,,
6.16,키움 히어로즈,14,2,1,7,1,1,1,서울,23.1,0,62,,,,,,,,,
6.17,키움 히어로즈,6,2,1,9,1,1,0,대전,28.2,0,46,,,,,,,,,
6.18,키움 히어로즈,13,1,2,10,0,1,1,대전,29.2,0,48,,,,,,,,,
6.19,키움 히어로즈,13,1,5,4,1,0,1,대전,29.4,0,41,,,,,,,,,
6.21,키움 히어로즈,18,0,6,5,0,1,1,서울,27.8,0,54,,,,,,,,,
6.22,키움 히어로즈,10,2,1,1,1,0,1,서울,23.7,0.5,89,,,,,,,,,
6.23,키움 히어로즈,3,0,1,3,0,2,0,서울,26.5,0,68,,,,,,,,,
6.24,키움 히어로즈,8,2,0,4,1,0,0,서울,25.1,0,69,,,,,,,,,
6.25,키움 히어로즈,13,1,2,6,4,0,1,서울,25.8,0,50,,,,,,,,,
6.26,키움 히어로즈,6,0,1,8,2,0,0,서울,28.4,0,45,,,,,,,,,
6.28,키움 히어로즈,9,0,0,7,1,1,0,서울,28.6,0,42,,,,,,,,,
6.29,키움 히어로즈,16,3,0,3,3,0,1,서울,26.7,0,61,,,,,,,,,
6.3,키움 히어로즈,14,0,0,5,1,0,1,서울,26.1,0,73,,,,,,,,,
7.1금,키움 히어로즈,16,3,0,3,0,0,1,서울,23.6,4,92,,,,,,,,,
7.2토,키움 히어로즈,13,0,2,8,0,1,1,서울,26.7,0,62,,,,,,,,,
7.3일,키움 히어로즈,12,0,4,5,2,1,1,서울,26.3,0,53,,,,,,,,,
7.6수,키움 히어로즈,9,0,0,5,1,1,1,서울,26.4,0,59,,,,,,,,,
7.7목,키움 히어로즈,7,0,0,4,0,0,0,서울,27.5,0,59,,,,,,,,,
7.8금,키움 히어로즈,13,3,1,4,1,2,0,서울,32.2,0,48,,,,,,,,,
7.9토,키움 히어로즈,9,0,0,6,1,1,1,서울,30.3,0,60,,,,,,,,,
7.10일,키움 히어로즈,13,1,1,5,0,1,1,서울,30.2,0,61,,,,,,,,,
7.12화,키움 히어로즈,10,2,2,8,0,0,1,수원,27.4,0,71,,,,,,,,,
7.13수,키움 히어로즈,9,2,3,10,0,1,1,수원,27.5,0,65,,,,,,,,,
7.14목,키움 히어로즈,17,3,0,7,0,0,1,수원,29.1,0,61,,,,,,,,,
7.19화,키움 히어로즈,10,2,1,8,1,1,0,서울,31.3,0,49,,,,,,,,,
7.20수,키움 히어로즈,9,1,0,1,1,1,1,서울,30.9,0,59,,,,,,,,,
7.21목,키움 히어로즈,10,0,3,5,1,1,1,서울,31.3,0,55,,,,,,,,,
7.22금,키움 히어로즈,14,2,3,4,1,2,0,인천,29,0,93,,,,,,,,,
7.23토,키움 히어로즈,12,1,1,3,1,0,1,인천,27.6,0,98,,,,,,,,,
7.24일,키움 히어로즈,5,1,2,4,0,1,0,인천,27.6,0,98,,,,,,,,,
7.26화,키움 히어로즈,5,0,0,4,3,2,0,서울,29.9,0,64,,,,,,,,,
7.27수,키움 히어로즈,17,2,2,4,1,1,1,서울,28.4,0,75,,,,,,,,,
7.28목,키움 히어로즈,13,1,0,3,0,1,1,서울,29.3,0,61,,,,,,,,,
7.29금,키움 히어로즈,11,1,2,7,2,0,0,대구,34.2,0,54,,,,,,,,,
8.3,키움 히어로즈,14,1,1,6,2,1,0,부산,28.4,0,0,,,,,,,,,
8.4,키움 히어로즈,10,2,1,14,0,0,1,부산,29.2,0,0,,,,,,,,,
8.5,키움 히어로즈,10,1,1,1,2,1,0,서울,35.1,0,0,,,,,,,,,
8.6,키움 히어로즈,12,2,0,5,2,2,0,서울,33.5,0,0,,,,,,,,,
8.7,키움 히어로즈,6,0,1,2,2,0,1,서울,33.5,0,0,,,,,,,,,
8.9,키움 히어로즈,12,1,0,6,0,1,1,수원,32.5,0,0,,,,,,,,,
8.1,키움 히어로즈,14,1,0,4,0,1,1,수원,31,0,0,,,,,,,,,
8.11,키움 히어로즈,13,2,6,8,1,0,1,서울,34.7,0,0,,,,,,,,,
8.12,키움 히어로즈,9,0,2,10,1,1,0,서울,33.7,0,0,,,,,,,,,
8.13,키움 히어로즈,7,0,0,7,0,0,0,서울,32.9,0,0,,,,,,,,,
8.14,키움 히어로즈,6,1,1,4,0,0,0,서울,30.7,0,0,,,,,,,,,
8.16,키움 히어로즈,10,1,3,10,1,2,1,서울,31,0,0,,,,,,,,,
8.17,키움 히어로즈,13,2,0,4,0,1,1,서울,33.5,0,0,,,,,,,,,
8.18,키움 히어로즈,11,1,1,3,1,0,1,서울,31.7,0,0,,,,,,,,,
8.19,키움 히어로즈,7,0,0,3,1,0,0,서울,26.7,10.5,0,,,,,,,,,
8.2,키움 히어로즈,8,1,3,3,1,0,1,서울,33.5,0,0,,,,,,,,,
8.21,키움 히어로즈,7,0,1,7,1,0,1,서울,34,0,0,,,,,,,,,
8.24,키움 히어로즈,12,4,3,4,1,0,1,대전,32.8,0,0,,,,,,,,,
8.25,키움 히어로즈,11,0,0,6,2,0,0,서울,27.6,0.3,0,,,,,,,,,
8.26,키움 히어로즈,7,0,0,6,0,1,0,서울,27,0,0,,,,,,,,,
8.27,키움 히어로즈,11,2,2,5,1,0,1,창원,25.2,0,0,,,,,,,,,
8.3,키움 히어로즈,6,1,0,7,1,0,0,대구,23.5,0,0,,,,,,,,,
8.31,키움 히어로즈,13,0,2,9,0,1,1,대구,26.7,0,0,,,,,,,,,
9.1,키움 히어로즈,9,0,0,8,2,0,1,서울,27.7,0,44,,,,,,,,,
9.2,키움 히어로즈,16,2,2,5,0,0,1,서울,25.8,0,62,,,,,,,,,
9.3,키움 히어로즈,17,2,1,11,1,2,0,서울,27.9,0,59,,,,,,,,,
9.4,키움 히어로즈,15,1,2,6,2,0,1,서울,27.5,0,68,,,,,,,,,
9.6,키움 히어로즈,8,0,1,6,1,1,0,서울,26.6,0,57,,,,,,,,,
9.7,키움 히어로즈,5,0,0,9,2,0,0,서울,26,0,64,,,,,,,,,
9.8,키움 히어로즈,6,0,1,10,1,0,0,인천,24.5,0,91,,,,,,,,,
9.9,키움 히어로즈,6,0,1,4,0,0,0,인천,25.2,0,89,,,,,,,,,
9.1,키움 히어로즈,13,1,0,3,0,1,1,서울,27.4,0,51,,,,,,,,,
9.11,키움 히어로즈,11,0,0,8,2,0,0,서울,25.7,0,63,,,,,,,,,
9.13,키움 히어로즈,7,1,3,8,1,0,0,광주,27.6,0,71,,,,,,,,,
9.14,키움 히어로즈,9,3,0,7,1,0,1,광주,25.2,0,78,,,,,,,,,
9.15,키움 히어로즈,17,1,0,3,1,0,1,서울,26.1,0,66,,,,,,,,,
9.16,키움 히어로즈,10,1,1,9,0,0,1,서울,26.1,0,59,,,,,,,,,
9.18,키움 히어로즈,12,2,0,10,1,0,0,부산,21.2,0,79,,,,,,,,,
9.19,키움 히어로즈,13,1,1,5,1,0,1,부산,20.4,0,79,,,,,,,,,
9.2,키움 히어로즈,8,2,1,5,0,0,0,광주,24.3,0,43,,,,,,,,,
9.21,키움 히어로즈,7,0,3,4,0,1,0,광주,22.4,0,50,,,,,,,,,
9.24,키움 히어로즈,11,1,2,7,0,0,0,대구,24.9,0,57,,,,,,,,,
9.25,키움 히어로즈,12,0,1,10,0,1,0,대구,24.3,0,72,,,,,,,,,
9.29,키움 히어로즈,15,2,0,7,1,1,1,서울,21.7,0,61,,,,,,,,,
10.2,키움 히어로즈,13,1,2,11,1,1,1,대전,22.6,0,83,,,,,,,,,
10.4,키움 히어로즈,5,0,1,8,0,0,1,창원,23.8,0,66,,,,,,,,,
10.5,키움 히어로즈,7,2,0,7,1,0,0,창원,22.5,0,83,,,,,,,,,
10.7,키움 히어로즈,8,0,2,10,0,0,0,부산,19.9,0,76,,,,,,,,,
10.9,키움 히어로즈,10,0,0,6,1,3,0,부산,16.1,0,59,,,,,,,,,
10.13,키움 히어로즈,11,0,0,7,1,0,0,서울,18.1,0,39,,,,,,,,,
10.14,키움 히어로즈,10,1,0,8,1,1,1,서울,20.4,0,56,,,,,,,,,
10.16,키움 히어로즈,6,0,0,3,0,1,0,서울,17.2,0,80,,,,,,,,,
10.17,키움 히어로즈,6,0,0,6,0,2,0,서울,18.9,0,74,,,,,,,,,
4.1,키움 히어로즈,12,0,1,9,1,0,0,서울,11.7,0,51,,,,,,,,,
4.2,키움 히어로즈,3,0,1,6,0,1,0,서울,12.7,0,34,,,,,,,,,
4.4,키움 히어로즈,9,1,0,5,1,0,0,부산,16.7,0,42,,,,,,,,,
4.6,키움 히어로즈,8,2,0,5,0,0,0,부산,14,0,97,,,,,,,,,
4.7,키움 히어로즈,11,1,2,4,1,1,1,서울,19.4,0,55,,,,,,,,,
4.8,키움 히어로즈,20,2,0,6,1,1,1,서울,15.2,0,70,,,,,,,,,
4.9,키움 히어로즈,19,1,0,5,2,1,1,서울,17.3,0,40,,,,,,,,,
4.11,키움 히어로즈,17,2,0,6,1,0,1,서울,18.7,0,37,,,,,,,,,
4.12,키움 히어로즈,8,0,1,8,1,1,1,서울,12.4,0,15,,,,,,,,,
4.13,키움 히어로즈,9,0,0,9,1,0,0,서울,15.9,0,53,,,,,,,,,
4.14,키움 히어로즈,7,1,0,9,0,0,0,광주,18.6,0,52,,,,,,,,,
4.15,키움 히어로즈,13,0,0,6,3,0,0,광주,23.9,0,41,,,,,,,,,
4.16,키움 히어로즈,13,0,1,9,0,0,0,광주,26.1,0,24,,,,,,,,,
4.18,키움 히어로즈,8,1,0,9,0,1,0,인천,10.3,0,95,,,,,,,,,
4.19,키움 히어로즈,6,0,0,5,3,2,0,인천,13.2,0,55,,,,,,,,,
4.2,키움 히어로즈,11,1,0,8,0,2,1,인천,13.6,0,55,,,,,,,,,
4.21,키움 히어로즈,8,3,2,8,0,0,1,서울,15.9,0,47,,,,,,,,,
4.22,키움 히어로즈,6,0,1,10,0,1,0,서울,18.8,0,28,,,,,,,,,
4.23,키움 히어로즈,11,2,0,11,0,0,1,서울,18.3,0,24,,,,,,,,,
4.25,키움 히어로즈,17,1,0,2,1,0,1,서울,17.8,0,53,,,,,,,,,
4.26,키움 히어로즈,10,0,0,4,0,1,0,서울,17.8,0,25,,,,,,,,,
4.27,키움 히어로즈,10,0,2,4,1,0,1,서울,16.6,0,25,,,,,,,,,
4.28,키움 히어로즈,13,3,0,7,1,0,1,대전,19,0,35,,,,,,,,,
4.29,키움 히어로즈,14,0,1,6,0,0,1,대전,23,0,17,,,,,,,,,
4.3,키움 히어로즈,8,0,1,4,1,0,1,대전,23.2,0,54,,,,,,,,,
5.2,키움 히어로즈,12,0,0,10,1,4,0,서울,23.5,0,33,,,,,,,,,
5.3,키움 히어로즈,11,0,0,9,1,0,0,서울,25.9,0,25,,,,,,,,,
5.4,키움 히어로즈,9,2,0,4,0,0,1,서울,23.3,0,40,,,,,,,,,
5.5,키움 히어로즈,8,0,0,5,0,0,1,서울,22.5,0,54,,,,,,,,,
5.6,키움 히어로즈,11,0,1,10,0,0,0,서울,16.8,0,41,,,,,,,,,
5.1,키움 히어로즈,8,0,0,9,0,1,0,창원,20.6,0,55,,,,,,,,,
5.11,키움 히어로즈,9,1,1,7,1,1,1,창원,23.9,0,66,,,,,,,,,
5.12,키움 히어로즈,7,0,0,10,3,0,0,대구,19.6,0,71,,,,,,,,,
5.13,키움 히어로즈,12,0,1,6,1,0,1,대구,25,0,53,,,,,,,,,
5.14,키움 히어로즈,8,1,1,11,0,1,1,대구,22.7,0,19,,,,,,,,,
5.16,키움 히어로즈,10,1,1,6,0,1,1,서울,21.2,0,47,,,,,,,,,
5.17,키움 히어로즈,12,0,0,4,0,1,0,서울,24.1,0,34,,,,,,,,,
5.18,키움 히어로즈,8,2,0,3,2,1,1,서울,24.8,0,32,,,,,,,,,
5.19,키움 히어로즈,9,0,0,7,1,2,1,수원,22.6,0,31,,,,,,,,,
5.2,키움 히어로즈,15,3,1,10,2,0,1,수원,22.9,0,31,,,,,,,,,
5.21,키움 히어로즈,12,0,0,7,1,0,0,수원,23.1,0,44,,,,,,,,,
5.23,키움 히어로즈,7,0,0,6,2,1,0,서울,20,0,72,,,,,,,,,
5.24,키움 히어로즈,6,2,1,9,0,2,0,서울,27,0,39,,,,,,,,,
5.25,키움 히어로즈,4,0,0,6,3,1,0,서울,22.2,0,29,,,,,,,,,
5.26,키움 히어로즈,20,1,2,3,1,2,1,서울,21.6,0,36,,,,,,,,,
5.27,키움 히어로즈,13,1,2,6,1,2,1,서울,23.7,0,29,,,,,,,,,
5.28,키움 히어로즈,12,0,0,10,3,1,0,서울,25.1,0,55,,,,,,,,,
5.3,키움 히어로즈,7,1,0,5,2,1,1,서울,28.7,0,8,,,,,,,,,
5.31,키움 히어로즈,8,0,0,6,1,0,0,서울,27.2,0,44,,,,,,,,,
6.1,키움 히어로즈,8,0,0,7,0,1,0,서울,26.3,0,32,,,,,,,,,
6.2,키움 히어로즈,7,2,0,2,2,1,0,서울,23.5,0,32,,,,,,,,,
6.3,키움 히어로즈,16,1,1,4,2,0,1,서울,23.4,0,34,,,,,,,,,
6.4,키움 히어로즈,10,0,2,7,1,0,0,서울,25.6,0,21,,,,,,,,,
6.6,키움 히어로즈,9,3,0,3,2,1,0,인천,16.9,0,79,,,,,,,,,
6.7,키움 히어로즈,12,0,2,9,2,1,1,인천,19.1,0,78,,,,,,,,,
6.8,키움 히어로즈,12,0,0,5,0,0,1,인천,19.9,0,71,,,,,,,,,
6.9,키움 히어로즈,11,2,0,8,2,0,1,광주,27,0,34,,,,,,,,,
6.1,키움 히어로즈,13,1,0,6,0,0,1,광주,25.1,0,76,,,,,,,,,
6.11,키움 히어로즈,3,0,0,6,1,1,0,광주,26.5,0,38,,,,,,,,,
6.13,키움 히어로즈,5,0,1,10,0,1,0,서울,22.8,0,61,,,,,,,,,
6.14,키움 히어로즈,15,4,0,9,0,0,1,서울,25.2,0,46,,,,,,,,,
6.15,키움 히어로즈,12,1,1,4,2,0,0,서울,27.4,0,45,,,,,,,,,
6.16,키움 히어로즈,5,0,0,7,0,0,1,서울,29.1,0,49,,,,,,,,,
6.17,키움 히어로즈,10,2,0,7,1,0,1,서울,26.9,0,42,,,,,,,,,
6.18,키움 히어로즈,16,0,3,11,1,0,1,서울,28,0,33,,,,,,,,,
6.2,키움 히어로즈,9,1,1,9,2,0,0,대전,29.4,0,37,,,,,,,,,
6.21,키움 히어로즈,9,0,1,10,2,0,1,대전,27.1,0,57,,,,,,,,,
6.22,키움 히어로즈,20,2,1,7,2,1,0,대전,31.6,0,35,,,,,,,,,
6.23,키움 히어로즈,14,0,1,11,0,1,1,서울,29.2,0,44,,,,,,,,,
6.24,키움 히어로즈,8,0,0,5,1,3,0,서울,24.7,0,64,,,,,,,,,
6.25,키움 히어로즈,11,0,0,6,2,1,1,서울,25.5,0,71,,,,,,,,,
6.27,키움 히어로즈,7,0,0,5,2,1,0,창원,23.2,0,80,,,,,,,,,
6.28,키움 히어로즈,8,0,0,5,1,0,0,창원,24.7,0,77,,,,,,,,,
6.3,키움 히어로즈,15,3,2,7,0,1,1,수원,26.7,0,62,,,,,,,,,
7.2,키움 히어로즈,9,0,0,6,0,0,1,수원,26.2,0,93,,,,,,,,,
7.4,키움 히어로즈,12,2,0,10,0,0,1,서울,29.2,0,64,,,,,,,,,
7.5,키움 히어로즈,19,4,1,11,0,1,1,서울,31.4,0,55,,,,,,,,,
7.6,키움 히어로즈,18,1,0,6,2,0,1,서울,27.8,2,80,,,,,,,,,
7.7,키움 히어로즈,14,3,0,2,1,0,1,대구,28.7,0,76,,,,,,,,,
7.8,키움 히어로즈,10,5,1,8,3,0,1,대구,28.4,0,76,,,,,,,,,
7.9,키움 히어로즈,6,0,0,8,1,1,0,대구,31.7,0,64,,,,,,,,,
7.11,키움 히어로즈,9,2,0,4,0,0,1,서울,29.2,0,71,,,,,,,,,
7.12,키움 히어로즈,8,0,0,9,2,1,0,서울,29.6,0,62,,,,,,,,,
7.13,키움 히어로즈,10,0,0,8,0,0,0,서울,31.1,0,59,,,,,,,,,
7.18,키움 히어로즈,5,1,0,9,0,0,0,서울,30,0,63,,,,,,,,,
7.19,키움 히어로즈,10,0,0,7,0,2,1,서울,30.3,0,66,,,,,,,,,
7.2,키움 히어로즈,11,1,0,8,2,1,0,서울,33.3,0,57,,,,,,,,,
7.21,키움 히어로즈,7,0,0,3,1,0,1,서울,31.8,0,69,,,,,,,,,
7.22,키움 히어로즈,5,2,2,7,0,1,0,서울,31.2,0,66,,,,,,,,,
7.23,키움 히어로즈,9,2,1,10,0,1,1,서울,28,0,82,,,,,,,,,
7.25,키움 히어로즈,10,3,0,9,0,0,1,서울,34,0,42,,,,,,,,,
7.26,키움 히어로즈,5,0,0,6,3,0,0,서울,31.4,0,45,,,,,,,,,
7.27,키움 히어로즈,7,0,0,6,2,0,0,서울,28.5,0,58,,,,,,,,,
7.28,키움 히어로즈,10,0,0,7,0,0,0,서울,26.6,0,89,,,,,,,,,
7.29,키움 히어로즈,15,4,1,7,1,0,1,서울,29.7,0,63,,,,,,,,,
7.3,키움 히어로즈,18,1,0,10,0,1,1,서울,30.3,0,54,,,,,,,,,
8.1,키움 히어로즈,9,0,2,3,0,0,1,서울,32.6,0,59,,,,,,,,,
8.2,키움 히어로즈,8,1,0,7,0,0,1,서울,32.8,0,60,,,,,,,,,
8.3,키움 히어로즈,13,4,1,9,0,1,1,서울,32.4,0,48,,,,,,,,,
8.4,키움 히어로즈,11,2,0,13,0,1,0,부산,31.6,0,64,,,,,,,,,
8.5,키움 히어로즈,11,3,1,10,0,0,0,부산,32.3,0,62,,,,,,,,,
8.6,키움 히어로즈,8,1,0,6,1,1,0,부산,32.8,0,56,,,,,,,,,
8.8,키움 히어로즈,12,1,2,7,2,0,1,광주,30.3,0,76,,,,,,,,,
8.9,키움 히어로즈,4,0,1,5,1,1,0,광주,28.4,0,91,,,,,,,,,
8.1,키움 히어로즈,8,0,1,6,1,0,0,서울,25.4,0,90,,,,,,,,,
8.11,키움 히어로즈,10,2,2,8,1,0,1,서울,29.3,0,68,,,,,,,,,
8.12,키움 히어로즈,7,0,0,6,2,2,0,서울,31.4,0,48,,,,,,,,,
8.13,키움 히어로즈,15,1,0,5,1,0,1,서울,28.4,0,54,,,,,,,,,
8.16,키움 히어로즈,11,0,2,11,0,1,1,대구,27.7,0,73,,,,,,,,,
8.17,키움 히어로즈,8,0,0,10,0,1,0,서울,27.3,0,70,,,,,,,,,
8.18,키움 히어로즈,15,1,0,11,1,0,0,서울,29.3,0,62,,,,,,,,,
8.19,키움 히어로즈,8,0,0,7,2,1,1,서울,27.9,0,67,,,,,,,,,
8.2,키움 히어로즈,9,2,0,11,0,0,0,서울,23.8,1,91,,,,,,,,,
8.22,키움 히어로즈,14,2,1,6,1,1,1,서울,30.9,0,53,,,,,,,,,
8.23,키움 히어로즈,13,0,0,5,1,0,1,서울,28.8,0,79,,,,,,,,,
8.24,키움 히어로즈,8,0,0,12,0,0,0,서울,26.9,0,79,,,,,,,,,
8.25,키움 히어로즈,7,1,1,10,2,1,0,서울,28.6,0,35,,,,,,,,,
8.26,키움 히어로즈,6,0,1,9,2,0,0,부산,26.6,0,36,,,,,,,,,
8.27,키움 히어로즈,14,3,0,7,0,0,1,부산,26,0,57,,,,,,,,,
8.29,키움 히어로즈,16,1,0,10,1,0,1,서울,22.5,0,34,,,,,,,,,
8.3,키움 히어로즈,12,1,1,4,1,0,1,서울,23.3,0,61,,,,,,,,,
8.31,키움 히어로즈,5,1,0,10,1,1,1,서울,26.1,0,42,,,,,,,,,
9.1,키움 히어로즈,5,1,0,5,1,2,0,서울,27.5,0,40,,,,,,,,,
9.2,키움 히어로즈,10,1,1,9,1,1,0,서울,27.6,0,54,,,,,,,,,
9.3,키움 히어로즈,9,0,0,7,1,2,1,서울,26.6,0,59,,,,,,,,,
9.5,키움 히어로즈,6,0,2,12,0,1,0,수원,22.4,0,73,,,,,,,,,
9.6,키움 히어로즈,9,1,0,10,2,1,0,수원,19.8,0,92,,,,,,,,,
9.8,키움 히어로즈,12,1,0,13,0,1,0,서울,27.5,0,49,,,,,,,,,
9.9,키움 히어로즈,5,1,0,8,1,0,0,인천,25.5,0,63,,,,,,,,,
9.1,키움 히어로즈,11,4,0,7,1,1,0,인천,23.9,0,74,,,,,,,,,
9.12,키움 히어로즈,3,0,0,7,0,0,0,서울,25.6,0,34,,,,,,,,,
9.13,키움 히어로즈,10,0,0,5,2,0,1,서울,25.3,0,37,,,,,,,,,
9.14,키움 히어로즈,7,0,0,14,0,1,0,대전,25.3,0,54,,,,,,,,,
9.15,키움 히어로즈,9,1,1,10,1,2,0,대전,22.6,0,56,,,,,,,,,
9.16,키움 히어로즈,14,2,0,13,0,0,0,창원,23.7,0,67,,,,,,,,,
9.17,키움 히어로즈,18,5,0,13,0,2,1,창원,24.5,0,73,,,,,,,,,
9.21,키움 히어로즈,13,1,2,4,2,0,1,수원,22,0,56,,,,,,,,,
9.23,키움 히어로즈,9,2,0,5,0,1,0,부산,22.8,0,76,,,,,,,,,
9.29,키움 히어로즈,13,1,0,6,0,1,0,창원,18.3,0,38,,,,,,,,,
9.3,키움 히어로즈,9,1,0,7,1,2,0,창원,20.9,0,58,,,,,,,,,
10.3,키움 히어로즈,15,3,0,12,1,2,0,대구,19,0,72,,,,,,,,,
4.1일,키움 히어로즈,9,2,3,6,0,1,0,대구,12.9,0,13,,,,,,,,,
4.3화,키움 히어로즈,6,0,0,7,1,1,0,서울,5.5,0,31,,,,,,,,,
4.4수,키움 히어로즈,12,5,1,8,0,0,1,서울,9.1,0,58,,,,,,,,,
4.5목,키움 히어로즈,7,1,0,9,0,0,1,서울,8.4,0,21,,,,,,,,,
4.6금,키움 히어로즈,13,1,1,13,0,1,0,광주,10,0,25,,,,,,,,,
4.7토,키움 히어로즈,10,0,0,6,1,1,0,광주,14.9,0,24,,,,,,,,,
4.8일,키움 히어로즈,13,1,0,6,0,0,0,광주,18,0,38,,,,,,,,,
4.10화,키움 히어로즈,6,1,1,11,0,1,0,부산,15.1,0,76,,,,,,,,,
4.11수,키움 히어로즈,2,0,0,11,0,0,0,부산,14.8,0,79,,,,,,,,,
4.12목,키움 히어로즈,9,1,0,12,0,0,1,부산,17.6,0,38,,,,,,,,,
4.13금,키움 히어로즈,2,0,0,10,0,1,0,서울,11.6,0,50,,,,,,,,,
4.14토,키움 히어로즈,10,2,0,7,0,0,1,서울,14.9,0,46,,,,,,,,,
