day_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text,location,temp,rain,humidity,,,,,,,,,
4.15일,키움 히어로즈,4,0,0,12,0,0,0,서울,18,0,35,,,,,,,,,
4.17화,키움 히어로즈,8,0,0,11,0,0,0,서울,18.3,0,25,,,,,,,,,
4.18수,키움 히어로즈,2,0,0,9,0,0,0,서울,19.6,0,23,,,,,,,,,
4.19목,키움 히어로즈,11,1,1,10,1,0,1,서울,19.2,0,28,,,,,,,,,
4.20금,키움 히어로즈,13,2,0,7,2,0,1,대전,19.5,0,45,,,,,,,,,
4.21토,키움 히어로즈,9,0,1,8,1,0,1,대전,13.5,0.5,86,,,,,,,,,
4.22일,키움 히어로즈,15,2,0,7,0,0,1,대전,10.6,0,78,,,,,,,,,
4.24화,키움 히어로즈,7,0,0,4,3,1,0,서울,25.9,0,33,,,,,,,,,
4.25수,키움 히어로즈,6,0,0,6,1,1,0,서울,13.4,0.5,90,,,,,,,,,
4.26목,키움 히어로즈,3,0,0,7,3,0,0,서울,14.3,0,34,,,,,,,,,
4.27금,키움 히어로즈,10,0,0,9,0,0,0,서울,19.2,0,16,,,,,,,,,
4.28토,키움 히어로즈,8,0,2,6,0,3,0,서울,18.4,0,51,,,,,,,,,
4.29일,키움 히어로즈,17,0,0,8,1,2,1,서울,23.6,0,47,,,,,,,,,
5.1화,키움 히어로즈,17,3,1,9,0,1,1,창원,20.1,0,71,,,,,,,,,
5.2수,키움 히어로즈,14,1,0,6,0,2,0,창원,14.5,0,97,,,,,,,,,
5.3목,키움 히어로즈,14,1,2,10,0,0,1,창원,14.5,0,43,,,,,,,,,
5.4금,키움 히어로즈,15,4,1,7,0,0,1,수원,15.7,0,45,,,,,,,,,
5.5토,키움 히어로즈,15,1,0,8,1,0,1,수원,21.3,0,46,,,,,,,,,
5.8화,키움 히어로즈,15,1,4,14,0,2,0,서울,20.7,0,40,,,,,,,,,
5.9수,키움 히어로즈,8,0,0,9,0,0,0,서울,20.6,0,41,,,,,,,,,
5.10목,키움 히어로즈,9,1,1,8,1,3,0,서울,18,0,61,,,,,,,,,
5.11금,키움 히어로즈,11,1,1,6,0,1,1,서울,17.9,0,37,,,,,,,,,
5.13일,키움 히어로즈,6,2,1,10,0,0,1,서울,19,0,66,,,,,,,,,
5.15화,키움 히어로즈,7,1,0,11,2,0,0,서울,27.5,0,47,,,,,,,,,
5.16수,키움 히어로즈,9,1,1,6,0,0,1,서울,21.9,0,97,,,,,,,,,
5.17목,키움 히어로즈,12,3,1,7,1,0,1,서울,22.6,1.5,97,,,,,,,,,
5.18금,키움 히어로즈,3,0,0,9,1,1,0,서울,17.5,0,79,,,,,,,,,
5.19토,키움 히어로즈,15,1,3,6,1,0,1,서울,24,0,34,,,,,,,,,
5.20일,키움 히어로즈,12,1,1,6,1,0,0,서울,22.2,0,22,,,,,,,,,
5.22화,키움 히어로즈,15,3,3,5,0,0,1,인천,17.3,2.1,86,,,,,,,,,
5.23수,키움 히어로즈,7,0,0,6,0,1,0,인천,17.4,0,60,,,,,,,,,
5.24목,키움 히어로즈,7,0,0,8,0,2,0,인천,18.6,0,57,,,,,,,,,
5.25금,키움 히어로즈,15,4,1,7,1,1,1,서울,23.3,0,32,,,,,,,,,
5.26토,키움 히어로즈,10,0,1,9,1,0,1,서울,27,0,33,,,,,,,,,
5.27일,키움 히어로즈,9,1,1,11,0,0,0,서울,23,0,36,,,,,,,,,
5.29화,키움 히어로즈,18,4,2,7,1,0,1,광주,24.9,0,78,,,,,,,,,
5.30수,키움 히어로즈,13,3,0,4,1,0,1,광주,24.2,0,71,,,,,,,,,
5.31목,키움 히어로즈,3,0,0,7,0,1,0,광주,24,0,54,,,,,,,,,
6.1금,키움 히어로즈,6,1,0,10,0,0,0,서울,28.5,0,36,,,,,,,,,
6.2토,키움 히어로즈,16,0,0,8,1,1,0,서울,27.4,0,29,,,,,,,,,
6.3일,키움 히어로즈,3,0,0,10,0,0,0,서울,29.3,0,25,,,,,,,,,
6.5화,키움 히어로즈,17,2,0,6,0,0,1,서울,27.1,0,40,,,,,,,,,
6.6수,키움 히어로즈,9,0,0,7,2,2,0,서울,26.6,0,52,,,,,,,,,
6.7목,키움 히어로즈,5,0,1,14,0,1,0,서울,25.6,0,57,,,,,,,,,
6.8금,키움 히어로즈,15,1,1,9,0,1,1,수원,23.4,0,64,,,,,,,,,
6.9토,키움 히어로즈,8,0,2,12,1,0,0,수원,26.8,0,49,,,,,,,,,
6.10일,키움 히어로즈,13,0,0,11,0,1,1,수원,24.1,0,54,,,,,,,,,
6.12화,키움 히어로즈,5,0,1,11,1,2,0,서울,24.9,0,53,,,,,,,,,
6.13수,키움 히어로즈,9,0,0,5,1,1,1,서울,23.4,0,63,,,,,,,,,
6.14목,키움 히어로즈,12,1,0,5,0,0,0,서울,24,0,61,,,,,,,,,
6.15금,키움 히어로즈,14,1,0,6,2,1,1,서울,25.9,0,44,,,,,,,,,
6.16토,키움 히어로즈,13,0,1,8,0,0,1,서울,28,0,46,,,,,,,,,
6.17일,키움 히어로즈,14,1,2,6,2,0,1,서울,25,0,59,,,,,,,,,
6.19화,키움 히어로즈,10,0,0,8,0,2,1,서울,24.1,0,57,,,,,,,,,
6.20수,키움 히어로즈,10,1,0,8,2,1,1,서울,27,0,55,,,,,,,,,
6.21목,키움 히어로즈,7,3,1,8,0,1,0,서울,27.8,0,43,,,,,,,,,
6.22금,키움 히어로즈,10,2,2,7,0,0,0,서울,29.3,0,27,,,,,,,,,
6.23토,키움 히어로즈,14,1,0,6,2,2,1,서울,26.3,0,55,,,,,,,,,
6.24일,키움 히어로즈,14,2,0,9,0,1,0,서울,29.8,0,35,,,,,,,,,
6.26화,키움 히어로즈,11,3,1,11,1,0,1,부산,23.9,0,93,,,,,,,,,
6.27수,키움 히어로즈,12,1,3,17,0,3,0,부산,23.2,0,91,,,,,,,,,
6.28목,키움 히어로즈,10,0,1,5,1,2,0,부산,21.7,0,98,,,,,,,,,
6.29금,키움 히어로즈,10,1,3,6,0,0,1,대구,28.4,0,64,,,,,,,,,
7.1일,키움 히어로즈,8,2,0,9,0,0,1,대구,28.6,0,46,,,,,,,,,
7.3화,키움 히어로즈,8,1,0,9,2,0,0,서울,21,16.5,92,,,,,,,,,
7.4수,키움 히어로즈,13,1,2,8,0,0,1,서울,24.9,0,76,,,,,,,,,
7.5목,키움 히어로즈,6,1,0,10,2,0,1,서울,22.4,0.5,91,,,,,,,,,
7.6금,키움 히어로즈,8,1,1,5,1,0,1,서울,19.9,2,88,,,,,,,,,
7.7토,키움 히어로즈,10,0,0,6,0,2,1,서울,29.2,0,47,,,,,,,,,
7.8일,키움 히어로즈,7,0,0,13,1,0,0,서울,28.7,0,55,,,,,,,,,
7.10화,키움 히어로즈,6,0,0,10,1,0,0,대전,26.2,0,74,,,,,,,,,
7.11수,키움 히어로즈,15,6,0,9,0,3,1,대전,26.9,0,83,,,,,,,,,
7.12목,키움 히어로즈,5,0,0,5,1,1,0,대전,28.1,0,72,,,,,,,,,
7.17화,키움 히어로즈,9,1,0,4,1,3,0,서울,27.9,0,63,,,,,,,,,
7.18수,키움 히어로즈,11,2,1,9,0,1,0,서울,27.6,0,81,,,,,,,,,
7.19목,키움 히어로즈,6,2,0,10,1,1,0,서울,23.4,0,85,,,,,,,,,
7.20금,키움 히어로즈,14,1,1,10,1,0,0,창원,29.2,0,71,,,,,,,,,
7.21토,키움 히어로즈,10,1,0,3,0,0,1,창원,26,0,80,,,,,,,,,
7.22일,키움 히어로즈,8,2,2,12,1,1,1,창원,26.6,0,79,,,,,,,,,
7.24화,키움 히어로즈,11,3,1,8,0,0,0,서울,29.5,0,66,,,,,,,,,
7.25수,키움 히어로즈,10,2,2,12,0,0,1,서울,30.4,0,56,,,,,,,,,
7.26목,키움 히어로즈,9,1,0,5,3,3,0,서울,30.6,0,55,,,,,,,,,
7.27금,키움 히어로즈,9,0,0,5,2,1,0,서울,30.1,0,59,,,,,,,,,
7.28토,키움 히어로즈,8,0,1,11,2,1,0,서울,31.4,0,55,,,,,,,,,
7.29일,키움 히어로즈,11,0,2,8,0,1,0,서울,31.7,0,57,,,,,,,,,
7.31화,키움 히어로즈,6,1,2,10,0,1,1,인천,29.1,0,77,,,,,,,,,
8.1수,키움 히어로즈,12,1,0,11,2,2,0,인천,33.9,0,58,,,,,,,,,
8.2목,키움 히어로즈,11,1,1,9,1,0,1,인천,34,0,53,,,,,,,,,
8.4토,키움 히어로즈,8,2,0,9,2,0,1,수원,31.6,0,61,,,,,,,,,
8.5일,키움 히어로즈,20,3,2,5,1,0,1,수원,31.4,0,67,,,,,,,,,
8.7화,키움 히어로즈,19,3,2,8,0,0,1,서울,34.6,0,50,,,,,,,,,
8.8수,키움 히어로즈,15,1,0,5,0,1,1,서울,34.5,0,45,,,,,,,,,
8.9목,키움 히어로즈,25,1,2,4,2,1,1,대전,33.1,0,65,,,,,,,,,
8.10금,키움 히어로즈,17,1,3,10,0,1,1,대전,33.7,0,60,,,,,,,,,
8.11토,키움 히어로즈,18,3,0,4,1,2,1,서울,34.4,0,40,,,,,,,,,
8.12일,키움 히어로즈,15,1,1,5,1,1,1,서울,33.4,0,49,,,,,,,,,
8.14화,키움 히어로즈,19,2,1,11,0,2,1,대구,35.1,0,40,,,,,,,,,
8.15수,키움 히어로즈,10,0,2,9,1,0,1,대구,28.5,0,67,,,,,,,,,
8.16목,키움 히어로즈,8,0,2,10,3,1,0,서울,32.4,0,40,,,,,,,,,
9.4화,키움 히어로즈,11,3,1,7,0,0,1,인천,25.9,0,52,,,,,,,,,
9.5수,키움 히어로즈,11,4,0,11,1,1,0,인천,25.5,0,67,,,,,,,,,
9.6목,키움 히어로즈,8,0,0,12,0,0,0,광주,24.4,0,82,,,,,,,,,
9.7금,키움 히어로즈,12,1,0,10,1,1,0,광주,21.7,0,80,,,,,,,,,
9.8토,키움 히어로즈,11,1,1,5,1,1,0,서울,25.7,0,38,,,,,,,,,
9.9일,키움 히어로즈,9,0,0,7,0,0,1,서울,26,0,35,,,,,,,,,
9.11화,키움 히어로즈,6,1,0,12,1,0,1,서울,24.7,0,45,,,,,,,,,
9.12수,키움 히어로즈,6,1,1,8,0,1,0,서울,27,0,44,,,,,,,,,
9.14금,키움 히어로즈,6,1,0,7,1,1,0,창원,23.2,0,95,,,,,,,,,
9.15토,키움 히어로즈,9,1,0,8,1,1,1,부산,23.7,0,84,,,,,,,,,
9.16일,키움 히어로즈,5,0,0,11,1,0,1,부산,25.8,0,75,,,,,,,,,
9.18화,키움 히어로즈,15,1,2,8,0,3,1,서울,24.8,0,48,,,,,,,,,
9.19수,키움 히어로즈,10,0,1,12,0,2,1,서울,24,0,55,,,,,,,,,
9.20목,키움 히어로즈,10,0,1,7,0,0,1,서울,19.1,0,77,,,,,,,,,
9.21금,키움 히어로즈,10,1,0,12,0,2,0,서울,20.9,0,77,,,,,,,,,
9.22토,키움 히어로즈,9,1,2,8,1,2,1,서울,23.2,0,36,,,,,,,,,
9.23일,키움 히어로즈,9,0,1,9,1,0,1,서울,22.3,0,53,,,,,,,,,
9.25화,키움 히어로즈,9,0,0,13,1,0,0,서울,21.6,0,37,,,,,,,,,
9.26수,키움 히어로즈,9,3,1,3,1,0,0,서울,22.1,0,45,,,,,,,,,
9.27목,키움 히어로즈,8,0,0,7,0,0,0,서울,22.5,0,38,,,,,,,,,
9.28금,키움 히어로즈,5,1,0,12,0,0,1,서울,20.4,0,56,,,,,,,,,
9.29토,키움 히어로즈,10,3,0,10,0,2,1,서울,24.8,0,41,,,,,,,,,
9.30일,키움 히어로즈,9,3,0,10,0,0,1,서울,18.3,0,34,,,,,,,,,
10.6토,키움 히어로즈,12,2,0,11,1,0,0,창원,21.5,0,79,,,,,,,,,
10.12금,키움 히어로즈,15,1,0,7,0,2,1,수원,13.3,0,52,,,,,,,,,
10.13토,키움 히어로즈,9,2,1,6,1,1,0,대구,16.9,0,52,,,,,,,,,
10.16화,키움 히어로즈,11,1,1,6,0,0,1,서울,16.9,0,47,,,,,,,,,
10.19금,키움 히어로즈,9,1,0,10,1,4,1,대전,15.1,0,59,,,,,,,,,
10.20토,키움 히어로즈,10,2,0,11,0,1,1,대전,16.1,0,51,,,,,,,,,
10.22월,키움 히어로즈,5,0,0,8,1,0,0,서울,17.3,0,43,,,,,,,,,
10.23화,키움 히어로즈,6,0,0,5,2,1,1,서울,14.5,0,71,,,,,,,,,
10.27토,키움 히어로즈,11,3,0,12,1,1,0,인천,9.7,0,43,,,,,,,,,
10.28일,키움 히어로즈,5,0,0,13,2,0,0,인천,10.7,0,76,,,,,,,,,
10.30화,키움 히어로즈,7,0,1,9,0,0,1,서울,8.4,0,52,,,,,,,,,
4.2화,키움 히어로즈,13,1,1,12,1,2,1,창원,10.4,0,39,,,,,,,,,
4.3수,키움 히어로즈,8,0,1,4,2,2,0,창원,10.9,0,34,,,,,,,,,
4.4목,키움 히어로즈,12,1,2,8,1,1,1,창원,13.2,0,38,,,,,,,,,
4.5금,키움 히어로즈,11,1,1,11,1,2,0,광주,16.4,0,34,,,,,,,,,
4.6토,키움 히어로즈,14,0,1,6,0,0,1,광주,19.5,0,35,,,,,,,,,
4.9화,키움 히어로즈,9,1,1,8,1,1,1,서울,7.4,1.9,83,,,,,,,,,
4.10수,키움 히어로즈,7,1,2,7,2,0,1,서울,9.9,0,65,,,,,,,,,
4.11목,키움 히어로즈,5,1,0,7,0,1,0,서울,12.9,0,36,,,,,,,,,
4.12금,키움 히어로즈,11,1,1,7,2,0,1,서울,14.9,0,29,,,,,,,,,
4.13토,키움 히어로즈,12,0,2,5,1,0,1,서울,15.4,0,18,,,,,,,,,
4.14일,키움 히어로즈,11,0,1,9,0,0,0,서울,12.7,0,24,,,,,,,,,
4.16화,키움 히어로즈,10,1,2,7,0,2,1,대구,23.1,0,12,,,,,,,,,
4.17수,키움 히어로즈,11,0,0,3,1,1,1,대구,23,0,25,,,,,,,,,
4.18목,키움 히어로즈,8,0,0,6,3,0,0,대구,24.1,0,27,,,,,,,,,
4.19금,키움 히어로즈,15,1,1,8,1,0,1,서울,18.9,0,34,,,,,,,,,
4.20토,키움 히어로즈,10,0,2,8,1,0,1,서울,16.1,0,66,,,,,,,,,
4.21일,키움 히어로즈,8,0,1,4,1,2,0,서울,18,0,59,,,,,,,,,
4.23화,키움 히어로즈,8,0,1,5,0,0,0,서울,23.3,0,50,,,,,,,,,
4.24수,키움 히어로즈,13,1,1,6,1,0,1,서울,22.8,0,51,,,,,,,,,
4.25목,키움 히어로즈,16,1,0,5,0,1,1,서울,10.2,0.1,93,,,,,,,,,
4.26금,키움 히어로즈,8,0,0,8,0,0,1,서울,9.2,0,81,,,,,,,,,
4.27토,키움 히어로즈,8,2,1,8,0,2,0,서울,16.1,0,37,,,,,,,,,
4.28일,키움 히어로즈,16,1,0,5,1,1,1,서울,14.5,0,40,,,,,,,,,
4.30화,키움 히어로즈,23,3,0,6,0,0,1,인천,16.4,0,51,,,,,,,,,
5.1수,키움 히어로즈,6,0,1,6,4,1,0,인천,16.1,0,61,,,,,,,,,
5.2목,키움 히어로즈,16,2,0,3,2,1,1,인천,17,0,40,,,,,,,,,
5.3금,키움 히어로즈,13,0,1,9,0,1,1,서울,23.7,0,25,,,,,,,,,
5.4토,키움 히어로즈,4,0,0,5,2,0,0,서울,24.7,0,22,,,,,,,,,
5.5일,키움 히어로즈,17,0,0,5,3,0,1,서울,22.3,0,19,,,,,,,,,
5.7화,키움 히어로즈,12,2,1,5,0,2,0,서울,18.5,0,26,,,,,,,,,
5.8수,키움 히어로즈,10,2,2,3,0,0,1,서울,19.1,0,41,,,,,,,,,
5.9목,키움 히어로즈,6,0,2,3,0,0,1,서울,21.1,0,19,,,,,,,,,
5.10금,키움 히어로즈,6,0,1,8,0,1,0,수원,19.2,0,48,,,,,,,,,
5.11토,키움 히어로즈,15,2,1,9,1,0,1,수원,21.7,0,37,,,,,,,,,
5.12일,키움 히어로즈,5,1,0,5,1,0,0,수원,24.5,0,34,,,,,,,,,
5.14화,키움 히어로즈,8,0,0,3,1,0,0,대전,26.9,0,44,,,,,,,,,
5.15수,키움 히어로즈,9,0,0,9,1,0,0,대전,27.6,0,43,,,,,,,,,
5.16목,키움 히어로즈,11,1,1,7,1,0,0,대전,28.8,0,41,,,,,,,,,
5.17금,키움 히어로즈,9,0,0,4,1,1,1,서울,27,0,35,,,,,,,,,
5.18토,키움 히어로즈,14,3,0,4,1,2,1,서울,25,0,40,,,,,,,,,
5.19일,키움 히어로즈,13,1,0,7,1,0,1,서울,20.2,4.1,96,,,,,,,,,
5.21화,키움 히어로즈,4,0,1,4,1,2,0,서울,21,0,33,,,,,,,,,
5.22수,키움 히어로즈,7,0,0,6,1,1,1,서울,23.6,0,30,,,,,,,,,
5.23목,키움 히어로즈,4,1,0,12,1,0,0,서울,28.2,0,19,,,,,,,,,
5.24금,키움 히어로즈,13,4,0,8,1,0,1,대구,33.5,0,26,,,,,,,,,
5.25토,키움 히어로즈,13,2,1,4,1,1,0,대구,29.7,0,22,,,,,,,,,
5.26일,키움 히어로즈,6,0,1,7,0,0,0,대구,27.7,0,18,,,,,,,,,
5.28화,키움 히어로즈,10,1,0,8,0,0,1,서울,23,0,22,,,,,,,,,
5.29수,키움 히어로즈,6,1,0,5,2,0,0,서울,24.9,0,30,,,,,,,,,
5.30목,키움 히어로즈,8,0,0,6,0,3,0,서울,21,0,50,,,,,,,,,
5.31금,키움 히어로즈,9,0,1,10,1,0,0,광주,21.6,0,56,,,,,,,,,
6.1토,키움 히어로즈,11,0,1,6,2,0,1,광주,22.9,0,55,,,,,,,,,
6.2일,키움 히어로즈,7,0,1,12,0,1,1,광주,26.3,0,35,,,,,,,,,
6.4화,키움 히어로즈,3,0,0,6,3,0,0,서울,26,0,50,,,,,,,,,
6.5수,키움 히어로즈,7,0,0,10,0,1,0,서울,25.8,0,55,,,,,,,,,
6.6목,키움 히어로즈,11,1,1,6,1,1,1,서울,22.2,0,74,,,,,,,,,
6.7금,키움 히어로즈,8,0,1,8,0,1,0,서울,24.3,0,52,,,,,,,,,
6.8토,키움 히어로즈,10,1,3,5,0,0,1,서울,24.5,0,49,,,,,,,,,
6.9일,키움 히어로즈,9,0,1,4,2,0,1,서울,23.7,0,64,,,,,,,,,
6.11화,키움 히어로즈,13,1,0,8,0,2,1,창원,19.5,0,68,,,,,,,,,
6.12수,키움 히어로즈,9,1,0,10,1,1,1,창원,19.4,0,71,,,,,,,,,
6.13목,키움 히어로즈,6,0,2,6,1,1,0,창원,21.8,0,52,,,,,,,,,
6.14금,키움 히어로즈,9,2,2,7,0,1,1,서울,26.7,0,42,,,,,,,,,
6.15토,키움 히어로즈,13,3,3,9,0,1,1,서울,26.1,0,47,,,,,,,,,
6.16일,키움 히어로즈,10,0,0,6,1,0,1,서울,26,0,44,,,,,,,,,
6.18화,키움 히어로즈,5,0,0,2,0,1,1,서울,22.8,0,69,,,,,,,,,
6.19수,키움 히어로즈,15,2,1,3,1,1,1,서울,23.1,0,74,,,,,,,,,
6.20목,키움 히어로즈,6,1,1,5,0,1,1,서울,24.9,0,59,,,,,,,,,
6.21금,키움 히어로즈,13,1,1,5,1,1,1,부산,24.5,0,68,,,,,,,,,
6.22토,키움 히어로즈,6,1,0,8,2,2,0,부산,21.4,0,69,,,,,,,,,
6.23일,키움 히어로즈,8,1,0,16,0,0,0,부산,22.6,0,66,,,,,,,,,
6.25화,키움 히어로즈,11,1,1,7,0,0,1,서울,29.7,0,42,,,,,,,,,
6.26수,키움 히어로즈,7,0,0,5,0,0,0,서울,28.1,0,46,,,,,,,,,
6.27목,키움 히어로즈,13,2,3,8,0,1,1,서울,28.2,0,60,,,,,,,,,
6.28금,키움 히어로즈,12,1,0,3,0,3,1,대전,28.2,0,63,,,,,,,,,
6.30일,키움 히어로즈,12,3,2,8,0,0,1,대전,27.3,0,73,,,,,,,,,
7.2화,키움 히어로즈,8,0,1,7,0,0,1,서울,28.4,0,47,,,,,,,,,
7.3수,키움 히어로즈,5,1,0,8,1,1,0,서울,26,0,49,,,,,,,,,
7.4목,키움 히어로즈,7,0,0,5,0,0,0,서울,29.3,0,31,,,,,,,,,
7.5금,키움 히어로즈,15,1,1,7,1,0,1,서울,32.3,0,37,,,,,,,,,
7.6토,키움 히어로즈,11,0,1,8,1,1,1,서울,34.2,0,28,,,,,,,,,
7.7일,키움 히어로즈,8,0,0,8,2,0,1,서울,29,0,35,,,,,,,,,
7.9화,키움 히어로즈,16,2,0,8,1,0,1,수원,28.1,0,47,,,,,,,,,
7.11목,키움 히어로즈,10,1,0,5,2,1,1,수원,23.8,0,75,,,,,,,,,
7.12금,키움 히어로즈,7,1,1,6,0,1,1,인천,23.8,0,84,,,,,,,,,
7.13토,키움 히어로즈,8,1,1,6,0,1,0,인천,24.8,0,77,,,,,,,,,
7.14일,키움 히어로즈,8,1,1,11,1,0,0,인천,26.9,0,69,,,,,,,,,
7.16화,키움 히어로즈,10,0,2,5,3,0,1,서울,28.4,0,61,,,,,,,,,
7.17수,키움 히어로즈,14,1,0,5,0,2,1,서울,28.3,0,61,,,,,,,,,
7.18목,키움 히어로즈,11,1,2,2,1,3,1,서울,30.4,0,53,,,,,,,,,
7.26금,키움 히어로즈,10,0,1,8,0,0,1,서울,25.7,0,93,,,,,,,,,
7.27토,키움 히어로즈,6,0,0,6,2,0,1,서울,30.6,0,69,,,,,,,,,
7.28일,키움 히어로즈,4,0,0,7,0,3,0,서울,25.6,1.8,92,,,,,,,,,
7.30화,키움 히어로즈,9,2,0,6,0,2,1,서울,28.4,0,78,,,,,,,,,
7.31수,키움 히어로즈,11,0,1,4,0,0,1,서울,26,0,94,,,,,,,,,
8.1목,키움 히어로즈,4,1,1,11,1,2,0,서울,28.9,0,77,,,,,,,,,
8.3토,키움 히어로즈,6,0,1,4,3,3,0,서울,29.9,0,68,,,,,,,,,
8.4일,키움 히어로즈,9,0,1,7,0,0,0,서울,26.8,7.7,86,,,,,,,,,
8.7수,키움 히어로즈,17,2,0,7,0,0,1,부산,29.2,0,81,,,,,,,,,
8.8목,키움 히어로즈,8,0,0,7,0,1,0,서울,30.1,0,65,,,,,,,,,
8.9금,키움 히어로즈,14,0,1,9,0,0,1,서울,33,0,58,,,,,,,,,
8.10토,키움 히어로즈,13,0,1,2,1,0,1,서울,35.4,0,44,,,,,,,,,
8.11일,키움 히어로즈,13,3,0,3,2,2,0,서울,33.4,0,40,,,,,,,,,
8.13화,키움 히어로즈,10,1,2,4,2,0,0,서울,33.3,0,61,,,,,,,,,
8.14수,키움 히어로즈,17,3,2,3,2,0,1,서울,32.9,0,54,,,,,,,,,
8.15목,키움 히어로즈,9,0,0,3,0,1,1,서울,25.2,0.5,89,,,,,,,,,
8.16금,키움 히어로즈,13,2,2,6,1,0,1,서울,28.6,0,61,,,,,,,,,
8.17토,키움 히어로즈,8,1,0,2,2,2,0,서울,28.4,0,48,,,,,,,,,
8.18일,키움 히어로즈,9,2,0,7,0,1,0,서울,29,0,51,,,,,,,,,
8.20화,키움 히어로즈,5,0,0,2,0,0,0,수원,30.7,0,35,,,,,,,,,
8.21수,키움 히어로즈,10,2,1,9,1,1,1,수원,28.7,0,50,,,,,,,,,
8.23금,키움 히어로즈,12,0,0,6,2,0,1,서울,28.4,0,51,,,,,,,,,
8.24토,키움 히어로즈,9,0,0,7,0,0,0,대구,25.6,0,64,,,,,,,,,
8.25일,키움 히어로즈,23,1,1,6,3,0,1,대구,29.3,0,50,,,,,,,,,
8.27화,키움 히어로즈,17,5,0,1,0,1,1,대전,23.8,0,85,,,,,,,,,
8.28수,키움 히어로즈,5,0,1,5,4,0,0,대전,26.3,0,79,,,,,,,,,
8.29목,키움 히어로즈,8,0,2,8,1,0,1,서울,25.7,0,63,,,,,,,,,
8.30금,키움 히어로즈,11,1,1,7,0,1,1,서울,23,0,69,,,,,,,,,
8.31토,키움 히어로즈,11,2,4,9,1,0,1,창원,26.2,0,65,,,,,,,,,
9.1일,키움 히어로즈,8,0,0,3,1,1,0,창원,22.5,0.6,93,,,,,,,,,
9.3화,키움 히어로즈,9,2,2,5,0,2,1,서울,25.5,0,65,,,,,,,,,
9.5목,키움 히어로즈,3,0,0,4,1,1,0,서울,21.7,1.1,97,,,,,,,,,
9.6금,키움 히어로즈,11,0,0,9,1,0,1,서울,27.9,0,75,,,,,,,,,
9.7토,키움 히어로즈,13,0,0,6,2,0,1,광주,25.3,0,89,,,,,,,,,
9.8일,키움 히어로즈,16,2,1,5,1,1,1,광주,25.2,0,97,,,,,,,,,
9.11수,키움 히어로즈,12,0,1,11,2,0,1,인천,27,0,60,,,,,,,,,
9.12목,키움 히어로즈,6,0,2,8,2,1,1,서울,20.6,0.6,76,,,,,,,,,
9.13금,키움 히어로즈,8,0,1,5,0,0,0,서울,27.7,0,43,,,,,,,,,
9.14토,키움 히어로즈,6,1,1,9,1,2,0,수원,23.4,0,95,,,,,,,,,
9.16월,키움 히어로즈,11,1,3,9,0,1,1,서울,28,0,34,,,,,,,,,
9.17화,키움 히어로즈,3,0,0,12,0,1,0,대전,26,0,51,,,,,,,,,
9.20금,키움 히어로즈,8,1,1,7,2,1,1,인천,22.2,0,44,,,,,,,,,
9.24화,키움 히어로즈,8,0,1,8,2,0,0,광주,22.8,0,56,,,,,,,,,
9.29일,키움 히어로즈,5,0,0,4,0,0,1,부산,24.3,0,92,,,,,,,,,
10.6일,키움 히어로즈,9,1,0,7,1,0,1,서울,20.4,0,50,,,,,,,,,
10.7월,키움 히어로즈,10,1,1,7,0,0,1,서울,14.8,0.1,96,,,,,,,,,
10.9수,키움 히어로즈,6,0,0,6,0,1,0,서울,17.1,0,39,,,,,,,,,
10.10목,키움 히어로즈,10,1,2,7,0,2,1,서울,18.4,0,58,,,,,,,,,
10.14월,키움 히어로즈,13,0,1,16,0,0,1,인천,14.5,0,49,,,,,,,,,
10.15화,키움 히어로즈,14,1,1,13,1,0,1,인천,16.8,0,64,,,,,,,,,
10.17목,키움 히어로즈,13,0,1,4,0,2,1,서울,18.5,0,42,,,,,,,,,
10.22화,키움 히어로즈,9,0,2,6,1,3,0,서울,21.1,0,51,,,,,,,,,
10.23수,키움 히어로즈,9,0,0,6,2,1,0,서울,18.6,0,55,,,,,,,,,
10.25금,키움 히어로즈,4,0,0,2,1,2,0,서울,17.7,0,66,,,,,,,,,
10.26토,키움 히어로즈,12,0,0,4,1,0,0,서울,11,0,56,,,,,,,,,
