날짜,요일,구장,관중수
2019/03/23,토,잠실,"25,000"
2019/03/23,토,문학,"21,909"
2019/03/23,토,광주,"20,500"
2019/03/23,토,창원,"22,112"
2019/03/23,토,사직,"24,500"
2019/03/24,일,잠실,"25,000"
2019/03/24,일,문학,"15,421"
2019/03/24,일,광주,"17,597"
2019/03/24,일,창원,"20,067"
2019/03/24,일,사직,"22,218"
2019/03/26,화,광주,"5,553"
2019/03/26,화,창원,"4,782"
2019/03/26,화,문학,"6,718"
2019/03/26,화,사직,"7,345"
2019/03/26,화,잠실,"6,155"
2019/03/27,수,광주,"6,251"
2019/03/27,수,창원,"5,154"
2019/03/27,수,문학,"6,319"
2019/03/27,수,사직,"8,136"
2019/03/27,수,잠실,"5,784"
2019/03/28,목,광주,"5,629"
2019/03/28,목,창원,"4,757"
2019/03/28,목,문학,"8,053"
2019/03/28,목,사직,"7,625"
2019/03/28,목,잠실,"6,752"
2019/03/29,금,수원,"16,156"
2019/03/29,금,잠실,"19,370"
2019/03/29,금,대전,"12,152"
2019/03/29,금,대구,"12,361"
2019/03/29,금,고척,"5,435"
2019/03/30,토,수원,"11,475"
2019/03/30,토,잠실,"20,601"
2019/03/30,토,대전,"11,239"
2019/03/30,토,대구,"20,559"
2019/03/30,토,고척,"7,330"
2019/03/31,일,수원,"13,861"
2019/03/31,일,잠실,"21,267"
2019/03/31,일,대전,"11,878"
2019/03/31,일,대구,"14,084"
2019/03/31,일,고척,"5,682"
2019/04/02,화,대구,"4,818"
2019/04/02,화,잠실,"6,091"
2019/04/02,화,대전,"6,619"
2019/04/02,화,문학,"6,556"
2019/04/02,화,창원,"4,602"
2019/04/03,수,대구,"5,777"
2019/04/03,수,잠실,"5,811"
2019/04/03,수,대전,"6,002"
2019/04/03,수,문학,"6,457"
2019/04/03,수,창원,"4,945"
2019/04/04,목,대구,"5,863"
2019/04/04,목,잠실,"5,427"
2019/04/04,목,대전,"6,650"
2019/04/04,목,문학,"7,352"
2019/04/04,목,창원,"4,806"
2019/04/05,금,사직,"11,451"
2019/04/05,금,수원,"5,671"
2019/04/05,금,잠실,"10,365"
2019/04/05,금,문학,"9,178"
2019/04/05,금,광주,"7,048"
2019/04/06,토,사직,"23,305"
2019/04/06,토,수원,"8,509"
2019/04/06,토,잠실,"14,279"
2019/04/06,토,문학,"14,617"
2019/04/06,토,광주,"15,302"
2019/04/07,일,사직,"11,028"
2019/04/07,일,수원,"12,563"
2019/04/07,일,잠실,"16,081"
2019/04/07,일,문학,"19,069"
2019/04/09,화,고척,"1,377"
2019/04/10,수,고척,"1,158"
2019/04/10,수,광주,"7,207"
2019/04/10,수,사직,"6,825"
2019/04/10,수,대전,"5,434"
2019/04/10,수,잠실,"10,261"
2019/04/11,목,고척,"1,369"
2019/04/11,목,광주,"6,809"
2019/04/11,목,사직,"7,403"
2019/04/11,목,대전,"5,792"
2019/04/11,목,잠실,"11,168"
2019/04/12,금,고척,"6,559"
2019/04/12,금,문학,"15,392"
2019/04/12,금,대구,"7,087"
2019/04/12,금,창원,"17,028"
2019/04/12,금,잠실,"18,489"
2019/04/13,토,고척,"12,322"
2019/04/13,토,문학,"22,502"
2019/04/13,토,대구,"16,783"
2019/04/13,토,창원,"22,112"
2019/04/13,토,잠실,"25,000"
2019/04/14,일,고척,"10,338"
2019/04/14,일,문학,"17,179"
2019/04/14,일,대구,"7,347"
2019/04/14,일,창원,"16,860"
2019/04/14,일,잠실,"15,459"
2019/04/16,화,수원,"7,248"
2019/04/16,화,사직,"9,766"
2019/04/16,화,창원,"6,568"
2019/04/16,화,잠실,"8,633"
2019/04/16,화,포항,"5,179"
2019/04/17,수,수원,"6,342"
2019/04/17,수,사직,"7,175"
2019/04/17,수,창원,"9,030"
2019/04/17,수,잠실,"9,217"
2019/04/17,수,포항,"5,784"
2019/04/18,목,수원,"5,536"
2019/04/18,목,사직,"7,777"
2019/04/18,목,창원,"7,156"
2019/04/18,목,잠실,"8,624"
2019/04/18,목,포항,"5,284"
2019/04/19,금,사직,"8,483"
2019/04/19,금,문학,"7,657"
2019/04/19,금,광주,"9,044"
2019/04/19,금,대전,"8,058"
2019/04/19,금,잠실,"9,936"
2019/04/20,토,사직,"17,232"
2019/04/20,토,문학,"18,023"
2019/04/20,토,광주,"16,047"
2019/04/20,토,대전,"13,000"
2019/04/20,토,잠실,"16,362"
2019/04/21,일,사직,"14,394"
2019/04/21,일,문학,"15,812"
2019/04/21,일,광주,"13,401"
2019/04/21,일,대전,"12,761"
2019/04/21,일,잠실,"14,364"
2019/04/23,화,잠실,"12,485"
2019/04/23,화,수원,"2,903"
2019/04/23,화,고척,"4,034"
2019/04/24,수,잠실,"14,171"
2019/04/24,수,대전,"6,235"
2019/04/24,수,수원,"3,905"
2019/04/24,수,고척,"4,174"
2019/04/24,수,대구,"6,214"
2019/04/25,목,고척,"4,042"
2019/04/25,목,대구,"3,889"
2019/04/26,금,고척,"5,357"
2019/04/26,금,잠실,"15,257"
2019/04/26,금,수원,"3,712"
2019/04/27,토,창원,"15,140"
2019/04/27,토,고척,"10,491"
2019/04/27,토,대구,"19,767"
2019/04/27,토,잠실,"24,027"
2019/04/27,토,수원,"10,514"
2019/04/28,일,창원,"11,267"
2019/04/28,일,고척,"9,038"
2019/04/28,일,대구,"14,214"
2019/04/28,일,잠실,"20,219"
2019/04/28,일,수원,"8,508"
2019/04/30,화,잠실,"10,144"
2019/04/30,화,사직,"13,974"
2019/04/30,화,대전,"7,555"
2019/04/30,화,광주,"8,204"
2019/04/30,화,문학,"8,972"
2019/05/01,수,잠실,"12,582"
2019/05/01,수,사직,"12,296"
2019/05/01,수,대전,"10,779"
2019/05/01,수,광주,"8,023"
2019/05/01,수,문학,"15,875"
2019/05/02,목,잠실,"9,806"
2019/05/02,목,사직,"9,280"
2019/05/02,목,대전,"7,358"
2019/05/02,목,광주,"7,550"
2019/05/02,목,문학,"8,147"
2019/05/03,금,창원,"11,196"
2019/05/03,금,대전,"8,529"
2019/05/03,금,잠실,"24,133"
2019/05/03,금,사직,"10,573"
2019/05/03,금,고척,"3,554"
2019/05/04,토,창원,"15,902"
2019/05/04,토,대전,"12,179"
2019/05/04,토,잠실,"25,000"
2019/05/04,토,사직,"16,666"
2019/05/04,토,고척,"7,748"
2019/05/05,일,창원,"17,221"
2019/05/05,일,대전,"13,000"
2019/05/05,일,잠실,"25,000"
2019/05/05,일,사직,"20,490"
2019/05/05,일,고척,"10,651"
2019/05/07,화,문학,"11,668"
2019/05/07,화,잠실,"13,196"
2019/05/07,화,고척,"4,139"
2019/05/07,화,수원,"4,436"
2019/05/07,화,대구,"5,450"
2019/05/08,수,문학,"11,027"
2019/05/08,수,잠실,"12,115"
2019/05/08,수,고척,"3,418"
2019/05/08,수,수원,"3,437"
2019/05/08,수,대구,"5,220"
2019/05/09,목,문학,"16,817"
2019/05/09,목,잠실,"16,281"
2019/05/09,목,고척,"8,283"
2019/05/09,목,수원,"5,675"
2019/05/09,목,대구,"6,381"
2019/05/10,금,잠실,"19,399"
2019/05/10,금,대구,"14,620"
2019/05/10,금,창원,"9,716"
2019/05/10,금,광주,"9,105"
2019/05/10,금,수원,"4,567"
2019/05/11,토,잠실,"25,000"
2019/05/11,토,대구,"24,000"
2019/05/11,토,창원,"14,806"
2019/05/11,토,광주,"15,173"
2019/05/11,토,수원,"10,800"
2019/05/12,일,잠실,"21,860"
2019/05/12,일,대구,"17,458"
2019/05/12,일,창원,"10,486"
2019/05/12,일,광주,"11,433"
2019/05/12,일,수원,"9,792"
2019/05/14,화,광주,"6,355"
2019/05/14,화,사직,"18,119"
2019/05/14,화,창원,"5,992"
2019/05/14,화,잠실,"12,127"
2019/05/14,화,대전,"6,387"
2019/05/15,수,광주,"6,711"
2019/05/15,수,사직,"9,738"
2019/05/15,수,창원,"8,402"
2019/05/15,수,잠실,"12,085"
2019/05/15,수,대전,"6,878"
2019/05/16,목,광주,"6,384"
2019/05/16,목,사직,"14,064"
2019/05/16,목,창원,"6,735"
2019/05/16,목,잠실,"15,267"
2019/05/16,목,대전,"7,912"
2019/05/17,금,대전,"12,927"
2019/05/17,금,고척,"5,127"
2019/05/17,금,잠실,"11,998"
2019/05/17,금,문학,"19,391"
2019/05/17,금,수원,"6,834"
2019/05/18,토,대전,"13,000"
2019/05/18,토,고척,"9,325"
2019/05/18,토,잠실,"17,182"
2019/05/18,토,문학,"23,000"
2019/05/18,토,수원,"14,474"
2019/05/19,일,대전,"12,287"
2019/05/19,일,고척,"7,887"
2019/05/21,화,대구,"8,422"
2019/05/21,화,광주,"15,514"
2019/05/21,화,고척,"1,907"
2019/05/21,화,수원,"5,630"
2019/05/21,화,잠실,"10,254"
2019/05/22,수,대구,"8,678"
2019/05/22,수,광주,"7,648"
2019/05/22,수,고척,"1,826"
2019/05/22,수,수원,"6,858"
2019/05/22,수,잠실,"10,082"
2019/05/23,목,대구,"8,536"
2019/05/23,목,광주,"8,055"
2019/05/23,목,고척,"2,156"
2019/05/23,목,수원,"6,871"
2019/05/23,목,잠실,"10,249"
2019/05/24,금,잠실,"20,567"
2019/05/24,금,광주,"9,646"
2019/05/24,금,사직,"11,427"
2019/05/24,금,창원,"10,110"
2019/05/24,금,대구,"8,749"
2019/05/25,토,잠실,"25,000"
2019/05/25,토,광주,"18,046"
2019/05/25,토,사직,"24,500"
2019/05/25,토,창원,"13,079"
2019/05/25,토,대구,"19,106"
2019/05/26,일,잠실,"22,209"
2019/05/26,일,광주,"12,444"
2019/05/26,일,사직,"13,967"
2019/05/26,일,창원,"9,221"
2019/05/26,일,대구,"11,891"
2019/05/28,화,대전,"9,292"
2019/05/28,화,문학,"18,477"
2019/05/28,화,고척,"5,387"
2019/05/28,화,창원,"13,044"
2019/05/28,화,잠실,"10,353"
2019/05/29,수,대전,"10,356"
2019/05/29,수,문학,"8,261"
2019/05/29,수,고척,"4,563"
2019/05/29,수,창원,"13,568"
2019/05/29,수,잠실,"12,132"
2019/05/30,목,대전,"9,502"
2019/05/30,목,문학,"7,778"
2019/05/30,목,고척,"5,096"
2019/05/30,목,창원,"12,896"
2019/05/30,목,잠실,"10,428"
2019/05/31,금,문학,"15,480"
2019/05/31,금,잠실,"10,099"
2019/05/31,금,수원,"7,105"
2019/05/31,금,사직,"9,425"
2019/05/31,금,광주,"10,595"
2019/06/01,토,문학,"23,000"
2019/06/01,토,잠실,"18,500"
2019/06/01,토,수원,"17,341"
2019/06/01,토,사직,"19,461"
2019/06/01,토,광주,"18,093"
2019/06/02,일,문학,"17,503"
2019/06/02,일,잠실,"12,536"
2019/06/02,일,수원,"10,882"
2019/06/02,일,사직,"11,657"
2019/06/02,일,광주,"11,687"
2019/06/04,화,울산,"7,721"
2019/06/04,화,잠실,"7,244"
2019/06/04,화,대구,"7,142"
2019/06/04,화,광주,"18,318"
2019/06/04,화,고척,"4,703"
2019/06/05,수,울산,"8,812"
2019/06/05,수,잠실,"9,860"
2019/06/05,수,대구,"10,078"
2019/06/05,수,광주,"10,247"
2019/06/05,수,고척,"5,333"
2019/06/06,목,울산,"7,104"
2019/06/06,목,잠실,"13,673"
2019/06/06,목,대구,"15,425"
2019/06/06,목,광주,"16,203"
2019/06/06,목,고척,"8,594"
2019/06/07,금,창원,"7,173"
2019/06/07,금,대전,"9,416"
2019/06/07,금,수원,"4,848"
2019/06/07,금,문학,"10,608"
2019/06/07,금,잠실,"11,436"
2019/06/08,토,창원,"16,293"
2019/06/08,토,대전,"13,000"
2019/06/08,토,수원,"14,264"
2019/06/08,토,문학,"21,934"
2019/06/08,토,잠실,"18,312"
2019/06/09,일,창원,"8,771"
2019/06/09,일,대전,"10,064"
2019/06/09,일,수원,"5,289"
2019/06/09,일,문학,"11,819"
2019/06/09,일,잠실,"10,287"
2019/06/11,화,잠실,"10,802"
2019/06/11,화,대전,"6,637"
2019/06/11,화,수원,"3,796"
2019/06/11,화,광주,"7,058"
2019/06/11,화,창원,"5,394"
2019/06/12,수,잠실,"13,909"
2019/06/12,수,대전,"6,578"
2019/06/12,수,수원,"5,300"
2019/06/12,수,광주,"7,370"
2019/06/12,수,창원,"6,839"
2019/06/13,목,잠실,"13,705"
2019/06/13,목,대전,"6,418"
2019/06/13,목,수원,"6,639"
2019/06/13,목,광주,"8,130"
2019/06/13,목,창원,"5,762"
2019/06/14,금,고척,"7,089"
2019/06/14,금,대구,"6,775"
2019/06/14,금,잠실,"18,227"
2019/06/14,금,문학,"9,593"
2019/06/15,토,고척,"13,115"
2019/06/15,토,사직,"18,595"
2019/06/15,토,대구,"14,674"
2019/06/15,토,잠실,"23,106"
2019/06/15,토,문학,"17,064"
2019/06/16,일,고척,"7,382"
2019/06/16,일,사직,"9,113"
2019/06/16,일,대구,"10,319"
2019/06/16,일,잠실,"17,912"
2019/06/16,일,문학,"11,962"
2019/06/18,화,고척,"2,463"
2019/06/18,화,대구,"6,612"
2019/06/18,화,대전,"5,008"
2019/06/18,화,잠실,"6,568"
2019/06/18,화,광주,"7,100"
2019/06/19,수,고척,"2,918"
2019/06/19,수,대구,"7,164"
2019/06/19,수,대전,"6,874"
2019/06/19,수,잠실,"7,521"
2019/06/19,수,광주,"7,108"
2019/06/20,목,고척,"3,026"
2019/06/20,목,대구,"7,802"
2019/06/20,목,대전,"6,834"
2019/06/20,목,잠실,"9,189"
2019/06/20,목,광주,"8,640"
2019/06/21,금,잠실,"18,316"
2019/06/21,금,수원,"3,742"
2019/06/21,금,문학,"17,571"
2019/06/21,금,대전,"7,635"
2019/06/21,금,사직,"9,078"
2019/06/22,토,잠실,"25,000"
2019/06/22,토,수원,"8,109"
2019/06/22,토,문학,"22,094"
2019/06/22,토,대전,"10,614"
2019/06/22,토,사직,"12,318"
2019/06/23,일,잠실,"23,321"
2019/06/23,일,수원,"5,636"
2019/06/23,일,문학,"18,717"
2019/06/23,일,대전,"7,269"
2019/06/23,일,사직,"8,857"
2019/06/25,화,창원,"7,361"
2019/06/25,화,고척,"8,503"
2019/06/25,화,사직,"7,416"
2019/06/25,화,포항,"7,257"
2019/06/25,화,잠실,"9,777"
2019/06/26,수,고척,"8,257"
2019/06/26,수,잠실,"7,888"
2019/06/27,목,창원,"4,612"
2019/06/27,목,고척,"9,805"
2019/06/27,목,사직,"5,669"
2019/06/27,목,포항,"4,169"
2019/06/27,목,잠실,"8,475"
2019/06/28,금,수원,"9,301"
2019/06/28,금,창원,"8,513"
2019/06/28,금,잠실,"12,213"
2019/06/28,금,대구,"6,808"
2019/06/28,금,대전,"5,749"
2019/06/29,토,수원,"17,899"
2019/06/29,토,잠실,"16,351"
2019/06/30,일,수원,"15,005"
2019/06/30,일,창원,"6,462"
2019/06/30,일,잠실,"14,096"
2019/06/30,일,대구,"14,224"
2019/06/30,일,대전,"6,017"
2019/07/02,화,잠실,"10,360"
2019/07/02,화,문학,"8,966"
2019/07/02,화,광주,"4,671"
2019/07/02,화,고척,"6,318"
2019/07/02,화,수원,"4,034"
2019/07/03,수,잠실,"11,170"
2019/07/03,수,문학,"9,672"
2019/07/03,수,광주,"6,053"
2019/07/03,수,고척,"6,758"
2019/07/03,수,수원,"4,697"
2019/07/04,목,잠실,"12,362"
2019/07/04,목,문학,"11,887"
2019/07/04,목,광주,"6,869"
2019/07/04,목,고척,"7,337"
2019/07/04,목,수원,"5,649"
2019/07/05,금,대전,"6,286"
2019/07/05,금,광주,"9,532"
2019/07/05,금,고척,"4,392"
2019/07/05,금,잠실,"13,135"
2019/07/05,금,창원,"8,691"
2019/07/06,토,대전,"8,868"
2019/07/06,토,광주,"13,989"
2019/07/06,토,고척,"10,241"
2019/07/06,토,잠실,"17,334"
2019/07/06,토,창원,"12,076"
2019/07/07,일,대전,"5,182"
2019/07/07,일,광주,"7,570"
2019/07/07,일,고척,"6,196"
2019/07/07,일,잠실,"12,108"
2019/07/07,일,창원,"7,085"
2019/07/09,화,대구,"7,128"
2019/07/09,화,사직,"15,651"
2019/07/09,화,잠실,"13,844"
2019/07/09,화,대전,"4,432"
2019/07/09,화,수원,"4,863"
2019/07/11,목,대구,"8,880"
2019/07/11,목,사직,"5,392"
2019/07/11,목,잠실,"11,728"
2019/07/11,목,대전,"4,674"
2019/07/11,목,수원,"4,363"
2019/07/12,금,광주,"9,208"
2019/07/12,금,창원,"11,213"
2019/07/12,금,사직,"6,983"
2019/07/12,금,잠실,"15,973"
2019/07/12,금,문학,"16,532"
2019/07/13,토,광주,"20,500"
2019/07/13,토,창원,"10,805"
2019/07/13,토,사직,"13,384"
2019/07/13,토,잠실,"21,094"
2019/07/13,토,문학,"22,061"
2019/07/14,일,광주,"9,687"
2019/07/14,일,창원,"6,734"
2019/07/14,일,사직,"6,263"
2019/07/14,일,잠실,"14,603"
2019/07/14,일,문학,"18,767"
2019/07/16,화,잠실,"6,156"
2019/07/16,화,문학,"10,846"
2019/07/16,화,청주,"7,240"
2019/07/16,화,고척,"4,626"
2019/07/17,수,잠실,"7,104"
2019/07/17,수,문학,"16,347"
2019/07/17,수,광주,"6,809"
2019/07/17,수,청주,"8,184"
2019/07/17,수,고척,"4,853"
2019/07/18,목,잠실,"8,129"
2019/07/18,목,문학,"12,622"
2019/07/18,목,광주,"4,171"
2019/07/18,목,청주,"6,846"
2019/07/18,목,고척,"6,535"
2019/07/26,금,대구,"6,612"
2019/07/26,금,고척,"3,643"
2019/07/26,금,사직,"5,485"
2019/07/27,토,대구,"13,596"
2019/07/27,토,잠실,"17,926"
2019/07/27,토,수원,"12,451"
2019/07/27,토,고척,"9,385"
2019/07/27,토,사직,"7,761"
2019/07/28,일,대구,"11,347"
2019/07/28,일,수원,"9,061"
2019/07/28,일,고척,"4,565"
2019/07/28,일,사직,"5,206"
2019/07/30,화,수원,"5,805"
2019/07/30,화,문학,"16,881"
2019/07/30,화,대구,"9,374"
2019/07/30,화,창원,"7,435"
2019/07/30,화,잠실,"9,570"
2019/07/31,수,수원,"4,816"
2019/07/31,수,문학,"8,871"
2019/07/31,수,대구,"10,194"
2019/07/31,수,창원,"7,672"
2019/07/31,수,잠실,"8,027"
2019/08/01,목,수원,"7,025"
2019/08/01,목,문학,"17,646"
2019/08/01,목,대구,"10,092"
2019/08/01,목,창원,"7,324"
2019/08/01,목,잠실,"10,007"
2019/08/03,토,고척,"7,149"
2019/08/03,토,광주,"11,249"
2019/08/03,토,사직,"8,841"
2019/08/03,토,대전,"9,193"
2019/08/03,토,잠실,"18,146"
2019/08/04,일,고척,"4,938"
2019/08/04,일,광주,"9,024"
2019/08/04,일,사직,"5,709"
2019/08/04,일,대전,"5,117"
2019/08/04,일,잠실,"12,408"
2019/08/06,화,잠실,"10,934"
2019/08/06,화,문학,"7,968"
2019/08/06,화,광주,"5,722"
2019/08/07,수,잠실,"10,137"
2019/08/07,수,문학,"7,443"
2019/08/07,수,광주,"4,981"
2019/08/07,수,창원,"6,752"
2019/08/07,수,울산,"5,070"
2019/08/08,목,광주,"5,790"
2019/08/08,목,잠실,"6,334"
2019/08/08,목,창원,"7,571"
2019/08/08,목,대구,"7,738"
2019/08/08,목,고척,"6,811"
2019/08/09,금,광주,"8,524"
2019/08/09,금,잠실,"6,126"
2019/08/09,금,창원,"8,661"
2019/08/09,금,대구,"7,679"
2019/08/09,금,고척,"3,583"
2019/08/10,토,수원,"10,384"
2019/08/10,토,대구,"20,159"
2019/08/10,토,창원,"13,038"
2019/08/10,토,고척,"11,234"
2019/08/10,토,잠실,"12,450"
2019/08/11,일,수원,"7,422"
2019/08/11,일,대구,"6,803"
2019/08/11,일,창원,"9,235"
2019/08/11,일,고척,"7,812"
2019/08/11,일,잠실,"8,495"
2019/08/13,화,사직,"7,207"
2019/08/13,화,대전,"5,167"
2019/08/13,화,광주,"6,068"
2019/08/13,화,문학,"7,978"
2019/08/13,화,잠실,"7,224"
2019/08/14,수,사직,"4,618"
2019/08/14,수,대전,"5,298"
2019/08/14,수,광주,"6,962"
2019/08/14,수,잠실,"9,092"
2019/08/15,목,사직,"4,604"
2019/08/15,목,고척,"6,820"
2019/08/15,목,광주,"10,770"
2019/08/16,금,사직,"9,189"
2019/08/16,금,잠실,"13,162"
2019/08/16,금,고척,"3,813"
2019/08/16,금,광주,"11,025"
2019/08/16,금,수원,"7,564"
2019/08/17,토,고척,"9,255"
2019/08/17,토,광주,"12,606"
2019/08/17,토,대구,"13,533"
2019/08/17,토,잠실,"15,215"
2019/08/17,토,창원,"10,051"
2019/08/18,일,고척,"6,148"
2019/08/18,일,광주,"10,240"
2019/08/18,일,대구,"9,889"
2019/08/18,일,잠실,"11,437"
2019/08/18,일,창원,"8,594"
2019/08/20,화,잠실,"12,490"
2019/08/20,화,문학,"7,228"
2019/08/20,화,창원,"5,535"
2019/08/20,화,대전,"5,464"
2019/08/20,화,수원,"3,768"
2019/08/21,수,잠실,"11,806"
2019/08/21,수,문학,"5,985"
2019/08/21,수,수원,"3,278"
2019/08/22,목,문학,"7,493"
2019/08/22,목,고척,"10,612"
2019/08/22,목,수원,"4,480"
2019/08/22,목,잠실,"6,670"
2019/08/22,목,대구,"5,804"
2019/08/23,금,문학,"11,519"
2019/08/23,금,고척,"6,651"
2019/08/23,금,수원,"5,800"
2019/08/23,금,잠실,"8,330"
2019/08/23,금,대구,"7,748"
2019/08/24,토,문학,"22,352"
2019/08/24,토,잠실,"14,388"
2019/08/24,토,사직,"11,777"
2019/08/24,토,대전,"9,634"
2019/08/24,토,대구,"10,265"
2019/08/25,일,문학,"18,292"
2019/08/25,일,잠실,"11,273"
2019/08/25,일,사직,"5,591"
2019/08/25,일,대전,"6,264"
2019/08/25,일,대구,"8,022"
2019/08/27,화,창원,"4,438"
2019/08/27,화,울산,"2,009"
2019/08/27,화,잠실,"9,204"
2019/08/27,화,광주,"5,840"
2019/08/27,화,청주,"4,924"
2019/08/28,수,창원,"7,589"
2019/08/28,수,울산,"2,962"
2019/08/28,수,잠실,"10,186"
2019/08/28,수,광주,"7,795"
2019/08/28,수,청주,"5,512"
2019/08/29,목,창원,"5,095"
2019/08/29,목,고척,"6,090"
2019/08/29,목,수원,"5,111"
2019/08/29,목,대구,"6,874"
2019/08/30,금,잠실,"11,752"
2019/08/30,금,창원,"8,067"
2019/08/30,금,고척,"4,352"
2019/08/30,금,수원,"7,928"
2019/08/30,금,대구,"7,594"
2019/08/31,토,대전,"7,780"
2019/08/31,토,문학,"22,397"
2019/08/31,토,광주,"12,234"
2019/08/31,토,잠실,"18,526"
2019/08/31,토,창원,"13,285"
2019/09/01,일,대전,"4,688"
2019/09/01,일,문학,"16,535"
2019/09/01,일,광주,"7,944"
2019/09/01,일,잠실,"14,075"
2019/09/01,일,창원,"11,604"
2019/09/03,화,대전,"4,099"
2019/09/03,화,수원,"4,221"
2019/09/03,화,문학,"5,148"
2019/09/03,화,사직,"2,390"
2019/09/03,화,잠실,"8,566"
2019/09/04,수,대전,"3,841"
2019/09/04,수,사직,"3,551"
2019/09/05,목,창원,"7,666"
2019/09/05,목,고척,"6,637"
2019/09/06,금,창원,"7,106"
2019/09/06,금,수원,"5,727"
2019/09/06,금,잠실,"9,837"
2019/09/06,금,고척,"7,632"
2019/09/07,토,대전,"5,534"
2019/09/07,토,대구,"9,162"
2019/09/07,토,광주,"4,478"
2019/09/08,일,대전,"6,216"
2019/09/08,일,대구,"10,820"
2019/09/08,일,잠실,"17,675"
2019/09/08,일,수원,"8,279"
2019/09/08,일,광주,"7,060"
2019/09/10,화,사직,"4,211"
2019/09/10,화,대구,"7,309"
2019/09/10,화,청주,"4,865"
2019/09/11,수,사직,"6,434"
2019/09/11,수,대구,"5,222"
2019/09/11,수,청주,"5,235"
2019/09/11,수,잠실,"8,618"
2019/09/11,수,문학,"10,396"
2019/09/12,목,잠실,"12,267"
2019/09/12,목,고척,"9,691"
2019/09/12,목,수원,"5,440"
2019/09/12,목,사직,"3,792"
2019/09/13,금,대구,"11,852"
2019/09/13,금,잠실,"12,415"
2019/09/13,금,고척,"8,848"
2019/09/13,금,수원,"5,612"
2019/09/13,금,사직,"4,074"
2019/09/14,토,잠실,"17,406"
2019/09/14,토,대전,"8,007"
2019/09/14,토,문학,"21,027"
2019/09/14,토,창원,"16,496"
2019/09/14,토,수원,"7,553"
2019/09/15,일,문학,"12,865"
2019/09/15,일,대전,"5,003"
2019/09/15,일,잠실,"18,171"
2019/09/15,일,창원,"12,163"
2019/09/16,월,대구,"3,925"
2019/09/16,월,수원,"5,620"
2019/09/16,월,잠실,"9,298"
2019/09/17,화,광주,"8,011"
2019/09/17,화,대전,"5,293"
2019/09/18,수,포항,"2,801"
2019/09/18,수,광주,"5,448"
2019/09/18,수,문학,"8,002"
2019/09/19,목,대구,"5,887"
2019/09/19,목,창원,"8,878"
2019/09/19,목,문학,"7,078"
2019/09/19,목,문학,"13,952"
2019/09/20,금,잠실,"13,147"
2019/09/20,금,사직,"3,514"
2019/09/20,금,대전,"6,003"
2019/09/20,금,문학,"14,956"
2019/09/21,토,잠실,"16,912"
2019/09/21,토,수원,"7,673"
2019/09/22,일,잠실,"14,596"
2019/09/23,월,잠실,"11,775"
2019/09/23,월,수원,"4,327"
2019/09/23,월,사직,"1,762"
2019/09/24,화,창원,"8,198"
2019/09/24,화,수원,"4,948"
2019/09/24,화,잠실,"15,115"
2019/09/24,화,광주,"6,217"
2019/09/25,수,창원,"11,238"
2019/09/25,수,사직,"2,960"
2019/09/25,수,문학,"18,278"
2019/09/26,목,창원,"14,039"
2019/09/26,목,사직,"2,662"
2019/09/26,목,수원,"6,298"
2019/09/26,목,대구,"7,483"
2019/09/27,금,잠실,"19,523"
2019/09/27,금,대구,"7,726"
2019/09/28,토,잠실,"22,513"
2019/09/28,토,광주,"13,888"
2019/09/28,토,수원,"11,350"
2019/09/28,토,대구,"18,193"
2019/09/29,일,잠실,"25,000"
2019/09/29,일,대전,"7,542"
2019/09/29,일,수원,"9,755"
2019/09/29,일,사직,"3,331"
2019/09/30,월,잠실,"12,042"
2019/09/30,월,대전,"10,960"
2019/10/01,화,잠실,"24,081"
2019/10/01,화,사직,"1,842"
