day_text,times_text,team_text,H_text,HR_text,S_text,ST_text,DU_text,ER_text,result_text
9.1토,17:00,한화 이글스,5,0,0,11,0,0,승
9.1토,17:00,KIA 타이거즈,6,0,2,10,0,1,패
9.1토,17:00,LG 트윈스,11,1,1,5,1,2,승
9.1토,17:00,롯데 자이언츠,5,0,0,5,1,0,패
9.1토,17:00,두산 베어스,9,3,0,5,3,1,무
9.1토,17:00,SK 와이번스,13,2,0,10,2,0,무
9.1토,17:00,키움 히어로즈,7,2,1,8,0,0,패
9.1토,17:00,삼성 라이온즈,10,2,1,4,1,1,승
9.2일,17:00,KIA 타이거즈,17,3,1,8,0,0,승
9.2일,17:00,한화 이글스,4,0,0,10,0,0,패
9.2일,17:00,LG 트윈스,6,0,0,12,0,0,패
9.2일,17:00,롯데 자이언츠,15,3,1,4,1,0,승
9.2일,17:00,두산 베어스,13,1,0,7,1,0,승
9.2일,17:00,SK 와이번스,9,1,0,5,0,0,패
9.2일,17:00,키움 히어로즈,7,1,1,9,0,0,패
9.2일,17:00,삼성 라이온즈,8,2,2,8,3,0,승
9.4화,18:30,KIA 타이거즈,7,0,1,6,2,0,패
9.4화,18:30,롯데 자이언츠,8,1,2,10,0,0,승
9.4화,18:30,LG 트윈스,10,0,3,7,0,0,승
9.4화,18:30,삼성 라이온즈,12,0,0,7,1,3,패
9.5수,18:30,LG 트윈스,7,0,0,8,1,0,패
9.5수,18:30,삼성 라이온즈,4,0,1,9,0,0,승
9.5수,18:30,두산 베어스,5,1,3,12,0,0,패
9.5수,18:30,한화 이글스,6,0,2,9,0,0,승
9.5수,18:30,SK 와이번스,13,0,0,8,1,0,승
9.5수,18:30,KIA 타이거즈,9,1,0,4,1,1,패
9.6목,18:30,롯데 자이언츠,6,0,0,9,0,0,패
9.6목,18:30,한화 이글스,5,1,2,8,0,0,승
9.6목,18:30,SK 와이번스,1,0,2,7,1,1,패
9.6목,18:30,KIA 타이거즈,10,0,0,6,0,0,승
9.6목,18:30,키움 히어로즈,5,0,0,4,1,0,패
9.6목,18:30,두산 베어스,10,1,1,3,0,0,승
9.7금,18:30,한화 이글스,8,0,1,9,1,1,패
9.7금,18:30,롯데 자이언츠,7,1,1,4,0,0,승
9.7금,18:30,SK 와이번스,6,1,1,7,1,1,패
9.7금,18:30,KIA 타이거즈,16,1,2,2,0,1,승
9.7금,18:30,키움 히어로즈,6,1,1,6,1,2,승
9.7금,18:30,두산 베어스,14,0,0,8,1,2,패
9.8토,17:00,한화 이글스,5,0,1,10,0,0,패
9.8토,17:00,롯데 자이언츠,7,2,3,8,0,0,승
9.8토,17:00,KIA 타이거즈,8,0,0,3,0,1,패
9.8토,17:00,LG 트윈스,14,0,3,6,1,1,승
9.8토,17:00,두산 베어스,9,1,1,13,2,0,승
9.8토,17:00,삼성 라이온즈,7,1,2,15,0,1,패
9.8토,17:00,키움 히어로즈,9,2,2,8,0,2,패
9.8토,17:00,SK 와이번스,17,0,3,10,0,0,승
9.9일,17:00,KIA 타이거즈,9,0,1,5,0,1,패
9.9일,17:00,LG 트윈스,14,0,1,4,1,1,승
9.9일,17:00,키움 히어로즈,3,0,0,8,2,0,패
9.9일,17:00,SK 와이번스,5,2,3,7,0,0,승
9.10월,18:30,한화 이글스,4,0,0,7,0,0,패
9.10월,18:30,롯데 자이언츠,12,2,1,5,0,0,승
9.10월,18:30,KIA 타이거즈,6,0,0,4,1,3,패
9.10월,18:30,LG 트윈스,13,0,0,3,0,0,승
9.10월,18:30,키움 히어로즈,11,2,0,11,1,0,패
9.10월,18:30,삼성 라이온즈,13,1,2,8,1,1,승
9.11화,18:30,두산 베어스,8,1,0,5,0,0,승
9.11화,18:30,롯데 자이언츠,4,0,0,11,0,1,패
9.11화,18:30,삼성 라이온즈,6,0,1,9,1,0,패
9.11화,18:30,한화 이글스,11,3,1,6,0,0,승
9.12수,18:30,롯데 자이언츠,9,0,1,4,1,0,승
9.12수,18:30,KIA 타이거즈,9,0,2,9,1,0,패
9.12수,18:30,두산 베어스,11,1,2,6,2,2,승
9.12수,18:30,키움 히어로즈,3,0,4,9,0,1,패
9.12수,18:30,SK 와이번스,10,0,2,10,1,0,승
9.12수,18:30,LG 트윈스,5,0,1,7,1,4,패
9.12수,18:30,삼성 라이온즈,6,0,1,12,1,0,패
9.12수,18:30,한화 이글스,12,0,4,7,0,0,승
9.13목,18:30,두산 베어스,9,0,2,6,1,1,패
9.13목,18:30,키움 히어로즈,10,0,4,7,0,0,승
9.14금,15:00,롯데 자이언츠,7,0,0,7,1,0,패
9.14금,15:00,KIA 타이거즈,16,0,0,4,0,0,승
9.14금,18:11,롯데 자이언츠,13,2,2,8,2,1,무
9.14금,18:11,KIA 타이거즈,14,1,1,13,1,0,무
9.14금,18:30,한화 이글스,9,0,5,9,1,0,승
9.14금,18:30,키움 히어로즈,8,1,4,11,1,0,패
9.15토,17:00,한화 이글스,4,1,3,11,0,0,패
9.15토,17:00,키움 히어로즈,7,3,0,7,1,0,승
9.15토,17:00,KIA 타이거즈,11,1,0,2,1,0,패
9.15토,17:00,SK 와이번스,15,2,3,6,1,2,승
9.15토,17:00,LG 트윈스,5,0,0,3,0,0,승
9.15토,17:00,두산 베어스,6,0,1,6,2,0,패
9.15토,17:00,롯데 자이언츠,8,0,1,8,2,0,패
9.15토,17:00,삼성 라이온즈,7,1,2,7,1,1,승
9.16일,17:00,한화 이글스,13,0,2,4,2,0,승
9.16일,17:00,키움 히어로즈,7,0,4,15,0,2,패
9.16일,17:00,KIA 타이거즈,9,1,1,5,0,1,승
9.16일,17:00,SK 와이번스,6,2,1,5,1,0,패
9.16일,17:00,LG 트윈스,11,0,0,5,3,0,패
9.16일,17:00,두산 베어스,11,1,1,2,1,1,승
9.18화,18:30,한화 이글스,9,0,0,6,2,1,패
9.18화,18:30,삼성 라이온즈,8,0,1,8,1,0,승
9.18화,18:30,두산 베어스,4,1,0,4,1,1,무
9.18화,18:30,KIA 타이거즈,8,0,1,12,2,0,무
9.18화,18:30,SK 와이번스,10,0,0,3,2,3,승
9.18화,18:30,롯데 자이언츠,5,0,1,5,1,1,패
9.18화,18:30,키움 히어로즈,5,0,3,11,0,0,승
9.18화,18:30,LG 트윈스,6,0,0,7,1,1,패
9.19수,18:30,두산 베어스,11,0,2,9,2,0,승
9.19수,18:30,KIA 타이거즈,2,0,0,7,0,0,패
9.19수,18:30,SK 와이번스,9,1,1,4,0,0,승
9.19수,18:30,롯데 자이언츠,7,0,0,6,0,2,패
9.19수,18:30,삼성 라이온즈,9,0,1,9,2,0,패
9.19수,18:30,한화 이글스,10,1,4,3,1,0,승
9.19수,18:30,키움 히어로즈,9,2,2,9,0,0,승
9.19수,18:30,LG 트윈스,6,0,0,3,1,1,패
9.20목,18:30,한화 이글스,10,0,2,9,1,1,승
9.20목,18:30,LG 트윈스,3,0,0,10,0,1,패
9.20목,18:30,롯데 자이언츠,13,0,1,10,1,3,패
9.20목,18:30,키움 히어로즈,8,1,2,7,0,1,승
9.20목,18:30,삼성 라이온즈,7,0,0,10,0,0,승
9.20목,18:30,KIA 타이거즈,6,0,3,10,0,0,패
9.21금,18:30,롯데 자이언츠,12,1,0,7,0,1,패
9.21금,18:30,LG 트윈스,9,0,2,4,0,1,승
9.21금,18:30,삼성 라이온즈,13,1,2,6,0,1,승
9.21금,18:30,KIA 타이거즈,8,0,0,6,1,0,패
9.21금,18:30,키움 히어로즈,7,1,0,5,0,1,패
9.21금,18:30,한화 이글스,3,1,2,8,1,0,승
9.22토,14:00,SK 와이번스,7,1,0,3,2,1,승
9.22토,14:00,두산 베어스,7,0,0,4,0,0,패
9.22토,17:00,KIA 타이거즈,6,0,1,5,0,0,패
9.22토,17:00,키움 히어로즈,8,0,1,3,1,0,승
9.22토,17:00,롯데 자이언츠,6,0,0,7,1,0,패
9.22토,17:00,삼성 라이온즈,9,0,1,2,0,1,승
9.23일,17:00,KIA 타이거즈,10,0,0,8,1,1,승
9.23일,17:00,키움 히어로즈,3,0,0,4,0,2,패
9.23일,17:00,LG 트윈스,6,0,1,6,1,0,패
9.23일,17:00,롯데 자이언츠,10,1,2,5,0,0,승
9.23일,17:00,SK 와이번스,6,0,1,7,1,0,승
9.23일,17:00,두산 베어스,7,0,0,5,3,1,패
9.24월,18:30,한화 이글스,3,1,0,6,1,0,패
9.24월,18:30,두산 베어스,6,1,0,5,0,0,승
9.24월,18:30,LG 트윈스,8,1,2,4,1,0,승
9.24월,18:30,SK 와이번스,9,1,1,8,1,2,패
9.24월,18:30,롯데 자이언츠,6,1,1,3,0,0,패
9.24월,18:30,삼성 라이온즈,7,0,0,11,0,1,승
9.25화,18:30,한화 이글스,8,0,0,6,1,0,승
9.25화,18:30,두산 베어스,7,0,1,7,1,0,패
9.25화,18:30,KIA 타이거즈,7,0,0,9,0,1,승
9.25화,18:30,삼성 라이온즈,6,0,1,6,2,1,패
9.25화,18:30,LG 트윈스,10,1,0,8,0,0,패
9.25화,18:30,SK 와이번스,13,1,1,6,1,0,승
9.26수,18:30,한화 이글스,3,0,0,9,2,1,패
9.26수,18:30,두산 베어스,10,0,1,2,1,0,승
9.26수,18:30,KIA 타이거즈,5,2,1,6,0,0,승
9.26수,18:30,삼성 라이온즈,2,0,0,13,0,0,패
9.26수,18:30,SK 와이번스,11,0,1,4,1,0,승
9.26수,18:30,키움 히어로즈,8,1,0,6,2,1,패
9.27목,18:30,한화 이글스,3,0,0,10,0,0,패
9.27목,18:30,SK 와이번스,7,0,0,6,0,0,승
9.27목,18:30,삼성 라이온즈,11,0,1,2,3,0,승
9.27목,18:30,롯데 자이언츠,8,0,0,9,0,2,패
9.27목,18:30,키움 히어로즈,6,0,1,8,0,1,패
9.27목,18:30,LG 트윈스,4,0,5,5,0,0,승
9.28금,18:30,롯데 자이언츠,4,1,0,5,0,3,패
9.28금,18:30,삼성 라이온즈,13,0,1,4,0,0,승
9.28금,18:30,두산 베어스,20,0,3,4,4,0,승
9.28금,18:30,한화 이글스,3,0,0,5,0,3,패
9.28금,18:30,SK 와이번스,2,0,1,6,0,1,패
9.28금,18:30,KIA 타이거즈,11,0,1,6,1,1,승
9.28금,18:30,키움 히어로즈,15,2,0,5,2,0,승
9.28금,18:30,LG 트윈스,6,0,1,5,0,0,패
9.29토,17:00,두산 베어스,11,0,1,2,1,0,패
9.29토,17:00,LG 트윈스,14,0,2,4,1,1,승
9.29토,17:00,SK 와이번스,12,2,0,2,1,1,승
9.29토,17:00,KIA 타이거즈,6,1,4,10,1,1,패
9.29토,17:00,키움 히어로즈,7,2,6,11,1,0,승
9.29토,17:00,한화 이글스,3,0,1,10,0,1,패
9.30일,17:00,롯데 자이언츠,5,0,0,6,1,0,패
9.30일,17:00,KIA 타이거즈,2,1,1,8,0,0,승
9.30일,17:00,두산 베어스,14,0,0,9,2,1,승
9.30일,17:00,LG 트윈스,9,0,2,6,0,1,패
9.30일,17:00,삼성 라이온즈,13,1,1,4,0,0,승
9.30일,17:00,키움 히어로즈,7,0,3,8,1,0,패
